"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","Cluster"
"3",459,547,802,2470,4994,6778,8973,14716,18438,25420,30276,36100,41104,45604,50060,55980,61244,66051,70953,76261,80458,82952,84537,85107,"Normal"
"4",414,778,1542,5256,8343,13842,19692,25495,31003,36977,42246,48240,55521,61874,68011,77065,83335,91078,96185,102538,106373,108575,109098,109454,"Bad"
"5",145,921,1294,3378,5058,8927,10835,15413,21114,25471,29709,34855,42499,47118,53659,59566,67231,72733,81575,87798,93660,97651,101749,102809,"Normal"
"6",299,398,615,3381,4334,8354,11228,12936,17372,20322,23942,26607,30139,33987,36746,39350,44931,49008,53516,57832,60811,62560,63952,65726,"Good"
"7",2,209,459,1049,2022,4587,8297,12377,17672,20961,23905,29327,33013,38595,44561,49454,55960,64024,70269,75712,83993,88898,92625,94723,"Normal"
"8",325,562,748,1533,3156,5060,6467,10309,14736,22192,26993,33135,39191,45583,51654,57230,63799,70073,75146,79370,82281,83282,84526,84937,"Normal"
"9",153,233,255,1069,1873,2976,5575,7344,10400,13181,15906,19070,21146,23929,27603,31211,34079,39715,42781,45604,48466,49364,51175,51336,"Good"
"11",10,10,147,321,487,1389,2854,5159,8579,11072,14578,18598,23150,27154,31323,35793,43115,48990,55595,62812,69818,74207,77653,79253,"Normal"
"12",348,348,882,2734,3669,5564,10378,15712,19980,26229,31753,41405,48506,55481,64151,73223,82712,92515,102766,114651,120528,125481,129065,130599,"Bad"
"14",439,498,507,1423,1701,2401,3958,6168,7409,9351,11713,13572,16489,18249,20097,22234,24714,27835,30936,33511,35802,36818,37566,38623,"Great"
"15",358,358,368,1497,2303,5232,9877,15817,20265,25236,30661,36088,43935,49560,56386,61917,69126,79133,86443,93042,98720,103757,105224,106143,"Normal"
"16",251,254,354,2138,3910,9096,14343,24632,32366,39161,47520,52956,61002,67758,74982,82227,88831,96799,102930,109845,113418,115233,116389,116389,"Bad"
"17",796,834,848,2121,3596,7755,11712,17268,22238,27391,32580,38000,43920,50825,57605,63887,71430,78029,84823,91299,96328,98622,99627,99825,"Normal"
"18",61,227,609,1348,3022,3823,7691,9982,12589,15294,18721,20839,24520,28636,33933,37058,40252,43865,46429,48558,49966,50491,50988,51497,"Good"
"19",4,4,4,349,612,1141,2477,3469,4503,5364,6753,8424,9915,11718,13999,15276,18755,20554,23623,26018,27170,27814,28278,28292,"Great"
"24",133,133,139,297,580,1607,3290,5213,6632,8251,9770,11729,13311,15114,17670,19790,21737,24513,26090,28057,29497,30461,31080,31249,"Great"
"25",96,96,166,479,748,1196,1659,2025,3003,4588,5646,6812,8189,10607,12343,14327,15859,17467,18297,20208,21274,21623,22099,22221,"Great"
"28",0,0,0,102,127,530,1778,2413,3468,4332,5701,7385,9026,11563,12623,14881,16537,19283,20893,22388,23893,24598,24773,24985,"Great"
"29",0,58,87,396,1575,2637,4648,5866,8259,10283,11742,13248,15301,19564,21435,23071,25204,27905,29217,30130,30953,32487,32552,32552,"Great"
"30",12,1078,1162,1738,2175,2720,3640,4553,6884,7637,9063,11580,13144,14204,15654,17653,19572,21160,22916,23928,24959,25190,25224,25224,"Great"
"31",0,0,73,126,351,737,1300,1805,2475,3193,3821,4858,5792,6252,7146,7863,8292,9291,10004,10915,11608,12423,12524,12524,"Great"
"32",0,0,0,146,307,621,1124,2769,5057,6216,8193,9903,12085,13345,15738,17770,19638,22055,25845,27172,28397,29461,29867,30001,"Great"
"33",274,490,543,869,1133,1925,4297,5877,8280,12133,14621,18019,21892,24953,28722,33804,38731,43516,48881,53264,56367,59028,59319,59460,"Good"
"34",6,6,12,184,488,855,1371,2032,2990,4398,4847,6449,7181,8413,9214,10043,10784,11612,12410,14375,14931,15212,15321,15321,"Great"
"36",1581,1596,1689,2324,3723,5377,10882,15896,23424,31460,39924,47850,54831,62667,70241,80573,88142,96442,102588,108154,113948,116670,119312,120541,"Bad"
"37",480,480,566,2179,3569,6237,8235,10860,17606,19024,22941,25857,29861,32097,34476,35990,38725,41545,43245,44938,46611,47314,47514,47516,"Great"
"39",22,106,132,715,1589,3259,5136,7986,10726,13584,15805,17973,19745,21877,24366,28391,30917,34174,37603,40373,42242,42927,43411,43418,"Great"
"40",0,57,160,2483,4381,8507,14388,20203,25531,29679,36467,42247,50422,58532,67987,78518,88360,98431,109648,116384,122812,127303,131211,132150,"Bad"
"41",0,15,18,544,1329,2707,5147,8288,12164,16354,20985,25627,31150,36216,42189,47835,53733,60053,64619,68359,70192,71887,72677,72819,"Good"
"42",160,180,307,1248,2707,4887,6637,9974,15681,19359,25895,32565,38893,45240,51653,58142,65554,72735,79594,86118,90523,92591,93349,93736,"Normal"
"43",497,1263,1296,1761,3410,4602,5911,10049,14629,17306,22924,27394,30371,33181,35377,38822,40881,43778,45981,47492,49126,49642,49936,50079,"Great"
"44",784,1055,1055,1246,1610,2762,4590,7095,9318,10598,15066,18323,21983,24824,26758,29191,31183,33196,34061,34984,36369,37865,38054,38288,"Great"
"49",2189,2197,2212,3073,3927,4971,7922,10830,13882,16240,18826,21884,25899,29411,33447,36647,39801,41909,44270,46012,47705,50197,50969,51140,"Good"
"50",13,30,64,677,1751,2463,3552,5462,8055,10246,12669,16458,21884,26257,30319,34827,39314,43944,49431,54149,58982,64674,65924,67977,"Good"
"53",276,282,427,1665,2140,4629,6363,9315,12139,15266,18520,23209,28321,32207,36418,40647,47155,52996,57962,62581,68819,72096,73262,74120,"Good"
"54",106,344,351,707,1188,2617,4616,6477,9285,11347,16630,20062,22917,25841,29541,33464,37534,43098,47796,51765,54476,56669,57154,57215,"Good"
"55",3,3,5,361,2000,2558,5260,8976,12523,15514,20169,23464,27269,30454,33246,35488,38474,41191,43235,44239,45325,46033,46544,46742,"Great"
"56",18,32,32,140,521,1916,4535,6361,8887,12866,16399,20695,24838,28157,32385,37808,43994,50626,57060,61610,65711,68781,69790,70289,"Good"
"57",25,44,61,298,570,1366,4075,7067,10403,13148,16307,18539,20863,22230,24135,25816,26873,28650,30065,31122,31828,32276,32655,32849,"Great"
"58",36,64,83,503,795,1107,2416,3614,5347,6959,8564,10115,12116,13366,14804,16297,17783,19345,21220,22268,23112,23635,24261,24270,"Great"
"59",0,8,265,310,538,1043,1866,2834,4018,4667,6196,7767,8824,10727,12950,15040,18084,21115,23401,26695,28612,29525,30127,30386,"Great"
"61",249,309,391,1236,2504,5219,8705,13264,18741,24085,30312,37945,45900,52717,59540,66427,73009,79830,85304,91153,94216,95565,96625,98183,"Normal"
"62",360,767,1690,3425,4279,9986,14474,18811,22934,25075,27239,30568,32336,35587,37695,40194,42324,45385,46724,47917,48414,48564,48657,48762,"Great"
"64",127,153,233,594,981,1813,3982,6290,8628,10886,16096,19755,25199,30356,38169,47752,56002,64851,77264,83386,88596,93475,94729,95021,"Normal"
"65",83,112,149,706,2853,4566,7833,9507,13184,15562,18035,19564,21675,24988,27935,30062,33029,35904,38162,40046,42133,42730,43195,43335,"Great"
"66",718,1396,1484,3688,5232,7619,10901,14594,18765,21561,26563,30675,35623,38912,43660,48030,53574,58808,61943,65850,67655,68828,70573,71298,"Good"
"67",353,435,700,2032,2820,4599,6035,7345,9913,11546,12711,14782,16290,18035,19662,21996,24485,27139,30031,31369,33046,33543,33908,34005,"Great"
"68",0,0,54,436,938,2381,3520,5249,6420,7551,9152,10896,12501,14803,15749,18222,19888,23034,25865,27247,28678,29113,29724,29840,"Great"
"69",291,303,358,675,826,2096,4005,5234,7910,8782,10302,11460,12859,14321,15964,18791,20912,22548,23317,24111,24767,26236,26236,26503,"Great"
"74",1278,1280,1358,2061,2450,2855,3678,5005,6014,9128,11728,14154,18125,21482,25705,29419,34742,40159,44865,50005,53386,55279,56788,57550,"Good"
"75",923,1074,1210,1531,1836,2490,4214,5477,7961,10637,13077,16314,19513,22178,26000,29439,33700,38619,44764,49046,52756,54853,55765,56440,"Good"
"78",647,716,735,1183,1382,2271,3512,4691,6133,7215,8417,9791,12007,13370,16041,17697,19892,22404,24156,25294,26750,27563,28270,28482,"Great"
"79",56,71,410,687,1078,2191,3397,4479,6314,7827,10422,12457,15468,17422,20953,24439,31288,38685,43347,48735,53758,57530,59031,60161,"Good"
"80",1042,1403,2260,7155,9417,14630,20722,27008,34177,39415,48123,55146,64126,70721,82129,91976,101157,109543,114957,124815,129938,132421,134229,135837,"Bad"
"81",593,1340,1506,3548,4953,7598,10857,13913,18099,20890,24688,29895,33685,38807,45750,50930,56899,62060,67760,71364,74625,76361,77954,78733,"Normal"
"82",234,568,641,1076,1545,2577,4647,6600,10522,12788,16773,19915,23811,26387,29069,32697,35111,38495,42033,44226,46253,47370,48509,48803,"Great"
"83",341,341,444,875,2118,4700,5598,9274,11011,13886,15903,17359,18744,21231,22554,25266,28042,30516,31687,33910,34963,35345,35848,36131,"Great"
"84",23,24,178,401,1469,2285,4277,6081,7464,8988,10604,12482,14476,16639,18676,22206,23632,26552,29433,31611,32691,34087,34808,34971,"Great"
"86",427,511,565,711,1574,3037,4261,6750,8223,10950,12723,16093,18815,20954,23912,25383,27420,30198,31814,32883,34270,34897,35183,35435,"Great"
"87",25,51,192,348,628,1211,2588,4654,6630,8616,9913,12870,16214,19090,23297,27775,31952,38246,44136,49710,54639,57525,58510,59104,"Good"
"89",252,1128,1170,1471,2399,3173,5917,7849,9976,10853,12842,14984,17165,19468,22383,25136,28974,32179,35714,38402,39725,41530,41897,42107,"Great"
"90",1506,1522,1635,1855,2298,4494,5332,7330,11097,11919,14429,15480,16090,17376,18671,19256,20976,22249,23322,24417,25185,25886,26429,26446,"Great"
"91",25,25,143,428,638,1032,2518,3558,4470,5122,6357,7605,9792,10591,12264,14138,15544,17534,18472,20428,22286,23173,23921,24014,"Great"
"92",33,148,173,432,1917,2875,4082,8327,15674,23039,31193,39668,48883,56003,64692,72862,80973,88698,94475,98313,103767,107270,109843,110844,"Bad"
"93",79,349,601,1096,1572,2514,4028,7925,12494,19557,23798,28835,33752,38310,43347,48481,56476,64802,73041,82796,92420,97934,101775,102335,"Normal"
"94",25,63,205,1028,2416,3493,8411,12790,17203,21394,24947,29493,36980,43640,52519,60161,70296,77783,84184,92158,99123,104182,107795,109840,"Bad"
"99",7,20,36,321,1200,2382,4375,6935,9997,14068,17149,20355,23435,26627,29499,32052,34504,37637,39108,41316,43683,44570,45557,45558,"Great"
"100",26,107,147,604,1205,1630,2880,3726,4898,5628,7211,8980,10272,13546,15768,18026,20159,23047,26105,28186,29965,30526,31321,31402,"Great"
"103",6,24,42,188,451,1432,4035,5238,7197,8460,10160,11842,15639,17938,20949,23526,26035,31180,35344,40264,44887,48891,51367,53703,"Good"
"104",430,794,835,1354,2946,4842,7832,9665,13594,16393,20077,24399,28935,31463,35931,38542,41665,45859,48750,50737,52506,53698,53712,53765,"Good"
"105",11,27,166,688,1767,3308,7255,10587,13088,15751,19284,22958,27291,34187,39547,47681,54655,62791,70726,78809,86934,91007,94494,96712,"Normal"
"106",328,598,705,2161,3142,6893,11500,17729,24250,32629,41646,53935,65826,75339,85113,95093,105429,113849,123710,131504,139574,143944,146988,148401,"Bad"
"107",669,1040,1610,2657,3842,4913,7620,10687,14552,17940,22161,26534,31640,34287,37770,41642,47355,54982,61239,65298,68683,70673,72102,72822,"Good"
"108",0,140,145,336,740,2001,3990,5118,7368,8987,12057,14873,16996,19684,22587,24899,27900,32078,34287,37500,40061,42564,43358,43732,"Great"
"109",237,271,315,608,977,1686,3093,4368,8559,10720,13389,15752,18555,21485,25305,28126,31921,36955,40464,43947,46942,48449,49065,49144,"Great"
"111",0,21,122,495,740,1485,2635,3407,4477,5496,7171,9458,11597,12429,14205,16113,16883,18731,19524,21214,21902,23523,24196,24366,"Great"
"112",124,143,170,399,562,1206,3779,4794,6859,8147,9757,10895,12648,13707,14916,16231,18399,20453,22021,23142,23907,24846,25139,25432,"Great"
"114",29,49,102,247,398,994,2245,3161,4255,5178,6272,7736,9097,10586,12690,14397,16071,17419,18193,19117,19916,20185,20207,20210,"Great"
"115",521,948,961,1239,1738,2955,4450,7870,9860,11596,14106,17219,20067,22803,25496,28271,31780,35521,38495,42036,45112,46530,46794,47709,"Great"
"116",28,50,206,506,818,1432,3726,4572,7145,8809,9934,12624,14471,16616,18322,21257,23875,26586,29635,31869,33286,33956,34037,34067,"Great"
"117",98,159,290,666,1169,2369,4325,6198,7314,8866,10243,12598,15308,18998,20724,23800,28984,32992,36810,40073,42411,44271,45365,45480,"Great"
"118",168,177,422,818,1701,2196,3209,6349,9365,11341,13617,15090,18138,19678,20521,21640,22711,24000,25618,28516,30339,31888,33435,33917,"Great"
"119",219,328,505,718,2293,2933,4895,6627,7372,7840,8890,10491,11948,13054,14930,16535,18630,21585,24577,26616,28021,28854,29629,30363,"Great"
"124",719,726,790,1597,1952,5576,6867,10452,12784,15874,18458,20809,24084,26583,29166,34107,37655,41186,44691,47162,49381,51073,52499,53451,"Good"
"125",461,512,650,944,1086,1489,2437,3644,4830,6867,8254,10287,11943,13286,15371,16881,19541,21762,22692,24081,25034,25849,26843,27076,"Great"
"128",223,243,351,519,1411,2468,3559,4080,4786,5142,7208,8179,10331,11588,12951,14588,15816,17252,17909,18525,19020,19796,20137,20263,"Great"
"129",0,853,855,1102,1457,2549,6897,10852,16577,19778,23475,26837,31947,34681,38589,42062,46032,52842,57859,63567,72054,79767,86794,87772,"Normal"
"130",934,1106,1271,1665,2196,3637,6425,8518,12328,14451,17713,20925,24636,30004,34901,39815,45763,53283,61318,68801,78871,85446,88968,90307,"Normal"
"131",786,1430,1973,2741,4512,6417,8321,12185,15220,17715,19285,22556,24705,26573,28702,32076,34039,37142,39028,41952,43271,45648,46057,46660,"Great"
"132",736,1010,1102,1526,2199,3439,5718,9905,13451,15002,18360,20380,22622,27033,32061,35402,39072,43263,47076,50089,52544,53769,54693,54799,"Good"
"133",380,1518,1741,2094,2480,2959,4008,7293,9351,10239,11914,14593,17590,19544,21539,24654,27821,31371,35105,39059,41527,43014,43709,45110,"Great"
"134",12,157,331,908,1360,3589,7172,13199,24286,34524,45877,56657,66468,77353,88369,96672,107246,119853,130385,139326,147225,153132,162056,168052,"Meltdown"
"136",703,1098,2536,3504,5817,8710,11313,16243,22078,26194,33220,38925,42948,48672,53000,59485,64134,71137,77945,85174,89533,93146,94137,94391,"Normal"
"137",1376,1383,1660,2442,3251,4498,6452,9807,12623,16035,19374,22847,26645,29931,34192,39060,43265,47006,52282,55610,59460,62681,63590,64151,"Good"
"139",667,850,1192,1766,2476,2923,5550,8470,10756,14220,17211,20842,24900,29887,35055,39616,44868,49549,55058,59420,62104,64341,65227,65491,"Good"
"140",129,144,284,1685,2538,5559,8240,11475,14503,18611,21883,29023,35813,43141,49004,55036,62599,70946,77976,87977,97358,108037,114610,117810,"Bad"
"141",868,1549,2214,2653,3691,7981,11705,16948,24014,31715,39974,48995,59758,70595,82665,91809,100717,110761,119974,129336,137152,141230,142417,143467,"Bad"
"142",672,674,788,1367,1922,3553,6048,8044,11441,13768,15745,17948,21122,25546,28953,34459,42770,50339,58420,65226,69569,72000,73089,73312,"Good"
"143",229,301,309,1641,3019,3718,5563,8575,11326,12608,16114,19645,25769,30407,37422,44743,51291,55830,59920,65946,70580,72988,74524,75077,"Good"
"144",197,263,1094,1272,3232,3765,5344,6422,7444,8669,9775,12144,14335,16620,19465,21855,24892,28078,32302,38646,41687,44945,46982,47382,"Great"
"149",1052,1119,1318,1562,2033,3517,5560,9714,13012,16263,18391,20124,23171,25138,27838,30196,32605,34933,37190,39924,41566,43194,43693,44083,"Great"
"150",1,18,91,319,451,1202,2607,4406,6152,7841,9828,12945,16367,21986,26345,32041,39377,53033,64528,79452,87342,95930,100418,102902,"Normal"
"153",60,314,492,773,2522,3637,4394,7061,9606,12814,16352,20217,23500,27756,32262,37260,43290,47465,52542,55499,58748,59896,61188,61435,"Good"
"154",21,78,124,946,2241,4019,6706,8327,10002,12465,14243,16081,18445,20898,24231,28910,31717,35210,39388,42190,46055,47346,48946,49352,"Great"
"155",336,575,643,998,2255,3790,5336,7376,10021,12492,15298,16896,19225,22423,24218,25929,27929,30530,33444,36318,39293,42039,43237,44186,"Great"
"156",300,637,841,1058,1382,1672,2339,4241,5474,6213,8784,10941,13508,15818,18649,20990,24403,28293,32163,37194,40356,42091,43195,43351,"Great"
"157",197,380,506,699,1021,1272,2304,3967,4975,5341,6687,8985,11567,13830,16275,19130,21832,24788,28206,32494,34182,35463,36587,37057,"Great"
"158",188,221,275,586,1963,2636,4248,5629,7438,10043,12018,14088,17707,20845,24278,27656,33121,38761,44549,51145,55565,61245,63674,64540,"Good"
"159",265,278,376,621,969,1991,4262,6762,11288,17994,25075,34834,44420,53392,60540,67687,73697,80252,85845,89941,94229,96464,97567,97959,"Normal"
"161",275,298,596,1265,3083,4644,7933,12437,19316,24906,34985,45085,58072,69911,80738,90286,103498,113831,127723,137451,150942,160501,167795,171597,"Meltdown"
"162",1673,1952,2280,2995,3697,5016,8318,13933,20477,23403,29972,34241,41014,45238,49942,54678,58319,62588,66801,72759,75716,78386,80887,82091,"Normal"
"164",78,149,282,925,1133,2287,3046,5239,6567,8192,9759,12552,16335,18860,21866,25820,30362,35693,41387,46267,51981,56400,58210,58809,"Good"
"165",549,1226,1399,1560,1829,3058,4561,6278,7694,9372,11450,14957,18903,22441,27289,33744,38303,44459,51305,56869,63059,67446,69562,70846,"Good"
"166",51,282,1827,2629,3686,4923,7233,11481,15641,17584,20364,23714,26775,29278,33843,39357,45465,51776,57945,63188,67628,69477,71223,72659,"Good"
"167",991,1379,1657,2082,3087,4000,5988,7433,9228,11828,14024,15705,20443,24205,27902,32064,34583,38732,42069,44892,47327,48818,49391,49771,"Great"
"168",19,100,936,1805,2527,4866,6437,7544,9602,12273,14560,16383,19472,22318,25557,30393,37899,43809,49217,54438,60286,63162,64949,65869,"Good"
"169",2,56,1047,1844,3121,5022,8828,11341,15153,18370,21577,26622,30489,35776,42192,50010,56199,66657,73384,82920,93245,102462,110359,114186,"Bad"
"174",320,762,1067,2035,2398,5552,8221,11835,16173,19574,22102,26367,29751,32315,37347,41241,44820,48806,51884,54705,58087,60143,60850,61577,"Good"
"175",246,398,535,647,1057,2365,4318,5300,6681,9656,12295,14941,18988,23599,30920,37614,47766,60219,70558,82130,93616,105252,114017,118218,"Bad"
"178",1341,2236,2435,3029,3569,7706,12128,16904,19775,24586,29458,35131,41153,45325,49368,54291,58812,65676,71166,75694,79414,82193,83572,83922,"Normal"
"179",577,1143,1613,2306,3144,5352,8662,11031,14746,17314,21725,25663,29928,34466,41094,48130,57862,67306,76674,86606,98094,106923,111923,115181,"Bad"
"180",1806,2235,3223,3952,6631,8892,10911,14032,20079,21775,24203,29330,33424,37532,41199,46570,52183,56213,60323,64947,69674,73679,77812,79984,"Normal"
"181",1111,1323,1434,1814,2154,3672,7043,10358,14000,16482,20043,23082,25001,28291,32640,35823,38540,42701,46496,50032,53772,56059,57201,58027,"Good"
"182",950,1013,1498,1776,2614,4200,5628,8161,9934,13007,15354,17531,19762,23014,27076,33080,38499,47783,57282,66067,73829,78813,82730,83755,"Normal"
"183",1791,2221,3040,3432,3832,4550,8235,11483,15626,20275,23011,26204,30293,34393,38073,43915,49191,55680,63980,69776,72886,75862,77816,79127,"Normal"
"184",541,1315,1863,2395,3100,4124,5154,6422,8937,11110,13507,15551,19915,22859,27181,32773,39524,48203,56442,64079,70316,74999,76786,77375,"Normal"
"186",182,208,532,640,1026,2300,3133,4711,6184,7483,8578,10643,15677,20218,27566,34771,45724,58086,68892,80097,88994,93434,96709,97997,"Normal"
"187",177,367,955,1459,3409,4753,5957,8473,12269,14599,17494,19836,23552,27841,32600,36758,44381,51384,57396,63815,67990,70715,73184,74543,"Good"
"189",135,178,379,683,1061,1950,3734,4596,6830,7782,9882,11677,15925,19557,22362,25460,28637,32386,36062,39034,41363,42624,43262,43583,"Great"
"190",447,1104,1489,1872,2163,4919,7277,8909,11500,13142,15414,19474,22877,25634,30735,34289,38985,44046,48406,53769,57937,60846,61658,62382,"Good"
"191",844,1867,2106,2486,2903,4289,6078,7704,9608,11130,14243,17050,20172,23151,27548,30491,34742,39854,44320,48470,51948,54661,55411,56206,"Good"
"192",305,379,593,1013,1305,1761,4037,5524,6440,7540,8391,10380,12002,13639,16260,19725,21935,24455,26595,28307,30096,30909,31509,31767,"Great"
"193",16,167,377,674,831,1799,2623,3352,5250,6697,8422,9668,11439,14232,16811,20235,24507,29395,34473,38947,43327,45707,48784,49599,"Great"
"194",25,67,616,1811,2139,3133,5524,7972,9304,10561,13034,15348,17771,19574,21725,23538,25474,28645,30333,33069,36139,39023,40140,40545,"Great"
"199",1724,2795,2941,3550,5232,11126,14013,19134,21583,25054,28628,33743,38245,40383,43779,47405,50368,55628,59042,61208,63787,66198,67490,69344,"Good"
"200",144,158,236,654,1030,2506,4006,5372,6918,8191,10591,12181,15417,18913,23100,27637,32683,35980,40566,44187,48731,51305,53346,54522,"Good"
"203",314,728,809,1140,2474,3217,4084,6593,10793,12995,16422,20418,24456,30445,35707,41504,48285,55981,65598,78125,89440,96455,100671,102530,"Normal"
"204",2368,3704,4067,5202,5952,8585,14850,21762,30350,36138,42698,48080,57333,64950,73578,82141,92350,103378,118664,134029,145454,157426,165898,170813,"Meltdown"
"205",3795,4640,5006,6054,7789,9593,13542,19277,25771,31306,40267,46589,54782,63336,71438,79853,87753,95582,103537,110997,118004,122650,124875,127088,"Bad"
"206",1081,1172,1444,1772,2248,4828,6023,9081,13365,15995,18504,21719,25355,30144,36218,41761,50956,59966,74205,88347,101167,111013,116072,118081,"Bad"
"207",1074,1330,1561,2300,4135,5103,9735,11220,14184,16305,18384,21597,25136,27979,30619,36036,41122,45717,50746,55482,60078,63461,66298,68384,"Good"
"208",102,109,647,1088,1543,2550,4553,7569,10029,13072,17879,22317,27362,33799,41922,48476,59189,69423,78105,90556,105844,114996,120714,125697,"Bad"
"209",3317,5186,6336,7567,10393,13911,17172,22159,26303,29024,32085,36210,40317,44045,48608,52498,56180,59890,63713,66528,69885,73427,74692,76302,"Good"
"211",1552,1788,2002,2502,2836,4403,6395,10336,13295,19672,23135,26409,30490,36058,41635,47741,52536,58622,64479,68245,72566,75324,77216,78926,"Normal"
"212",370,1023,1622,1831,2440,3513,4888,6929,10409,12573,16068,20048,28180,34818,41571,47113,53930,59293,65586,71472,76082,80698,83878,84663,"Normal"
"214",2179,2658,2952,3700,4413,6419,9920,12096,16407,19863,23616,28907,34695,40067,48582,57347,69272,81051,95618,110968,122129,134960,139496,142131,"Bad"
"215",1594,2460,3432,4408,5119,10469,14550,18866,25307,30538,34666,41845,47880,54870,65488,74930,89062,99786,114915,130253,142271,151801,158511,163036,"Meltdown"
"216",1230,2488,3046,4255,5799,9765,11604,14596,20780,25427,30770,38081,45049,49455,52748,56478,61003,65560,70921,73829,77192,79710,80664,81826,"Normal"
"217",23,43,322,696,898,1874,3387,4259,7706,10896,13305,18773,22518,25457,29866,34004,37725,42252,46395,50854,53170,55966,57468,58272,"Good"
"218",386,460,638,1870,2590,4905,7314,9310,14702,21918,27858,34581,41847,47880,55236,62480,68951,77048,84332,94466,102579,106970,111223,112375,"Bad"
"219",832,1153,1236,1706,2029,4041,9392,11901,14615,17209,20995,25278,29698,36016,43026,52142,65781,81672,97782,114243,130892,142485,149301,153331,"Bad"
"224",745,1472,2749,4648,7186,8977,10344,16290,20257,22949,27384,30982,35474,41915,46022,52525,57818,65548,73328,79966,86972,90677,93022,94114,"Normal"
"225",527,674,963,2626,4509,6572,12402,20220,30808,40376,48844,57419,66634,80255,90386,101611,114462,126405,139383,148759,157386,165719,169541,171912,"Meltdown"
"228",1772,2215,2409,2993,3805,6225,8304,11913,16024,21003,24520,28332,33026,37044,42535,47911,53533,60615,69920,75609,80554,84504,86933,88601,"Normal"
"229",796,862,941,1928,3777,4954,6847,9760,13599,15794,19445,23855,29390,33844,39412,44444,52291,61172,69459,80035,85915,94423,102239,104999,"Normal"
"230",3490,3911,4195,5431,6438,9031,14200,20490,28193,33687,37472,41970,46845,49632,53703,59056,64703,71319,78331,84003,88584,91758,93604,93981,"Normal"
"231",148,387,1273,1884,2529,3956,6129,10042,13824,15954,19191,21662,26689,29059,32933,36683,40262,45188,50235,54322,58935,62101,64286,65829,"Good"
"232",131,188,373,770,1350,2413,4545,6750,9740,12603,14972,20322,26001,31812,38107,45144,51552,57657,63565,71159,80821,87395,91951,94685,"Normal"
"233",1544,2161,2573,3097,4040,7123,11639,13919,20206,24067,27509,32868,41222,46212,53593,61510,70224,79150,90025,104325,115875,125950,130749,132631,"Bad"
"234",203,844,1058,1834,2196,5044,6629,9027,12552,17038,19734,23916,26488,31196,34618,39149,44351,48220,52465,56027,58071,60487,61882,62503,"Good"
"236",787,1069,1893,2233,2679,4534,5875,7453,10136,12709,15811,19170,23119,27169,30978,34761,39832,45115,49756,55595,59374,62939,64374,65268,"Good"
"237",339,934,1584,1869,2610,3804,6024,7928,10524,13785,15456,18246,22377,25520,27792,30202,32886,35657,38033,39635,40507,41570,42148,42300,"Great"
"239",326,342,434,738,924,1841,4701,6924,12277,15002,17540,19973,23263,26252,30244,33612,38355,42206,46584,50001,54331,57272,58447,59278,"Good"
"240",903,948,1276,1654,3161,4873,7048,12682,19875,30138,39927,48738,57134,67991,77941,87853,99834,111864,122323,132688,139635,143807,147318,150890,"Bad"
"241",2037,2113,2856,3646,3880,8659,12172,14878,17158,20646,23174,29678,36560,41955,47126,51652,56693,62534,69170,72226,76302,78885,80687,81335,"Normal"
"242",248,312,371,1134,1385,3265,3995,5832,7312,9225,10833,13367,15038,17420,20824,24979,29141,34933,38805,43501,46108,48186,48793,49488,"Great"
"243",354,391,473,1367,1672,4470,8068,12345,14373,17914,21348,25237,29654,34574,40763,46121,53960,61084,69609,77856,84341,94839,98376,99437,"Normal"
"244",728,1114,1382,2191,4066,5441,8241,11353,17534,25735,36229,44697,54578,63477,72108,79241,87609,95388,101598,108217,112197,115780,117289,117683,"Bad"
"249",420,463,528,658,2511,3124,4140,7059,9081,11491,12733,14166,18256,21871,27807,32982,40779,50694,60577,68117,75469,80027,81710,83164,"Normal"
"250",2,15,81,2121,2409,4167,5730,7647,10058,11374,14252,17685,22072,26961,32080,37567,44376,52156,61738,70420,79114,84137,88300,89475,"Normal"
"253",274,335,499,757,1028,2408,5075,6222,8341,9562,11937,15199,18899,23137,27205,32115,36484,41108,45157,49208,53280,55432,56297,56880,"Good"
"254",737,743,790,1140,1394,2075,3172,5104,8299,11136,13449,15521,18623,21445,25030,28300,33502,38225,43840,47352,49732,51026,51584,51931,"Good"
"255",573,890,928,1453,2278,2936,3983,5020,8278,10277,12179,14823,18280,21111,25205,28747,33394,38771,45078,50910,54124,57198,58048,58375,"Good"
"256",13,121,193,987,1413,2548,4021,6025,7641,8629,10470,12583,15857,17777,20506,24250,27275,31333,35899,40223,43939,45079,46135,47518,"Great"
"257",0,216,364,1551,1803,4288,5645,8965,11156,12981,15046,18284,21246,23654,27132,30261,34057,38191,41545,44079,46150,46577,47244,47545,"Great"
"258",0,24,79,864,1070,3770,4607,6365,8666,9715,11074,13138,14737,15584,17656,19681,21362,23738,24696,26209,26526,26711,26821,26951,"Great"
"259",2,151,172,1190,1452,2351,3553,5361,6877,8262,9890,11690,13751,15583,17289,19720,22290,24674,26588,28315,29266,30535,31316,31330,"Great"
"261",138,138,178,530,1019,3337,4626,6370,7688,10091,13128,16570,21718,29190,34998,43072,50103,56511,64371,68930,73002,75741,77030,77861,"Normal"
"262",44,103,113,392,2265,3582,5006,6678,7433,8596,11118,12410,13708,15078,16432,18727,21454,25172,27667,31537,35274,37716,38712,39003,"Great"
