"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","Cluster"
"574",845,1176,1278,1536,2647,4652,6051,7183,10730,13151,16203,17882,21113,26517,31050,35732,41195,45159,50247,53813,56394,59694,62564,63403,"Good"
"575",686,1043,1327,1727,2244,3938,5969,10777,16297,20227,25602,31137,37750,48491,60906,76640,95477,113349,127852,138475,149064,157431,160344,162575,"Meltdown"
"578",1232,2512,2945,4568,6861,11128,16128,19181,23311,27662,31198,34989,38177,42798,48363,54841,63131,72322,82559,95922,109992,118986,125298,128300,"Bad"
"579",1707,2361,4525,5484,7152,9892,13639,22405,29160,36446,45074,51691,61437,71955,82238,93125,104557,113922,124429,135931,144269,149343,153165,155636,"Meltdown"
"580",480,1086,1609,2327,2895,6362,9923,13458,17658,20055,23637,27255,31173,34073,36374,40601,46426,50119,53702,58767,63471,65218,66137,66783,"Good"
"581",27,55,146,406,2722,3849,5235,9005,13536,16680,19477,22508,26187,29290,34801,40070,45519,50781,56505,60783,67786,72340,74894,75443,"Good"
"582",430,613,670,1873,3269,8014,11956,13845,16126,17648,19990,21799,24846,27353,30553,33501,36496,40372,46233,50798,53763,56803,57918,59365,"Good"
"583",2,53,278,1228,2462,5240,6900,10416,16288,17861,21279,26388,32425,39252,48885,56804,64058,72003,80709,86412,92246,96335,99514,100461,"Normal"
"584",488,747,920,1611,2778,3882,7381,9227,11518,13459,16660,20801,26071,31123,38110,48613,57903,68565,79063,90222,100293,108632,114266,119349,"Bad"
"586",2479,3712,4196,6599,9146,11901,18086,21649,25131,28863,31468,35319,41536,44601,50058,54546,60069,65642,72214,77427,83184,87222,89189,89756,"Normal"
"587",352,559,780,1150,2999,5556,7296,8954,12774,15023,19186,21660,24637,27845,29923,32346,35187,37034,40826,42702,45041,46910,47760,47986,"Great"
"589",250,295,573,1311,2690,5296,7607,11421,14564,17555,22393,26698,29960,34426,40009,47156,52628,59162,63362,67692,69469,71431,72643,72926,"Good"
"590",43,59,229,649,1769,3899,6866,9144,12267,16761,20567,25255,29139,32755,39277,43291,48182,55435,62368,71217,77138,83070,86040,86593,"Normal"
"591",801,849,936,1167,1920,4438,8752,13489,15967,20418,24032,26896,30316,34522,38793,44026,50066,56789,67701,77385,86672,92140,96067,97410,"Normal"
"592",363,855,988,1767,2579,4801,7174,10055,13906,16597,20076,22318,26094,31676,39435,44646,54440,61114,70140,82748,91317,98720,104385,106192,"Normal"
"593",2456,2905,3317,3928,5277,9479,12881,17678,21628,28056,35686,40438,45246,49415,56275,61966,68495,75575,81429,89480,96098,99200,100859,101757,"Normal"
"594",425,495,563,1093,2208,6130,9691,12463,15204,18244,22518,29206,35615,42919,50946,59207,66834,75133,79425,84426,88516,91491,93045,93655,"Normal"
"599",1582,2397,2711,3310,5650,8648,10262,15095,19869,22382,26024,28774,33699,38129,44489,52297,59435,66862,75710,87424,99176,106353,111391,114148,"Bad"
"600",2007,2582,3885,4972,5652,7848,11296,15917,22716,26715,30138,34331,40088,47512,52924,61732,72675,80211,88712,97367,102929,107566,109306,110773,"Bad"
"603",394,439,704,992,1335,3743,6711,10809,16234,21394,26927,32457,37628,40963,46733,54139,61580,72163,81700,88930,96844,101830,105527,106314,"Normal"
"604",513,1174,1270,1841,2292,7287,11911,16056,21344,25386,30559,34215,38451,40692,44777,47119,51292,54498,58572,61821,62835,64188,64473,64562,"Good"
"605",255,408,412,664,992,1463,2240,3388,4865,5838,8106,10213,14469,17897,22618,27889,34011,39351,46492,51933,55850,58249,60357,60931,"Good"
"606",495,546,577,723,1078,2884,4978,7148,10116,13368,16421,18987,22977,26559,31103,34724,38049,42631,47547,50395,53666,55703,56694,57885,"Good"
"607",810,823,1418,1748,3008,4339,5848,7287,9225,11712,14366,17291,19477,22457,26274,28839,33228,37993,41868,45913,48570,49966,50831,51084,"Good"
"608",763,894,974,1035,1901,2353,4043,6731,7730,8901,10252,11275,12311,14232,16917,18295,19205,20165,22461,23151,23507,23829,23868,23868,"Great"
"609",0,21,60,157,487,816,1778,2420,3214,4003,4840,5798,6601,7585,8414,10095,11714,12936,13995,15038,16017,17011,17011,17199,"Great"
"611",1581,2248,2702,3432,5443,7975,14227,21214,31447,39290,52471,62191,74193,82924,92205,100595,108006,114046,119587,123181,127012,129047,129767,129916,"Bad"
"612",0,20,133,292,2396,3512,5238,6893,8433,10634,12840,15454,19372,22205,26648,31384,36526,41541,47603,51364,54167,56089,56363,56708,"Good"
"614",726,744,744,1509,2882,4189,5234,6416,8434,10539,12326,14415,16541,18816,21491,25374,31506,37604,47445,54547,62602,67773,70036,70398,"Good"
"615",275,684,761,1121,3764,5325,7990,8970,12574,14037,16450,18563,20257,22042,23275,25176,26039,28457,30794,32894,35808,36087,36478,36810,"Great"
"616",263,294,628,1042,1602,2425,3304,3824,5970,7406,8977,11621,15109,18391,24629,28649,33660,40050,47331,57123,64186,70054,74236,76416,"Good"
"617",597,635,816,1604,2233,3717,5584,8094,12541,15532,18299,21268,26599,31669,37319,43751,49691,55303,60134,65160,69117,72104,73175,73456,"Good"
"618",259,465,647,960,1484,2709,6078,8600,11964,14559,18706,21521,25603,29193,34604,42041,47591,54653,60085,68640,75351,80468,81957,84694,"Normal"
"619",552,1123,1357,1561,2120,4397,5664,8569,12258,14950,17497,20621,23793,28120,34788,42937,49159,57409,66011,77449,88107,92419,97612,99519,"Normal"
"624",1140,1500,1584,1776,2510,3971,5847,11804,15054,19932,22651,26463,29462,33537,39028,43117,45949,50175,55753,61025,64634,67866,70150,70995,"Good"
"625",1596,1809,2004,3940,5142,6971,11059,12826,16380,20716,23717,28076,31136,34987,38693,42871,48374,53677,61570,66552,72334,75011,76714,77107,"Normal"
"628",968,1581,1769,3055,3958,11088,13332,17247,21990,25419,32142,37928,42660,47977,53966,59905,65125,73387,82643,90825,97655,105463,107858,108577,"Normal"
"629",386,425,558,2476,2792,6312,8361,10243,12848,14806,16876,19805,22499,25405,29489,32665,35189,37498,40744,42520,44873,45555,45722,45794,"Great"
"630",248,273,1016,1027,1934,2960,4666,7015,8427,9492,11725,13875,16476,18191,21338,24073,31664,36698,41968,46695,50382,52395,52886,53219,"Good"
"631",787,806,1080,2017,3553,6439,8887,10720,12650,14736,16788,19071,21571,23612,26622,29452,31819,35208,39003,41490,43966,46519,47783,48328,"Great"
"632",291,532,622,820,1055,1575,2638,3690,6524,7837,10025,11556,13878,15886,17554,20111,21962,24232,26098,27879,29337,30218,30601,31242,"Great"
"633",201,258,1602,1619,1878,2151,2952,4168,6125,7253,8865,10436,12575,14565,16335,18754,21207,23129,25638,28198,29951,31095,31799,32085,"Great"
"634",73,119,184,268,546,1052,1987,3497,4951,6971,8490,10365,11836,13734,16443,18328,21944,25102,29333,31995,34678,37352,38441,38506,"Great"
"636",2130,2745,3922,5680,10551,18125,28634,35746,44791,53714,58467,61745,67451,70770,74265,79612,83531,86445,88535,91305,92285,92961,93644,93655,"Normal"
"637",0,9,121,174,1019,1564,3891,7287,8881,10404,12222,14291,18399,20231,23532,27067,31497,35593,40094,42703,46423,48756,50850,52039,"Good"
"639",296,305,312,606,861,1349,2712,4022,6959,8592,11667,14636,16420,18829,20887,22725,25260,27615,31488,33382,36956,38227,38730,38735,"Great"
"640",4,9,25,203,402,925,1741,2434,3795,4793,7568,9390,12895,15966,19921,23197,27520,33291,38994,43895,49466,52306,54053,55055,"Good"
"641",485,541,644,772,1039,1495,3401,5188,7660,8856,10531,12917,15123,17044,18823,22741,26704,31670,36484,40921,45386,48993,50240,50875,"Good"
"642",50,313,350,488,1169,3565,5035,6192,7394,8351,9876,11805,13764,16127,19283,21929,25349,27671,31322,35047,37163,38312,38853,39044,"Great"
"643",162,211,221,388,594,1875,3673,4394,6612,7182,8852,10362,11811,13660,15415,17517,19658,22092,23428,24652,26803,27195,27705,28240,"Great"
"644",0,0,0,139,306,840,1773,2329,3656,4916,6918,8816,10798,13751,16054,19498,22204,24760,28091,31382,34053,34964,36193,36454,"Great"
"649",961,1465,1726,1808,2389,3287,8114,13738,20695,26874,32880,40259,48760,56681,64905,72856,81371,89676,96004,101367,106664,108155,110076,110686,"Bad"
"650",273,1721,2754,2883,3292,6055,8003,10215,12464,14399,16234,19475,21705,23518,24618,26023,27457,28950,29646,30648,30991,31212,31216,31216,"Great"
"653",0,27,27,147,989,2120,3710,4543,7784,9709,13427,15639,17531,20923,24249,26811,30589,33535,36629,39532,41228,41754,42091,42175,"Great"
"654",35,115,193,468,871,1230,4786,7441,10463,14396,18880,24074,29042,34190,37857,44449,49646,54713,61466,67979,73165,77607,80763,81894,"Normal"
"655",984,1283,2353,2470,2910,3383,5067,6954,10723,13454,17085,19958,24340,29292,34705,42056,51422,59786,67470,74224,80685,85461,87356,87840,"Normal"
"656",466,718,800,1817,2292,4130,6721,8830,12285,14901,18322,21265,24502,27877,31700,36070,40105,44773,48890,53543,57046,58945,61350,62852,"Good"
"657",242,242,242,411,1511,2010,5730,6804,8254,9164,10763,11793,13720,15463,16285,17773,19364,20520,22933,24306,25287,26505,26751,26769,"Great"
"658",221,221,259,471,829,1396,4866,6685,8859,13337,17913,22417,28135,33363,38711,45250,51313,59146,66198,72271,80521,85642,88901,90757,"Normal"
"659",7,622,1029,1275,1908,4562,10049,16727,25310,35988,48696,62671,73905,84834,94786,103618,110602,117226,124590,130708,135381,137643,139635,139924,"Bad"
"661",289,300,420,660,917,2187,5271,7446,9412,12067,18357,21955,25231,28951,33355,36753,39704,42075,44548,48207,51215,52610,53258,53543,"Good"
"662",0,270,282,1396,2056,2928,4671,5821,10485,13059,16521,20099,24335,27055,30273,34422,37341,40994,46640,51524,56537,59921,62366,62946,"Good"
"664",221,277,593,1358,1586,2938,6434,9825,11801,14181,16338,18381,21073,25231,27852,30342,32955,36593,38916,40809,42415,43181,43851,44077,"Great"
"665",0,58,193,1142,2755,4145,8578,11330,14367,17697,22545,26703,32985,37990,43634,49100,56692,63574,71140,79082,85232,90060,92425,94118,"Normal"
"666",491,814,862,1977,3365,4898,7029,9751,13986,18453,23225,28521,35339,39947,46515,51541,56272,62167,67005,72093,75944,77573,79316,80907,"Normal"
"667",692,700,823,1300,1744,4801,7652,11237,16844,20529,29287,37947,47854,56769,69010,79664,89714,102575,113378,123185,133109,137239,141427,142272,"Bad"
"668",158,519,565,815,2008,4636,9806,13617,23285,30387,35591,42345,48931,56268,63111,69524,77912,85995,94298,102348,107617,111507,112774,113399,"Bad"
"669",0,1010,1393,1791,2313,5155,10356,14466,22517,27744,33058,39951,47784,57407,69391,81592,95506,108238,119671,131793,140980,148536,153179,156295,"Meltdown"
"674",0,41,155,201,1014,2130,5641,8087,10728,12286,15115,19566,21792,24461,27231,30755,34207,36566,39199,41391,42261,42944,44159,44513,"Great"
"675",206,251,252,301,634,2930,4339,5312,7384,9444,13232,14282,15939,18434,23047,26201,29690,32978,38017,43509,47753,49664,51121,51341,"Good"
"678",14,35,161,546,851,4597,7009,10502,14194,16334,17969,21780,24131,25893,28317,29874,32421,33457,35365,36468,37517,38166,38664,38690,"Great"
"679",0,398,403,690,969,3015,4200,5536,6727,10045,12112,16128,18195,20225,22209,24176,27062,30274,32762,35525,37441,39215,40395,40538,"Great"
"680",531,531,657,1931,3515,6831,10391,17008,23863,32662,44100,58341,69205,81670,98850,115463,130934,151550,166375,184695,207830,222069,231786,238101,"Meltdown"
"681",3562,5514,5952,7275,10892,16882,26383,35100,42269,48370,56427,64179,72910,82356,89081,96317,104789,112894,122275,128921,134545,139314,141040,142761,"Bad"
"682",35,82,105,601,1175,4349,8881,13717,17471,21815,24577,27478,30232,33420,36890,40997,44258,47586,51928,55652,58997,60844,61415,61561,"Good"
"683",0,0,212,564,1112,2272,3569,5936,8543,11218,13677,15866,18428,21863,24565,28766,30790,34864,38344,41626,43566,45565,46438,46786,"Great"
"684",0,60,144,1302,2013,3977,5158,6445,8654,10147,12292,15401,19119,23687,28341,33666,39254,45113,49332,53719,56422,58384,60191,61728,"Good"
"686",139,406,498,758,1232,1792,2801,4841,6461,9580,11163,17248,20947,24743,28633,33076,37961,42567,45795,49434,52096,52907,53979,54236,"Good"
"687",0,313,1395,1601,1837,4723,5686,8405,10712,13015,16292,19145,23816,28360,31922,35271,39868,44318,48869,53124,56920,59240,60519,60859,"Good"
"689",74,74,110,221,1167,2586,3842,4593,5965,7489,9938,12830,14906,18021,21134,24121,27398,30108,33964,37218,40736,42559,43357,43739,"Great"
"690",181,207,373,875,1568,2206,3664,5807,9387,11805,14776,18338,22311,25883,30676,33626,37789,41921,45816,49873,53271,55874,57184,57421,"Good"
"691",106,184,310,2041,2388,3608,6728,9157,11798,14072,17190,21995,27479,30990,35738,40045,43889,47996,52622,56058,58387,60402,61972,62384,"Good"
"692",18,90,284,443,1607,2742,4602,9224,11502,13320,14449,16590,18270,20606,23021,24881,26935,30297,31745,33563,34113,34252,34830,34851,"Great"
"693",159,181,223,302,612,2662,3384,4402,5740,7930,10162,12137,14941,16907,19465,21887,24482,27516,31094,34685,37015,38236,38472,38646,"Great"
"694",5,42,221,313,483,967,1813,2219,3535,4195,5346,7088,8704,10911,13214,14827,15511,17612,19408,22214,23585,25108,26711,27176,"Great"
"699",38,156,291,574,2007,7162,14828,25676,34611,39310,46291,54107,61922,69354,76808,87256,97177,108601,119689,132030,143718,154956,161831,166803,"Meltdown"
"700",3230,3940,4282,4934,5847,9009,15129,19903,26545,34212,41310,51041,63777,75547,89700,103417,117721,132938,145990,161796,180679,196178,205137,209797,"Meltdown"
"703",536,554,557,725,2216,3463,6538,8258,10232,12458,16766,21096,24059,27714,32190,35882,39045,44717,49069,52206,55805,57673,60039,60444,"Good"
"704",96,142,162,365,721,1407,2824,3905,6741,8468,11795,14183,16951,19077,22481,26143,31103,36056,42036,46825,50730,51968,53074,53739,"Good"
"705",398,649,692,975,1748,5849,7421,8624,12008,13609,15657,18844,22021,25661,29275,33497,37061,41104,47378,51542,57241,59319,61546,62582,"Good"
"706",1038,1796,2058,2153,2588,3338,4971,6213,8544,9988,12017,14106,17370,18859,23664,27270,31120,34594,38341,42979,47114,48789,50455,51590,"Good"
"707",441,1279,1291,1506,1884,2767,4796,6809,9252,11903,15194,17421,20544,24706,29540,33178,36266,40324,44299,47483,50920,52070,52785,53097,"Good"
"708",17,54,338,421,1317,3117,6680,8301,11526,15982,20624,25159,30496,35466,42582,49782,56208,64889,74155,82843,88577,94776,96951,97143,"Normal"
"709",601,650,696,1739,2005,5188,7488,11956,17184,20113,25063,30025,33863,39057,43909,50031,55679,62772,68297,73741,77539,79847,81218,81298,"Normal"
"711",944,1230,1242,1611,2181,3645,5957,9090,12087,13878,16765,19203,23296,25733,30649,33522,37125,42060,45918,50259,53959,57260,58480,59103,"Good"
"712",20,65,76,295,884,1575,3592,5455,9434,11407,14629,18550,22799,27455,31519,36023,41372,47838,56873,64179,69538,74715,77285,78148,"Normal"
"714",224,286,286,505,1093,4716,7383,9702,13498,15938,20825,23519,28154,31463,36112,39826,44102,48389,52539,58560,62961,65101,66027,67490,"Good"
"715",111,151,151,405,908,4129,7849,10159,15434,20759,24964,31150,35759,40002,45620,51669,57176,64534,71580,79330,87883,93803,96606,97967,"Normal"
"716",427,427,449,973,1969,5327,8441,14029,20564,24358,29572,37154,45618,53371,63432,72302,80029,89187,99250,110037,118168,123494,126789,128801,"Bad"
"717",664,1622,1686,2117,2770,6291,10318,14188,19402,25558,34170,39285,45614,49867,57679,62970,69410,78626,86376,94696,102791,110002,112571,116521,"Bad"
"718",2564,3056,3982,5541,7823,11571,14579,24890,31419,37095,42865,51920,57934,63234,68798,74383,79935,87301,93415,99188,104002,106907,110055,111307,"Bad"
"719",208,922,1277,2869,3242,4679,9475,11288,14269,17453,20347,22485,26665,30058,35058,38926,44727,48308,54737,59289,64066,66647,68783,70010,"Good"
"724",0,25,231,542,1789,2247,3843,5959,7218,9431,13406,14782,17857,23070,25053,28188,29365,31472,33063,34160,35993,36487,36912,38422,"Great"
"725",505,782,945,1203,1544,3020,5427,7646,10822,13653,17359,21030,24924,28481,31962,35886,39188,43466,46855,51355,54139,56638,59486,61184,"Good"
"728",1055,1114,1361,1743,2203,3956,6673,10790,17584,24605,31194,39355,46272,54685,64964,72086,81381,89643,98258,105897,114124,119933,124627,126611,"Bad"
"729",1218,1356,1492,2237,4578,6675,11489,15445,19493,22981,29102,33953,40426,49744,54440,62378,72565,84467,93544,104347,112950,120962,125260,126980,"Bad"
"730",97,204,666,1281,2694,7764,14587,20933,25437,32131,37575,40782,46921,50851,53461,56893,61715,63309,65717,67900,69333,69958,70031,70057,"Good"
"731",0,2,57,362,453,1728,5236,5882,8298,10681,11966,14205,15639,18884,20492,23877,25818,28482,31242,33281,35077,36759,38480,38986,"Great"
"732",123,151,262,426,577,1047,3406,7344,10887,13870,17506,20100,23019,26818,30928,33743,37652,41029,44773,49212,52374,53950,54672,55566,"Good"
"733",71,71,207,339,1091,3537,5596,9062,11956,15936,17866,20215,22401,24995,26994,30606,33742,37239,40671,43439,45390,47050,48102,49391,"Great"
"734",756,772,1015,1292,1809,3358,4856,7682,10230,13265,16481,20601,24688,30357,35309,41082,47410,53972,61242,68612,73842,77616,81651,82607,"Normal"
"736",288,352,433,1341,2432,6989,8886,11140,15306,17126,18839,21224,23412,25664,29774,31844,33607,36590,38562,41907,43637,45298,45649,45670,"Great"
"737",9,11,46,100,447,708,1606,2673,4432,6838,8361,11578,15051,17679,21436,27472,31692,36794,40453,43575,45490,46268,46556,46561,"Great"
"739",0,20,103,303,617,2117,4596,5134,6363,8450,10056,11729,13147,14248,16382,18593,20640,23487,25618,26974,28103,28714,29143,29143,"Great"
"740",4,60,107,178,407,1807,3703,4701,6224,9005,12245,15580,18153,22291,26501,32116,37097,43177,50462,56698,63364,67411,70702,71409,"Good"
"741",966,995,1103,1249,3774,5329,7694,10495,13447,15688,19684,24742,29752,34860,37609,40751,44061,47633,49905,53631,57377,58639,59148,59849,"Good"
"742",0,8,280,307,1341,6751,11404,14898,21490,23774,28875,33782,37063,41136,44594,48700,52351,56892,61088,65750,70007,72457,73482,74296,"Good"
"743",215,241,331,365,677,1337,3429,6065,8636,10251,13197,15914,18996,21494,24033,28451,31890,34596,38324,41699,43094,45502,45846,46138,"Great"
"744",340,342,448,511,1595,2023,4374,8522,14050,18291,21345,25038,29358,34449,36832,40486,44059,47049,50059,52753,54451,55265,55560,55653,"Good"
"749",0,53,70,177,2016,6499,9579,14439,17240,19120,23393,25372,28249,31120,35040,38150,40655,43067,44974,46857,48017,48577,48924,49079,"Great"
"750",0,19,67,834,1383,2653,3528,5230,6658,8814,11027,14560,16608,17635,19765,22274,24221,27126,30194,33839,35819,37611,37976,38495,"Great"
"753",0,10,27,67,596,1198,3074,5442,8626,11076,13596,16012,18496,21259,24089,26948,29678,32906,37534,40623,44810,45914,47679,47721,"Great"
"754",17,20,31,90,364,907,2623,3889,5397,8769,10151,11782,13717,16283,18567,21620,23714,26823,29048,31446,33258,33846,33975,34106,"Great"
"755",0,27,1048,1128,1355,3127,4677,6418,8986,11571,14098,16266,18814,20194,22083,24137,26083,27658,29911,31063,31520,31918,32041,33069,"Great"
"756",0,80,106,148,339,707,1482,2082,3170,4973,6133,9235,10561,11793,13708,15608,17622,20373,22429,25092,26710,27768,28147,28523,"Great"
"757",0,11,94,325,1402,3301,4242,5063,6433,7626,10645,12611,15092,18377,21342,23867,26578,29602,33846,38199,40684,41826,42201,42224,"Great"
"758",0,0,5,115,301,735,3989,6781,9325,12529,15281,17835,20683,23009,25939,29549,31646,35009,37673,39048,41299,42146,43223,43587,"Great"
"759",1216,1581,1602,2497,2655,3121,4378,4991,6245,8272,9411,11596,13054,14571,15402,17194,18989,20166,22271,23513,25094,25802,25991,26642,"Great"
"761",295,401,473,580,760,1433,2808,4354,5967,8585,10597,13454,16295,18672,21164,25477,29568,33007,36731,39318,43241,44410,44972,45263,"Great"
"762",128,203,251,406,572,1013,2327,3476,4251,5475,9744,13831,16557,19165,20962,23040,26413,30110,32971,35119,36822,38807,39762,40217,"Great"
"764",0,42,76,174,1863,2917,3901,5524,8579,11071,14410,19157,24450,29205,33740,37615,40405,44102,46230,49493,52682,54320,54845,55362,"Good"
"765",524,539,539,561,754,1393,2127,3499,5452,8018,12194,14555,17265,19312,21723,24267,27523,31310,34750,37484,39243,40847,41427,42938,"Great"
"766",388,388,411,521,683,1996,5079,6762,9415,13010,16450,19529,21677,24197,26347,31440,35965,39163,42329,44938,46874,48488,48864,49488,"Great"
"767",23,23,76,309,798,2199,5450,9946,13979,17990,22765,27553,33171,40184,45257,52458,59404,66838,77069,84445,92832,98626,101464,102951,"Normal"
"768",19,67,124,348,1314,4016,7036,12661,19365,26179,33151,42245,52313,62713,73331,86557,98206,111765,123910,136841,148176,157906,161485,164990,"Meltdown"
"769",618,895,989,1163,1377,2215,3765,5255,8501,12746,14989,19275,22560,26298,27329,29770,33087,35268,37644,38786,39752,40119,40348,40348,"Great"
"774",926,960,1047,1321,2197,4081,6835,12237,18294,26112,37146,47230,59057,70248,82652,94308,106737,118962,131437,142652,154784,161289,165088,166282,"Meltdown"
"775",1103,1185,1272,1470,2025,5130,9376,12199,17111,20626,24512,28327,34670,38106,42065,46012,50385,55840,59149,63209,64716,66955,68053,69145,"Good"
"778",272,312,312,400,2270,4091,6216,8150,11292,14202,15710,18351,20150,23528,26861,30165,33493,36547,41389,43710,47394,49111,49854,51952,"Good"
"779",26,26,26,94,1438,2104,3800,5025,7640,10839,14298,17428,20850,24761,27905,31537,35800,40167,47787,51464,56902,60747,63178,63789,"Good"
"780",89,446,453,1115,2806,3515,5440,8144,10218,11896,14030,16871,19396,21270,23880,26520,29112,32894,35791,38488,41168,42605,43021,43174,"Great"
"781",0,55,60,105,335,1026,3217,4755,6844,9212,11216,14513,17689,20552,23173,27048,30613,33608,36707,39030,41487,42443,44296,44353,"Great"
"782",23,53,80,252,607,1080,3761,7046,9292,11842,14077,18014,19723,21284,22687,25238,25912,27697,28764,29997,31357,32046,33668,34199,"Great"
"783",270,317,322,442,687,1109,3700,4008,5181,6415,8246,10677,12441,13581,14679,16282,17313,18856,19858,21257,23012,24312,25169,25202,"Great"
"784",106,129,144,180,423,982,1686,2319,3983,5950,7645,8770,10433,12840,15130,16751,18470,20334,22101,24872,27390,28521,29730,29879,"Great"
"786",5,137,169,276,534,3634,4933,7158,9226,10436,14825,19086,21772,26903,30258,34092,37718,40962,43954,47412,51185,53019,53705,54069,"Good"
"787",0,8,52,195,568,2574,6429,10669,17383,21546,25746,30614,36021,40675,46700,51120,56891,62653,69863,76497,84186,87265,88340,88726,"Normal"
"789",505,575,863,925,1268,2430,3453,5622,9246,10709,12887,15596,18357,20933,23617,25886,28640,31267,34054,36022,38470,38983,39228,39257,"Great"
"790",94,581,594,644,819,1341,1961,2958,3705,4714,6381,7089,9935,13770,14534,15866,16884,19168,20467,23231,23231,23231,23231,23231,"Great"
