"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","Cluster"
"336",216,253,1836,2346,3642,4771,8346,11008,14479,17873,23341,28983,35462,43922,51563,60454,70774,79462,89124,95234,101695,103648,104736,104918,"Normal"
"337",107,165,351,1610,2420,4291,7785,12785,15814,18791,23652,27561,31265,36004,39819,45570,48946,52260,55435,58742,60241,61003,61406,61565,"Good"
"339",138,138,207,679,1493,2781,5935,8335,10882,14783,18894,23375,28035,33789,37044,40832,44201,47266,49945,52674,54183,56024,56930,57202,"Great"
"340",112,268,959,1437,1979,3886,5822,8489,12340,15654,18836,22485,25869,31769,36077,41293,45796,50419,55463,60519,64670,68108,69490,71611,"Good"
"341",721,721,949,1332,2250,3384,7073,9218,11890,14796,17211,20577,25527,29236,33018,38149,42520,47386,52440,55955,59381,61463,62117,62934,"Good"
"342",0,61,74,469,721,1825,4055,7342,9504,11641,15146,18677,20993,24587,27315,32751,36234,40819,44593,47157,49166,50040,50454,50658,"Great"
"343",34,290,466,1522,6988,9678,18304,22286,29897,37572,44744,53449,59491,68130,74939,84255,90918,100344,105620,111473,115123,117266,118153,118421,"Normal"
"344",735,771,3279,4901,11726,16227,23605,30756,37644,44298,49169,54764,59527,65354,69461,74289,78087,81631,83847,86645,88530,89251,90466,90466,"Normal"
"349",8,88,99,548,1276,3718,6854,9197,12554,16748,19778,23438,26434,29420,31380,34545,37601,39181,40553,41856,42785,42976,43054,43072,"Great"
"350",0,17,29,501,2148,3294,5094,6634,9306,11579,14123,18235,22651,25995,30597,35139,39796,46617,51909,56727,60362,62275,62872,63646,"Good"
"353",30,73,350,960,1532,2789,4065,6848,9258,10921,13391,17390,21011,25162,27402,31387,34963,39761,42609,44999,48202,49932,51194,51631,"Great"
"354",66,198,479,849,1953,3864,5765,8423,11586,14810,19408,24503,29583,35722,41155,48647,54535,64705,74598,82666,89688,95105,97683,99917,"Normal"
"355",0,266,872,1997,3201,6933,11813,17259,24427,29478,38028,44864,52177,61295,69647,80136,88808,100210,109260,118162,125874,132945,135139,137032,"Bad"
"356",765,943,1154,1734,2426,3376,5145,7633,10288,13195,16520,22051,26458,29401,32854,38302,42410,46268,50349,54066,56889,59422,60627,61007,"Good"
"357",181,242,380,849,2480,3673,4922,7112,10104,12817,14968,18366,20517,23306,25903,29699,33664,36380,40341,42807,46055,47212,48677,49032,"Great"
"358",53,66,308,631,1230,2382,3702,5142,7617,8889,11117,12709,14008,15699,17902,19019,19960,20705,21563,22647,23185,23631,23932,24074,"Great"
"359",3,12,22,77,178,539,1115,1786,2586,3557,4511,6788,9442,12819,14648,16388,18278,19354,20241,21135,22284,22779,22945,23328,"Great"
"361",3297,6051,7713,9443,13334,18150,27811,35193,46660,55278,65660,74474,83771,94815,110087,122849,137329,152036,167779,181647,194598,204500,208752,211004,"Meltdown"
"362",1555,2602,3339,4563,7384,13638,20713,26701,34346,44047,54342,66566,79867,94741,107517,122431,138621,153628,168405,183772,194078,203333,209263,210865,"Meltdown"
"364",88,216,371,834,1598,2785,5761,8659,11806,14346,17476,21204,24684,29619,34698,41619,45725,51096,54774,58881,62105,65041,66189,66819,"Good"
"365",241,285,766,1339,2696,4378,8117,10636,14472,18081,22422,27599,33696,39961,47977,55181,61736,67026,71939,75583,80102,81950,82875,83548,"Good"
"366",0,89,144,222,513,2240,4507,7444,9735,11504,14376,20054,23766,28811,32574,38012,43281,49198,54634,60718,64928,69481,71221,72701,"Good"
"367",459,521,1040,1409,3386,5345,10636,15813,22532,27570,33662,40745,47403,55280,62248,71990,78918,87824,95415,102616,109662,113437,116381,116786,"Normal"
"368",0,40,267,866,2134,5949,9682,13767,19634,23153,27780,32879,37775,43074,48897,55138,60447,65129,70497,76078,80603,83728,85112,86200,"Good"
"369",213,294,620,1160,2753,4230,6249,8129,10781,12366,16830,19407,22313,26316,29429,33530,37029,41653,44844,48076,51673,53149,53826,54075,"Great"
"374",0,29,111,472,1025,1709,4697,5718,8063,9571,10850,13095,15765,19183,21363,24676,27644,30427,33681,36519,37861,39650,39967,40587,"Great"
"375",0,17,132,426,930,1931,3289,5337,7691,10315,13366,16718,20098,24400,27812,32424,36447,40476,45161,50054,53541,55856,56184,56337,"Great"
"378",0,0,69,1182,3780,7852,12682,18163,25436,33322,39258,46439,51896,57970,63735,69950,74771,81241,87569,92054,95580,99771,101468,104397,"Normal"
"379",433,853,1289,2269,3925,5531,8657,11578,15395,19666,24515,29475,33438,38139,42506,46132,50287,53676,58803,62943,66182,68668,70197,70717,"Good"
"380",245,260,407,705,2026,3989,5945,9017,13016,15737,18109,22317,23910,27424,30118,33198,35135,37516,39958,42588,45485,47012,47559,47570,"Great"
"381",6,6,121,498,2290,4168,7449,9399,11857,14190,16392,19169,22257,24466,26487,28717,32252,35012,38543,41029,42973,44910,45287,45629,"Great"
"382",0,27,173,550,1086,2329,4783,7616,10737,13071,16497,20637,24023,28874,32610,40254,46427,52102,58765,64615,69603,72176,73991,74735,"Good"
"383",263,313,381,924,1636,3347,7135,10313,15294,20923,25566,32208,36956,42084,47642,53630,59707,65812,72563,77710,82396,84965,86119,86357,"Good"
"384",138,212,531,1713,3937,6743,12187,17208,22121,27038,32194,38315,45180,50872,59434,64938,71427,77986,84850,91270,95590,99043,102283,103617,"Normal"
"386",192,820,1239,2740,4081,7016,10385,14559,18878,23011,27586,34838,40494,46286,52162,59566,68614,75386,82851,88564,94532,99138,100815,101598,"Normal"
"387",875,1172,1349,1959,2832,4715,6982,10860,14540,18650,24523,32348,39473,49301,57635,65345,73092,79709,88435,94071,100807,104989,108015,108753,"Normal"
"389",125,135,217,1374,2918,6122,10375,16409,21469,28248,35058,43021,51836,62457,72218,82460,93165,104140,115322,126923,135445,141279,142256,142883,"Bad"
"390",743,743,1164,2056,3547,6595,9852,15741,21690,28731,33276,39529,43361,48428,54110,60240,67403,75737,85777,93231,100028,104283,105948,106935,"Normal"
"391",0,29,286,1074,1851,3434,5840,11126,13304,15823,18218,20077,23654,27519,29925,33078,37201,40565,45435,48934,51129,53847,55604,55764,"Great"
"392",0,20,65,541,1191,2256,5716,8220,11649,13878,16329,19763,22721,26156,30803,34335,38352,42970,50422,55652,59379,61690,62515,62616,"Good"
"393",60,115,298,1565,4971,9850,14882,20330,26631,32095,38798,46773,56473,63651,73705,80485,88778,94582,103189,109232,115655,120038,121659,123050,"Normal"
"394",563,563,655,1793,3749,6158,9428,14546,18211,21301,25651,30211,34011,37292,42411,48774,54615,59966,65066,68815,72074,73099,73391,73639,"Good"
"399",0,39,58,162,1132,2367,3680,5129,6743,8497,10370,13672,16889,20064,23151,26923,30342,33545,36596,39372,41319,43321,44270,44601,"Great"
"400",178,193,421,936,1828,2734,4778,6703,8803,11750,13897,16259,18911,22420,27964,32134,37942,42570,46808,50855,54535,56842,57608,57781,"Great"
"403",138,152,230,504,2513,5165,9201,14285,19459,24382,28897,34943,41060,47800,54361,60860,68462,74564,82672,89456,96112,99594,101110,101172,"Normal"
"404",337,374,613,1170,3005,4201,6604,9442,12556,15817,20894,25142,30962,36255,42082,49400,55091,62020,69162,78927,83538,87565,90218,90423,"Normal"
"405",122,176,443,658,1239,2217,3417,4760,8058,9342,12058,14314,16973,19848,22721,25186,27802,30649,34569,35866,37688,38533,39141,39448,"Great"
"406",121,186,190,328,898,1477,3160,5489,8443,11257,14619,19585,23270,28987,35636,42247,49361,58510,66511,75532,83170,88063,91968,93406,"Normal"
"407",109,455,904,1906,3018,6460,10934,15903,21952,27605,32628,38969,44865,51507,58550,69377,79099,84702,94782,101961,108769,112436,114902,115512,"Normal"
"408",511,877,1639,3664,7103,11646,18750,24484,30317,36472,42424,48509,56323,61980,70678,77155,83883,92312,100075,107343,112700,115320,116805,117138,"Normal"
"409",72,101,640,3147,4609,6544,10105,13387,17304,19929,24151,28344,35047,42060,47713,54557,62461,69742,76415,82362,87872,90877,92621,93035,"Normal"
"411",414,1302,1573,1754,2297,3198,6007,9604,14357,17971,22792,27191,30846,34147,39435,44920,50256,56096,62029,67729,72710,76405,78051,79781,"Good"
"412",226,376,446,827,1258,2997,4308,7245,9975,12041,15586,19134,22690,25553,28611,34462,36715,39939,43174,45650,48524,50334,50976,51268,"Great"
"414",1894,1932,2371,3833,5819,9160,14070,22878,31171,38569,46019,60249,69410,76973,86286,95757,106998,116979,126961,137678,146260,152065,154293,154991,"Bad"
"415",192,814,1057,2065,3733,5810,8604,14418,21685,25794,34798,43031,52383,61080,69276,78271,90813,100523,112417,121759,129922,135121,137690,138707,"Bad"
"416",69,306,774,3202,6958,12022,19803,29320,39957,51026,63631,77131,91711,106744,121051,133262,146280,160137,172165,183384,192817,198978,201783,202332,"Meltdown"
"417",62,211,931,3018,7249,9912,14696,21440,26492,31568,38855,45807,50751,56386,61224,69446,74901,82272,88609,95432,100346,105032,107791,108775,"Normal"
"418",504,525,917,1487,2689,5679,8073,11471,16141,20563,26518,32777,37982,46279,51374,62586,69152,77706,86066,92918,100329,105005,107771,108673,"Normal"
"419",25,215,433,1007,2268,6180,11421,15133,20234,24827,30980,39157,45750,55380,62248,69359,76465,84496,90284,96118,100897,103508,105148,105795,"Normal"
"424",229,1460,1804,3275,5273,8260,11459,17780,29225,37639,45328,54454,60887,67950,77034,84931,91251,100919,106742,112595,118448,121060,122451,123151,"Normal"
"425",772,821,1165,3117,6157,8727,13597,18506,24160,30418,37300,44322,53603,60102,67183,75956,82560,90298,97901,106727,112594,115398,117477,118379,"Normal"
"428",406,749,1420,4516,6931,12041,18316,23886,31985,40029,44781,50132,55728,62901,67881,73548,81165,87124,94056,99336,102838,105389,106937,107268,"Normal"
"429",574,574,884,1514,3757,5401,8530,11366,15121,18527,22090,28211,32054,35638,40171,45187,48206,52808,56406,60044,62369,64434,65611,66759,"Good"
"430",381,428,522,1012,1778,2714,6487,8068,11337,13647,16934,20204,23724,28339,31430,36091,39699,44591,50857,54593,57463,59948,61058,61082,"Good"
"431",419,422,628,1039,1785,2790,4376,7335,11214,13511,17179,20148,23412,27929,32297,37397,40745,44852,48505,51297,54942,57467,58126,58219,"Great"
"432",5,89,182,612,1275,2772,5728,8645,12625,16914,21230,26397,30204,35557,40767,46870,52177,57077,63605,69379,76171,78353,79736,80847,"Good"
"433",394,1276,1606,2272,3589,6339,9156,14672,21340,29477,36415,46900,56802,67934,78537,89686,100466,109423,117819,126720,133949,142196,142196,145782,"Bad"
"434",1583,1875,1952,3055,4614,7084,11116,15321,22970,28326,33904,42847,51581,60650,69763,78013,90183,98559,108042,115733,119100,122750,129279,131017,"Bad"
"436",206,209,252,657,1076,2105,4433,8951,11975,16032,20109,24819,29563,33403,38551,42938,47487,52256,57827,60849,65838,68374,69829,70139,"Good"
"437",270,927,1282,2066,3952,6872,13097,19018,27583,38006,47976,55719,64146,74835,85787,97549,106940,116337,125559,135846,142990,149982,153105,154592,"Bad"
"439",746,1119,1258,1577,2521,4103,8471,11719,15004,19664,24590,29793,35365,42736,49676,57913,64287,72717,81650,90388,98726,107154,112767,114948,"Normal"
"440",1409,2468,2608,3608,4106,5327,9512,11947,15652,20476,23388,27029,29463,32439,35681,38158,41559,45335,49032,51915,54329,55488,56409,56988,"Great"
"441",0,61,225,722,2427,4298,6328,8918,11601,14181,16249,18836,22099,26426,29645,33892,36467,42583,46063,49737,54339,56858,58969,59261,"Good"
"442",1396,1807,1967,2416,3201,4392,6218,7746,10746,12681,16076,18509,21171,23164,26149,29276,32299,35890,38894,43355,44859,47755,49444,49823,"Great"
"443",0,95,162,357,1167,2418,4801,6633,8504,10491,14206,16502,18689,21834,24787,27100,29603,32198,35646,38198,39570,40280,40741,41391,"Great"
"444",1071,1324,1417,1764,2469,3347,5223,6906,9351,11777,15336,18723,21318,23863,26710,30772,32957,36854,39944,42800,46888,47894,48568,49801,"Great"
"449",477,1226,1979,3723,4780,6136,8624,11521,15588,19172,24754,28504,34245,38674,45683,51967,58015,64601,69132,73278,77740,80177,81468,82999,"Good"
"450",301,503,780,1187,2482,5389,7577,9361,12495,16069,19810,24669,27772,32148,36066,40324,43778,48091,51403,54035,56018,57383,57735,58027,"Great"
"453",0,21,57,249,872,1765,2920,4410,7026,8585,10570,13120,15984,19310,21906,25966,28645,31905,34664,37757,40762,43394,44846,45741,"Great"
"454",0,549,983,1274,1546,2489,3315,6284,7433,8644,10129,13847,15672,17795,19769,22049,24397,26434,29060,30944,33253,34804,35194,35404,"Great"
"455",205,205,337,658,1264,2800,4595,6153,8248,10491,12463,16588,19215,22857,26794,29948,34001,37126,41832,45755,48643,49804,52880,53290,"Great"
"456",66,145,1264,2385,3485,7893,15526,21037,27301,33832,40145,46942,52481,59402,64769,69658,73847,79502,83205,88427,92203,95302,96845,97091,"Normal"
"457",467,468,528,762,1223,2220,3590,5243,7678,11803,15500,18250,20941,24232,27073,30743,33507,37295,39701,41721,44300,45267,46044,46140,"Great"
"458",432,452,551,671,1127,2020,3337,4382,6066,7659,9092,10568,12358,15333,17028,19876,22612,27069,30216,33114,34607,35284,35771,35838,"Great"
"459",21,26,123,403,1060,2811,4746,7496,10225,13416,16704,19857,23728,28618,32721,37829,42760,47585,53246,57891,62012,63679,64313,64463,"Good"
"461",314,343,430,756,1014,2223,4527,5677,7835,11445,19049,24615,31459,37269,42378,48661,53260,60196,64126,68357,71109,72949,73752,73934,"Good"
"462",189,214,290,732,1189,2626,5008,9360,13487,18219,22488,27451,32572,38155,45628,53159,59752,68428,75698,86147,96097,104521,108499,109681,"Normal"
"464",503,787,1645,2103,3903,4792,8212,10160,12500,16098,20140,23247,26952,31136,37584,45314,55604,66528,75603,84371,88747,94406,95293,95929,"Normal"
"465",98,178,362,665,1533,2292,4568,6848,10036,12798,15851,18475,23422,27596,32712,37757,42362,47620,53248,56747,59752,61765,62442,62888,"Good"
"466",0,388,516,883,2738,5411,8839,10647,13884,17049,20556,24914,28296,31100,34113,37274,41290,43946,48386,51991,55094,59237,60983,61226,"Good"
"467",845,2008,2179,2458,3362,5741,11036,13838,17641,21929,29857,37053,47550,56635,70126,82512,94324,104418,116998,126874,135903,142015,145062,146044,"Bad"
"468",35,40,715,1648,3061,6754,11210,18338,28921,38470,50735,61985,77357,92347,113436,127512,145251,162062,177364,187540,197347,204169,208514,209908,"Meltdown"
"469",586,1047,1557,3071,5589,9416,20653,26500,38692,49960,61981,76169,90981,106120,124562,142878,160432,176296,191492,204941,218327,228169,232580,235569,"Meltdown"
"474",415,505,778,1477,2669,4610,8173,11060,17943,25382,33158,41971,51678,64570,80889,98530,113949,128365,141139,154207,166375,176948,181235,182792,"Meltdown"
"475",884,1135,1751,2762,5322,7530,10883,15526,20031,23869,26439,30658,33792,37110,42041,45209,49120,52280,54604,57075,59086,61357,61419,61788,"Good"
"478",21,46,95,420,993,2292,4518,6010,7020,8590,11544,13542,17063,19441,21808,24777,29266,33271,38579,41945,45492,49382,52339,53287,"Great"
"479",692,750,925,1577,2391,4162,7955,10627,12686,15371,17616,20987,24737,27876,31385,37127,43585,50035,55604,59732,63570,66121,66994,67078,"Good"
"480",28,830,901,1116,3202,4260,5856,8488,10643,12864,16322,18395,21905,24539,27251,31575,34292,37606,41409,44578,46415,48495,49499,50150,"Great"
"481",4,4,123,214,1109,2323,6368,8267,10772,13965,19159,24749,33297,43813,55625,69490,83932,100002,113497,125453,136002,142350,145377,146942,"Bad"
"482",327,682,1055,1861,2480,5373,7819,9571,12029,14150,17556,22082,28143,34434,41996,48123,56092,59169,64172,67429,70467,71870,72686,73213,"Good"
"483",410,430,595,1521,3121,5111,7468,9233,11751,14755,18857,21660,23988,27666,31574,36252,39804,43583,47564,49971,53653,55432,56404,56882,"Great"
"484",32,175,307,1526,2142,3408,5084,8394,12333,16746,22112,28900,36264,44426,49550,55269,61944,68325,74478,80210,84960,88816,90786,91229,"Normal"
"486",536,557,718,1340,3056,4800,8525,11486,14495,16641,20097,24405,27488,31750,34845,39980,44041,47635,54907,60412,65373,67829,69076,71839,"Good"
"487",1423,1581,1926,3532,6605,9845,16132,20735,29742,36620,44224,51313,59449,67208,76226,87459,101487,117015,133222,145446,156766,163478,166303,167452,"Bad"
"489",805,1271,1556,2334,3261,5020,7547,11102,14072,18736,23775,28280,32471,38033,44612,53179,63678,74615,85219,96595,107328,115282,119167,121084,"Normal"
"490",511,754,1763,2564,5000,6616,9732,12411,16907,22476,27595,34237,39373,46985,55836,66789,76458,88896,102842,115199,124283,130305,133754,134891,"Bad"
"491",1078,2059,2421,3414,6161,8737,12226,14670,19091,23499,27833,33673,38101,44222,49390,56388,62772,68558,73870,78594,82656,85048,86306,86461,"Good"
"492",672,716,912,1454,2132,3357,5858,7947,10706,13546,15868,17863,21352,24148,27077,31617,35441,40863,45015,49938,55340,58125,59609,60518,"Good"
"493",4,440,1475,2784,5398,9140,14535,21184,30739,38520,49874,67021,83108,95400,110029,121689,135056,148757,160709,172051,182840,189811,196353,199471,"Meltdown"
"494",1147,1765,2050,2925,5517,7637,11759,15886,20614,25240,30767,35437,40422,46163,51338,58548,65590,72486,81480,88494,95799,100074,102142,102914,"Normal"
"499",957,1324,1671,2261,3622,4513,6065,7791,10055,12500,15318,18495,21801,25315,29399,33190,35575,40536,43447,46934,50056,51659,53072,53472,"Great"
"500",30,545,592,755,1461,2302,4596,6077,7724,10204,12303,15659,18029,22222,25954,29876,34414,38125,41934,48133,51158,53725,54771,55103,"Great"
"503",186,247,611,1594,3598,5117,8428,11877,17220,21910,28824,34120,39662,45901,61660,78058,99926,116218,132804,149934,166836,178932,184417,190267,"Meltdown"
"504",1369,2572,3488,4296,6153,8967,18427,24462,31597,39899,44952,52248,59494,72200,83870,96460,111878,128849,139394,153621,163690,173156,177952,180234,"Meltdown"
"505",1195,1448,1901,3304,4623,6352,9727,12918,17491,21983,25767,30575,35885,40320,48066,55453,64491,72233,81449,89449,99075,104020,109883,112476,"Normal"
"506",3048,4476,4874,5830,9178,11531,18170,25822,35104,43481,54621,64142,73115,81929,89084,97196,106043,112654,118777,125019,130451,134792,136697,137422,"Bad"
"507",393,457,1178,1612,2612,3698,7099,9221,12389,15604,18872,22390,24964,28090,30560,34287,37870,40958,45390,49409,51957,55275,56995,57434,"Great"
"508",121,298,571,1214,2684,5908,9920,15065,21478,28234,38098,46722,55262,63309,76585,86391,97627,106038,113520,120068,126683,131353,133521,135222,"Bad"
"509",417,526,834,1644,3071,5311,8743,11959,14468,17598,21558,26957,33246,39987,46116,53915,62159,69294,77519,84746,90491,94888,97073,97831,"Normal"
"511",883,935,1341,1922,2104,2564,3087,3725,5211,6226,8152,9858,12453,14957,17424,20729,25006,27758,30761,33993,39050,41645,43667,44282,"Great"
"512",96,96,156,477,824,2194,3780,4897,6982,8400,10765,13823,17218,23337,30511,36514,46608,58953,71855,80099,88584,93784,95975,97097,"Normal"
"514",1434,1932,2363,3020,4180,6863,9199,13351,17972,22238,28952,35630,47005,58254,76633,95821,116899,134400,156366,170239,182098,190120,192121,194005,"Meltdown"
"515",648,1307,2872,3615,7979,12387,18550,22559,26908,31505,35376,39678,45578,51132,58613,65921,75430,87927,98757,112539,121087,129425,133619,134767,"Bad"
"516",1427,1582,2033,2851,5598,6465,8322,11513,14892,17938,22607,25887,31575,35723,40172,46154,51241,57093,63066,68378,72514,74650,76130,76750,"Good"
"517",689,696,1158,1389,1803,2683,3985,5615,8526,11948,13726,16753,20040,23942,28635,33825,40011,45494,54364,65811,78371,88936,97222,99543,"Normal"
"518",1629,2589,3873,5025,7573,10595,14390,18081,22648,28934,35685,41068,46796,53525,62622,71561,81253,92624,102961,112838,123830,130824,134661,136478,"Bad"
"519",1105,1411,1797,3495,4558,6274,10092,14124,16766,20176,22633,29212,32019,35465,39846,45862,51023,55926,61895,67659,72656,76817,78493,79850,"Good"
"524",448,613,1738,2105,3190,4091,5496,9396,11587,13571,16730,19717,22386,25954,31026,35255,41240,50723,58916,68550,77424,84846,88543,89883,"Normal"
"525",661,893,1559,4238,5706,8774,13497,16803,24413,33382,39397,46125,52583,64769,79421,93384,109460,124459,146892,164996,184036,198663,211803,216132,"Meltdown"
"528",490,1078,1565,2155,3136,4373,7269,11163,14023,18118,25370,31377,36523,43977,53563,62427,73520,81566,90702,97910,106221,110289,113553,114774,"Normal"
"529",1037,1555,1918,2685,4905,6208,8633,11843,16970,21887,27128,33327,41152,48615,55033,63829,71269,80437,91893,102237,109894,115722,118824,119589,"Normal"
"530",1000,1504,2037,3159,4995,6875,10003,12470,16350,19633,22787,25882,31040,36405,40014,45516,49057,55422,59793,64900,68509,71287,72595,74094,"Good"
"531",337,350,555,982,2201,4801,6867,9223,12434,14918,18434,22921,28836,35577,41732,48972,55874,62050,67218,72845,77172,81270,82912,84283,"Good"
"532",1177,1741,2036,3596,5896,10860,18477,26753,34808,40863,47468,54373,63134,72412,85771,97800,113667,128077,150577,167794,182539,191982,198548,203457,"Meltdown"
"533",1485,3476,4551,5613,12942,20262,25586,33704,38858,45943,53852,61540,68783,77252,86166,97213,107914,120711,132384,145215,156961,165752,171532,174668,"Meltdown"
"534",342,986,1399,3128,4499,8624,14676,18561,24556,31910,37183,44454,51396,59023,68787,79213,91508,101393,113511,123503,129995,136084,139837,141778,"Bad"
"536",396,422,1119,2297,5846,7841,12742,18673,24976,31304,38338,46290,53119,63543,77734,96265,112908,128615,144794,158272,169430,178366,183828,186434,"Meltdown"
"537",1867,4024,4806,6043,7658,10207,13514,18219,24062,29268,34321,40280,45514,54301,60413,67271,75942,84244,93381,100792,107031,110535,113807,116358,"Normal"
"539",239,293,688,1396,3094,5757,9644,14877,18562,23954,28003,35404,41844,51369,60442,72440,90082,100835,115090,131183,145348,153287,162052,165530,"Bad"
"540",1120,2024,2545,3906,6781,8817,14759,18877,26184,33078,39532,46387,52161,59087,65695,77512,89230,99049,112666,125521,136760,146086,149232,151363,"Bad"
"541",663,744,1520,2549,4371,5921,12181,17809,23072,29861,35314,40386,46100,51933,58307,65812,72223,79527,87016,92725,98617,101277,102541,103295,"Normal"
"542",796,1066,1378,1729,2175,3768,5453,8068,11180,13882,16876,19711,23967,27841,32422,37524,42993,47797,56024,63829,70564,76179,78262,79888,"Good"
"543",741,840,1478,1556,2240,5232,6504,8759,11335,14020,17400,22990,27765,33441,39938,47482,56565,65229,79448,91369,100924,108937,111692,112329,"Normal"
"544",414,642,1235,1702,3041,4483,7927,13219,17031,20832,26052,33830,42953,54033,64832,76438,87910,101566,120515,139112,150936,161661,167367,169107,"Bad"
"549",1713,1812,2094,2487,4900,7578,11686,16355,20595,25134,28657,33576,39976,45580,52521,62583,70413,76521,82513,86733,90319,92407,93677,94608,"Normal"
"550",95,631,875,1538,3041,4045,5042,6732,9338,10358,12780,16568,20962,27446,35760,42861,51049,62568,67607,72308,75577,77510,77853,77938,"Good"
"553",2570,4010,5135,7024,10130,14254,20295,27500,38150,45806,54046,59870,67725,76194,85933,95233,106271,118385,133454,145972,155628,161567,164836,166840,"Bad"
"554",1137,1648,3539,4515,6740,8470,12772,18371,23411,28669,37142,44737,52340,61202,68909,80388,95390,110242,122737,134488,143469,152110,155387,157158,"Bad"
"555",1632,2576,2916,3879,4938,6160,8881,12474,14662,17207,19984,22985,27250,33085,36704,41747,48467,53833,59230,65361,69507,72823,74814,75479,"Good"
"556",442,876,1358,1559,2081,2732,4393,6682,8858,12065,15119,17589,20741,24629,29859,34571,45281,52511,65914,76933,89249,95841,99835,101584,"Normal"
"557",414,627,1152,2248,4708,6126,10911,15232,22514,28155,37030,44946,55551,65838,78270,93630,111678,131483,154858,172044,186298,197694,204115,206219,"Meltdown"
"558",1655,1962,2879,4227,6244,9495,12161,16511,18876,23692,27271,30861,34682,37725,42553,49109,58114,67372,79352,89816,97243,101626,103875,105031,"Normal"
"559",183,184,1021,1676,3104,4762,7173,9295,13423,16887,21112,24090,27016,30635,35738,42532,50560,58047,64572,70860,75012,78928,81369,82503,"Good"
"561",1683,2555,3128,4347,6464,8859,11352,14031,17714,20718,25044,28224,31882,36279,42965,48937,55253,62663,68450,73971,78624,84082,86739,89425,"Normal"
"562",342,807,1028,1571,2220,2952,4734,9088,12320,15694,18446,22309,25738,30037,33476,39240,44999,51786,58427,65390,71723,76045,77695,78503,"Good"
"564",1260,1611,2284,3992,5480,7422,12280,18633,25422,35028,51347,67995,83750,102903,120501,137774,159238,174761,192293,209107,218026,228055,233421,235968,"Meltdown"
"565",1087,1684,2094,3242,5258,9058,12879,15690,19598,22867,26772,30235,34899,41399,47545,52798,62389,70205,77439,85660,91240,97345,103602,107260,"Normal"
"566",1299,1303,2008,3290,4072,6943,9540,12463,14949,18750,21107,24662,30747,35467,40372,47474,54931,66351,76261,85128,93170,97948,101162,102346,"Normal"
"567",346,994,1217,1780,4043,8136,12148,15711,19420,24189,30092,36221,42563,51182,60484,72534,85938,97445,111656,126034,137679,147321,151955,154509,"Bad"
"568",1979,2244,3068,4293,6157,8363,12916,17033,19989,26325,32954,39260,45774,53766,62641,72447,85886,95770,107947,118195,127233,134348,138409,140767,"Bad"
"569",407,1253,1885,2948,4171,6069,10695,13921,17707,23170,27877,34507,41148,51688,60841,71381,82355,94964,104721,115687,124858,129766,132648,133508,"Bad"
"574",18,183,231,538,908,1862,3367,4975,7515,10125,12695,16542,19507,22867,25367,29221,32010,36126,39574,43149,46657,50343,51620,52493,"Great"
"575",1240,1507,1779,2428,2927,4132,5643,6829,9681,13117,18576,26060,33121,43535,53719,67421,81932,93821,107004,116438,122691,128716,133335,134437,"Bad"
"578",345,1145,1882,2543,4647,8027,11945,15378,19189,23148,26903,31829,38188,43759,51781,62207,77208,92156,108538,126535,143527,156900,167371,174101,"Meltdown"
"579",2640,3109,4333,6368,9739,11685,16999,20998,27520,31772,38636,44872,51963,62224,74691,87246,98589,109853,122539,133224,140588,145222,148668,149840,"Bad"
"580",579,1114,1402,2044,2848,4065,6807,11007,15016,21948,26146,30222,35627,40671,46981,53150,58464,63482,70142,76755,81889,85785,87845,89811,"Normal"
"581",403,995,1272,1677,2002,3275,5720,8454,12340,14687,18780,22639,27125,33555,40278,49987,56642,66199,75311,82057,88948,93029,95649,97785,"Normal"
"582",2553,2610,2830,3508,4381,5307,8062,10186,13563,16850,20340,24758,29125,32280,38913,42562,49721,56346,63122,66694,71179,75016,77277,78126,"Good"
"583",260,442,647,1448,2355,3354,5024,8605,13416,15801,20034,24770,32163,40103,47850,58858,68081,78020,86206,93698,99956,103672,105257,106239,"Normal"
"584",359,467,932,1531,2691,5477,9432,13666,16845,21406,25859,32018,39644,48108,56894,71408,87956,103967,124428,140690,154682,163683,169675,172067,"Bad"
"586",873,1618,2056,3349,4446,6302,8931,10770,13726,18168,22134,26605,31201,36484,41696,48857,55972,63558,70338,76177,82058,86407,87509,88730,"Normal"
"587",0,68,281,906,3145,4594,8647,10349,12455,17027,19373,21680,23744,26751,29594,33926,37672,41145,44256,47452,49882,52626,53494,53994,"Great"
"589",225,325,625,885,2385,5040,7399,10546,13856,15865,19968,22733,28257,32542,38549,45469,52850,58618,65362,70433,74446,77033,78014,79201,"Good"
"590",1181,1194,1459,2267,3072,4353,6616,10751,13834,18075,23054,28258,33759,43105,51285,61969,72868,85065,99133,111505,123958,129183,134113,135034,"Bad"
"591",907,1162,1481,1896,3271,7425,12070,17405,25099,29738,36090,43538,49787,57941,66456,77792,88751,98701,108736,118964,125943,130864,133599,134327,"Bad"
"592",152,185,561,1811,3630,5490,9486,13859,18009,22968,28837,32920,38405,44737,55402,64714,75934,87391,102487,113199,126499,133707,137010,140399,"Bad"
"593",372,445,689,1305,1958,5094,7690,10171,12730,15126,18579,23192,26501,32864,38473,48688,54759,63420,71723,78759,84017,87878,88920,89932,"Normal"
