"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","Cluster"
"75",273,2283,2369,2696,3459,4288,5265,9887,12486,14217,16594,19917,23255,28459,31421,35868,40521,44581,48300,52704,56163,57550,59281,59453,"Good"
"78",41,58,176,397,1014,2656,4657,5953,8701,10563,13501,16694,18997,22809,25140,28475,32449,36496,42094,44809,47533,48785,50640,50810,"Great"
"79",40,42,142,1309,2536,5097,8728,11933,15957,20608,26144,31006,36546,43790,49909,58169,64716,73094,83765,92588,98945,104531,105314,105739,"Normal"
"80",468,475,1259,5617,8956,15137,23052,29746,40495,48468,58591,68083,78999,89823,98039,109367,118161,127502,135692,140682,144553,145768,146290,146433,"Bad"
"81",498,624,1269,4685,6919,10573,15062,17941,22865,26271,30876,36255,40119,46247,52459,58305,63439,69908,75236,79840,84718,88003,89234,89836,"Normal"
"82",306,885,1030,1390,1877,3062,5467,7912,10179,13370,15699,18388,21328,25828,30002,33173,37379,41408,46503,50112,52057,53564,54586,55598,"Great"
"83",167,171,188,403,1083,1636,2752,3811,6211,7318,9890,11498,13255,15883,18611,21513,24417,27976,31354,34282,36753,38226,38832,39175,"Great"
"84",159,494,623,938,1491,2215,3522,4415,6717,8636,10560,13332,15836,18729,21372,23826,27604,30307,33019,36397,38068,39144,39606,39897,"Great"
"86",553,553,616,916,1219,2478,4522,8452,16008,21635,30241,37158,44684,48985,55339,59025,62896,66589,71707,74905,78109,80623,81425,81765,"Good"
"87",309,328,510,912,1494,2521,5599,7086,9444,11407,13912,17355,20362,24277,28327,33497,38349,42361,47415,51155,53277,55237,55869,56221,"Great"
"89",63,76,211,547,1273,2094,4123,6717,9122,11429,14307,17232,20160,24598,27861,30949,36543,40888,43923,46028,47843,48934,49898,50264,"Great"
"90",33,33,101,256,529,1065,2169,3582,4980,7146,8562,10253,11556,12716,13524,15304,17253,17823,19074,20373,21027,21542,21726,22030,"Great"
"91",7,166,257,446,789,1323,2209,3077,4519,5748,7144,8863,10849,13715,16137,18502,22397,25098,28287,31934,35911,37960,38628,39389,"Great"
"92",1092,1096,1202,2957,4500,6385,9584,13781,18622,24165,28455,34519,39878,45136,49477,56473,62680,67500,72022,76701,81326,83135,83989,84049,"Good"
"93",36,247,273,804,2013,3221,5909,8780,12749,16731,21449,27129,33796,41707,52746,62115,74464,85030,97047,108781,118318,123986,125921,127669,"Bad"
"94",148,762,876,1874,3426,6959,11995,17118,22437,28982,35261,41743,51258,59326,67808,75950,83146,89925,95590,101746,104397,106516,107954,108336,"Normal"
"99",173,345,524,1222,2191,3982,6622,9828,12831,17133,20626,25693,30254,34707,39205,43976,48672,53373,58037,61742,63613,64901,65311,65799,"Good"
"100",326,376,407,1108,2220,3318,5222,7147,8842,10346,13597,15975,17883,21396,23834,26566,28074,31257,33162,35059,36788,38335,39291,39534,"Great"
"103",92,107,264,1256,1688,2439,4649,6670,9420,11954,14739,17904,21580,25198,28672,35034,41363,49780,58451,65628,71599,78585,82593,85868,"Good"
"104",294,327,808,1365,3263,4761,7578,9868,13257,16611,21454,25832,29726,33608,38185,41626,46263,51712,55641,58320,61411,62762,63068,63414,"Good"
"105",25,115,220,1680,3714,5466,9394,13500,17746,23247,29792,37758,43994,56114,69389,84886,97357,110566,123140,135521,145803,152682,155124,157380,"Bad"
"106",987,1019,2329,4624,8608,13491,20797,28483,37633,46422,55244,65041,74633,84709,92537,101794,110129,119817,127646,134573,139238,141817,144255,145261,"Bad"
"107",366,534,944,1524,2366,3758,6559,8345,10466,12926,17424,20936,24992,28556,33065,36759,41180,44474,47357,50369,52327,53863,54515,54762,"Great"
"108",387,462,789,1346,1697,2823,4526,6552,8797,11620,14391,18163,21608,25614,27588,31771,35083,38050,41472,44281,46917,47863,48794,48874,"Great"
"109",275,445,480,1123,1634,2707,4786,6606,8120,10432,13387,16623,20265,23272,26413,30329,33880,38446,42701,46664,49757,51198,52468,52585,"Great"
"111",732,732,856,1163,1446,2013,2935,4130,5978,7328,10021,14717,17928,21685,23856,26568,29359,33523,36564,39281,42083,43939,45455,46432,"Great"
"112",196,200,281,547,1205,1857,4880,7636,9339,10771,13291,16422,19069,21099,23346,26807,29253,31860,35940,38009,39867,40979,41738,42461,"Great"
"114",372,374,609,1060,1458,3264,5630,7453,9221,10989,12537,15595,17244,20262,23293,27298,32003,35583,39366,41768,45193,46338,47471,47892,"Great"
"115",309,309,335,809,1877,2908,5694,8115,11507,14787,18181,22031,26801,32403,36956,42145,47599,51633,56853,61306,65006,66206,67104,67825,"Good"
"116",114,121,226,760,1237,2389,3983,6108,8386,9936,11738,14288,16532,18960,20893,24394,28304,31947,36074,39214,40638,41443,42983,43618,"Great"
"117",424,424,794,1122,1969,3476,5916,8645,11584,14311,17565,21416,25671,29672,33722,38503,43781,48061,52683,56558,58738,60473,61635,62225,"Good"
"118",346,531,663,992,1518,2198,3862,6420,8821,11050,13546,16240,17992,19941,21722,23754,26051,27468,29036,30303,31652,32026,32063,32072,"Great"
"119",742,745,807,1244,1546,2078,3073,4487,6123,7459,8707,10123,11501,13467,14913,16512,18360,21168,23500,25231,28005,29349,29926,30079,"Great"
"124",160,347,531,1056,1607,3100,5430,9326,14051,17240,21300,25179,28704,33207,37622,42631,47849,52487,57582,62578,66302,67643,68481,68769,"Good"
"125",53,1263,1444,1794,1892,2782,5652,7738,9589,12572,14249,16121,18645,20191,23169,25267,27316,29308,31033,32718,33703,35135,35250,35465,"Great"
"128",47,99,145,518,1144,1788,3141,4910,7273,10526,12621,14721,17455,19722,22412,25865,28907,31988,34215,36089,38258,39133,39904,40434,"Great"
"129",27,43,668,968,1260,2602,7839,12287,18738,24525,28725,32528,37123,41271,46016,51493,59788,66506,73646,83930,92125,98590,103533,104841,"Normal"
"130",679,1189,1608,2094,2878,3937,5727,7827,10196,12709,16114,19734,23904,29509,38034,47517,58598,70397,81096,92315,102136,107511,110994,112309,"Normal"
"131",420,425,757,1319,2362,4921,7183,9393,12142,14567,17740,20854,23397,26951,30528,34814,38964,43953,48116,51652,54608,55583,57109,57342,"Great"
"132",289,295,370,680,991,2766,4887,6014,8100,9750,11451,13435,16312,20378,23915,27600,31196,34891,40104,45717,49557,50970,51727,52437,"Great"
"133",50,50,130,823,1348,2507,4386,8734,12101,14520,17720,21889,26211,31212,36417,43062,49133,56882,62937,68435,72589,74934,75538,75758,"Good"
"134",119,123,364,1247,2614,4751,9782,16305,26311,34739,42043,52955,61769,70811,80104,88924,99178,113981,124794,136362,144634,152771,159166,160865,"Bad"
"136",1163,1350,1658,4007,5581,9351,14476,17879,24329,28849,35306,41538,48333,58306,68895,81091,95017,108438,121976,132041,141546,147918,151171,153003,"Bad"
"137",1027,1173,1538,2345,3281,4995,8961,12487,15782,21427,26321,32413,40065,49222,58544,68237,77655,86457,95664,101959,107046,109548,110949,111664,"Normal"
"139",0,8,347,822,3483,4214,6643,9833,12035,14249,17042,22544,26424,32335,37789,41801,46317,50424,53538,56680,58887,60209,61231,61589,"Good"
"140",337,367,524,1238,2326,4859,10045,15065,23929,33800,41722,48962,56168,66231,74226,80960,90529,101201,114786,129088,139275,149263,154857,155422,"Bad"
"141",1215,2024,2450,4092,5283,7788,14180,19684,24549,30614,35465,43803,53874,61121,69923,78980,89156,98195,108802,118068,125860,130987,133532,134896,"Bad"
"142",764,826,1089,2559,3729,5371,7582,9488,12915,15930,19357,23863,28155,32567,39450,47721,56838,69047,80282,90375,98368,101458,102666,102808,"Normal"
"143",32,34,381,1687,2455,3664,5857,7337,9571,11982,15126,17832,21337,25530,28714,34187,39086,43529,48872,53377,57179,60005,60616,61028,"Good"
"144",56,96,396,604,1306,1710,3126,6033,9124,11288,13418,15971,19094,22633,25445,28478,32239,36409,40317,42163,44267,45924,46475,46947,"Great"
"149",2,32,244,671,1558,2631,4653,6700,9183,11346,13739,16573,19431,23270,27055,32471,38876,46935,53736,58938,64152,66131,69026,71053,"Good"
"150",142,208,474,882,2500,3465,6609,8945,10952,12912,15576,18809,22960,27534,32826,38798,47902,57502,68987,77407,81700,85781,88171,88984,"Normal"
"153",475,479,709,1398,2812,3359,5892,9638,13068,14866,17783,21126,26057,32902,38215,47487,54825,62004,68521,77277,80852,84702,85776,85871,"Good"
"154",113,158,560,1524,2282,3769,6668,10044,13912,19713,23822,28584,33556,39118,46308,54216,61135,71691,81088,89753,95458,99068,101177,102097,"Normal"
"155",210,446,1173,1907,3294,5352,10611,18532,26731,38091,47802,57254,66753,76602,83927,92981,101006,107246,115182,122755,127235,129824,131162,131850,"Bad"
"156",103,312,589,958,1746,2933,5923,10215,13446,16667,20314,23487,26979,30339,33076,36655,39373,43692,47353,49800,53727,55284,56482,57267,"Great"
"157",638,638,705,1096,2310,3412,4984,7006,9155,11220,14634,18458,21729,25325,28386,31219,36682,41175,45245,48682,51636,53743,54849,55494,"Great"
"158",1220,2353,2617,3025,3883,5731,7259,8836,11360,14107,17400,21585,25280,30897,36052,40914,48989,57791,68073,77844,89360,99506,103702,106908,"Normal"
"159",3107,4202,4528,6129,7651,9701,14230,20978,27082,34233,42840,53393,66021,75675,83104,92884,103092,112134,119753,126991,132829,137010,138334,138871,"Bad"
"161",63,217,398,1255,4042,7333,12050,17045,26527,33147,40396,50108,58420,68937,78867,91979,103958,115516,127956,140420,155756,163693,170888,172151,"Bad"
"162",2593,2770,3137,4783,6594,8256,12243,15804,21886,25537,31926,39463,46440,55761,62177,69457,77249,85852,94120,100463,105840,108962,110895,111759,"Normal"
"164",131,549,683,1190,2041,3412,5509,7858,9887,12123,14073,17746,21319,25598,29837,35946,40918,45770,51114,55978,59574,62189,63791,64537,"Good"
"165",98,107,231,550,937,1838,3453,5247,8147,11323,14958,18639,22134,27257,34376,44753,52440,62437,69309,76404,81515,85202,87425,88185,"Good"
"166",280,357,2128,3612,7726,11098,18092,22236,30673,36551,40707,48609,53955,60622,67226,74146,80042,88863,98341,105449,113092,118818,122344,124264,"Normal"
"167",97,158,830,1758,3714,5954,9153,12571,16393,20608,24220,28945,34837,39719,45207,51765,58911,65135,70410,74260,77918,79578,81330,81490,"Good"
"168",352,393,851,1411,2910,5433,10023,18466,28179,37724,45952,54439,61664,75757,87035,101058,112792,125014,136203,144922,151591,157831,158892,160603,"Bad"
"169",219,539,2159,2873,7137,11095,16963,21304,26817,32168,36750,41880,46337,55313,62619,72263,81070,92626,103128,113104,122743,128521,132415,135377,"Bad"
"174",829,842,1086,1807,2777,4777,7195,10506,14083,18434,21505,25729,30138,35314,40003,45482,50977,55822,60888,64618,68143,70315,71203,72102,"Good"
"175",312,356,527,1119,2082,3223,6648,9262,13232,18588,23090,26737,32497,37862,45198,54066,62770,71475,83389,97678,108972,118736,122824,126686,"Bad"
"178",550,1562,2065,3021,4683,6179,8931,11905,14971,18099,21692,25092,29635,35431,41310,47898,53795,61374,66698,72181,76904,80743,82537,83812,"Good"
"179",99,270,433,1343,3504,5817,9996,13186,18381,21261,27949,32513,38505,46057,52699,61378,72255,80424,91531,99069,107177,114155,116544,117533,"Normal"
"180",83,474,983,1527,2775,4477,7288,10392,15188,17958,24188,28553,32749,37421,41215,48274,53834,59263,67205,73344,77695,80325,81727,82551,"Good"
"181",19,125,516,943,1389,2293,3199,5898,7458,9144,11792,14365,18301,23365,27675,32146,37194,41358,44796,47920,51964,53991,55175,55919,"Great"
"182",477,714,993,1514,2670,3845,6120,8514,12580,16544,20563,26693,31277,37007,42612,48226,54686,64306,73822,84302,90112,95886,97503,99629,"Normal"
"183",955,2239,3294,3747,4766,5509,7768,11178,13300,16000,18653,21805,24268,28596,35816,42187,48148,57813,65329,71461,76672,78924,80268,81133,"Good"
"184",103,314,463,616,1771,2509,3163,4057,5890,6962,8486,10954,13655,17445,22070,26927,32565,40560,47628,53437,57330,58677,59564,60236,"Good"
"186",860,870,1066,1501,1716,2196,3149,4166,5874,6998,8686,11531,14863,21687,28920,37728,50536,61464,70824,80028,84987,88578,91300,92277,"Normal"
"187",286,654,839,2534,3430,5324,9453,11483,14202,18093,21857,25236,30677,39156,48039,61119,81851,104315,122629,142145,155051,167259,172484,173686,"Meltdown"
"189",62,364,641,967,1518,2203,3456,5179,7147,9763,12606,15156,18119,22058,26838,31677,36155,41192,46088,49955,53878,56531,57103,57807,"Great"
"190",250,339,869,1166,1889,2613,4906,6077,10516,12411,15337,18501,22601,29766,37609,48694,59455,69695,80524,91217,102177,108755,113293,115701,"Normal"
"191",1088,1420,1756,3849,5201,6816,8577,11045,13654,15980,20243,24738,27920,34651,41708,50893,65406,77066,86748,96229,104796,109985,113490,115723,"Normal"
"192",302,348,638,1050,1838,4002,6222,10014,13688,16713,20747,25233,30782,36660,41665,50454,58425,66738,74686,82665,90288,95644,100185,101574,"Normal"
"193",1308,1937,2195,2529,3083,4179,5704,8604,10702,14912,17903,20962,25813,31625,39259,46543,58182,73076,91688,105911,121114,129278,134229,139011,"Bad"
"194",1319,1353,1868,2350,4526,6625,10017,13903,17745,22311,26187,30415,35213,40322,44919,50036,56628,61823,67427,72956,78305,81477,82466,83374,"Good"
"199",659,808,930,1546,2390,4397,7405,9524,12822,16495,19414,23308,27323,32622,36334,41326,48143,53322,59219,63968,68333,70493,71256,72137,"Good"
"200",294,296,566,1041,1726,2825,4816,7232,10093,13277,17305,23470,28854,36174,44391,54213,62404,70175,77379,84292,90726,94748,97759,99041,"Normal"
"203",334,444,652,1607,2477,5361,7494,9256,12504,15359,19669,24395,29375,36547,45558,54441,65145,82307,97544,114083,130160,142802,150437,155390,"Bad"
"204",1555,2463,3881,6715,9410,13796,20531,27294,34493,43720,52072,61066,71618,83636,97878,118058,136762,152767,172234,187347,201302,210788,215664,216867,"Meltdown"
"205",581,1351,2282,4084,6479,9739,16723,24830,34763,45197,55797,65454,74929,86979,97489,111588,125399,140434,153888,165083,174667,181172,185713,188144,"Meltdown"
"206",396,417,907,2191,4450,8290,13986,17169,22028,27599,34729,41475,47597,56784,68298,77111,89220,105408,118612,132567,145437,152916,157575,159846,"Bad"
"207",376,968,1795,2778,3970,6912,10782,13813,16840,21025,25335,30599,35444,42596,50953,60264,69072,78042,85091,93351,100662,104633,106835,108240,"Normal"
"208",193,202,452,1050,1964,3696,5920,9656,13298,18013,23059,27859,34807,44556,54600,65176,75362,86867,99681,112994,124209,132349,136401,139383,"Bad"
"209",1308,2027,2564,3530,4278,5825,8461,11419,14628,16880,20476,25106,30531,36062,41643,46542,53615,58416,64089,67940,72466,75313,76706,78154,"Good"
"211",512,1096,1353,2054,2963,5593,9418,16287,25979,34747,43710,53174,61353,70067,78823,87715,97879,104216,113835,120307,126693,133457,138164,140349,"Bad"
"212",968,2110,2437,3012,4306,7609,11424,15489,20415,23923,30719,36117,40795,47814,53924,60129,66751,73942,82706,89769,95652,99503,101227,101891,"Normal"
"214",712,960,1545,2847,4724,7200,10040,14160,18344,22893,28922,36977,46573,56310,72356,88443,105139,125404,145699,166108,184326,198208,205412,209133,"Meltdown"
"215",1282,2478,3408,5333,7831,10750,16396,21905,27350,34753,43985,55773,66177,80901,94189,110793,125410,138793,156470,169846,183584,192586,200431,203233,"Meltdown"
"216",1412,2179,3020,4317,5737,7608,10719,15107,19873,25101,32881,38389,43970,49725,54340,58632,64866,69482,74361,78319,81948,84887,86027,87281,"Good"
"217",446,467,819,1103,1920,3007,4401,6355,10952,13126,17719,20264,24010,28140,32632,38107,42030,46584,52089,56629,60208,64379,66096,66847,"Good"
"218",121,469,754,913,1874,3829,6359,10925,15522,21046,29782,36817,43260,50814,58723,65837,75879,86570,98323,109783,118594,126430,128878,130857,"Bad"
"219",846,1407,2038,2518,3695,6286,8998,11403,15090,17945,21774,25507,30532,38412,46764,58469,73482,87513,103321,117109,130703,138689,142315,143665,"Bad"
"224",14,132,781,1669,2522,5564,10233,14404,17037,22575,27699,34245,41866,51078,61038,73825,87387,103857,122261,137376,149345,159319,163546,167310,"Bad"
"225",767,845,1331,3415,5569,9223,18767,31150,44100,54897,68288,80367,92930,107091,124884,142302,162676,181248,202786,218115,236738,249468,257805,260318,"Meltdown"
"228",502,615,869,1576,2615,3848,9930,12094,15420,18265,22031,26344,31173,35842,42324,47251,54607,63054,70205,77031,84450,89834,92666,93685,"Normal"
"229",1466,1523,1700,2705,3552,5038,8573,12207,15334,20659,24628,30356,36414,44725,52477,61646,71734,81062,92599,103819,112379,118682,123172,124738,"Normal"
"230",2061,2489,2797,3359,3854,4698,6999,9511,11730,14932,19038,21473,25285,28602,33066,37933,47294,55435,65166,76190,88665,98156,104982,110335,"Normal"
"231",1333,1633,2530,3282,5453,9025,12864,16514,23013,26409,34637,40491,47494,55040,64331,75480,87371,101384,112357,121565,128982,133107,137559,138556,"Bad"
"232",535,972,1524,2631,4479,6972,10702,13864,18406,22374,28635,35127,41484,49353,58934,68364,76223,82937,91095,99170,106278,112679,116039,117671,"Normal"
"233",1074,1898,2435,3071,4083,6888,10209,12744,17776,20630,24480,28085,33976,39386,45162,52988,59431,68077,76685,86065,93075,99362,102223,103148,"Normal"
"234",64,173,433,1250,2066,2923,4826,6320,9917,11803,14050,16437,19576,21898,24860,28267,31656,34578,37544,41149,43737,45141,45643,46059,"Great"
"236",522,696,1205,1533,2086,2875,4386,5959,8595,11078,14137,16371,18551,21217,24208,26882,30238,33889,37320,39729,43335,45660,46564,47044,"Great"
"237",367,753,834,1231,2127,4849,6536,9982,12586,15280,18672,21492,24799,28165,32454,35109,39715,42252,44630,46107,47580,48860,51096,51730,"Great"
"239",96,107,129,259,732,1414,2904,4043,5451,6824,8378,10654,13231,15768,18606,22788,27098,31214,34399,36932,39464,40718,41638,41796,"Great"
"240",15,15,134,463,1210,2657,5457,11415,19456,25130,32087,38303,44523,50977,58638,65021,73312,81827,90214,95287,100063,103982,106574,107257,"Normal"
"241",446,1029,1104,1388,2333,3932,5784,7144,9614,12020,14184,16363,18438,21195,24629,28173,31884,35203,38261,42378,44928,47062,47398,47427,"Great"
"242",0,4,89,852,1137,2143,2997,4607,6421,8323,10422,12417,14846,17790,20902,24832,28790,33315,37086,41247,44164,46328,49768,49940,"Great"
"243",637,721,956,1249,2254,3796,5531,7664,10881,14686,18070,23864,27506,35489,43508,51761,62457,73743,85088,96803,105318,114634,118109,119487,"Normal"
"244",285,1396,1918,2511,3724,4891,8953,12970,17286,23994,32762,39136,45955,53669,61874,68269,75069,80095,84398,90559,93788,95101,96593,97611,"Normal"
"249",41,44,109,519,1463,2159,4345,6106,9325,11884,14761,18574,20819,24809,33244,40818,54870,69586,85703,103232,117459,125646,133165,136342,"Bad"
"250",1954,2004,2513,3260,4924,6243,9942,12924,17502,19602,23798,29182,32970,39733,45803,54957,67438,80604,96488,114416,135536,150737,163901,169866,"Bad"
"253",426,1507,1737,2665,3849,4915,7068,9268,13487,17283,21131,24887,30871,38095,44247,50929,56992,64008,70105,75512,79365,82645,84721,85319,"Good"
"254",241,425,578,1152,2184,3507,7155,9382,12310,14634,17848,19928,21790,25419,29008,33584,37909,42168,49721,53135,57057,58750,59814,60538,"Good"
"255",0,1,296,1187,2605,5001,8152,11665,14345,18322,22452,26121,30224,35291,41403,48119,55243,61766,66427,71567,74070,74890,75590,76103,"Good"
"256",79,116,799,1555,3244,4888,7697,10766,13897,17043,20055,22615,25734,28925,32061,36381,40705,45832,49805,54265,58356,61026,61979,62390,"Good"
"257",212,213,1006,2099,3820,5740,9361,11707,15516,18865,22845,27420,30224,36464,42718,51005,57603,65155,72390,80580,87117,91178,92707,94060,"Normal"
"258",1485,1597,2578,3480,5539,8177,12776,15058,19347,23237,27413,32312,36340,43164,47444,54565,58636,65873,69378,73480,75516,76656,76925,77580,"Good"
"259",0,5,1721,2627,8185,10389,18001,21194,27012,32844,40060,46701,53872,63614,69294,81035,88815,98370,106433,114682,120923,126161,128225,130573,"Bad"
"261",57,78,644,1143,2477,4424,6588,8704,12431,16099,20919,26280,33524,41523,49544,58023,64047,70121,75455,79999,82150,83827,84804,84807,"Good"
"262",4,109,506,1353,2737,3499,5069,6471,8918,12150,15001,17502,20275,24288,26809,30821,34956,38639,42147,44564,47602,48824,49581,49757,"Great"
"264",488,682,1028,1428,2171,4839,8923,12700,17848,23275,28584,34626,40577,48091,55609,64320,74867,84762,96095,105959,114250,121197,125614,128378,"Bad"
"265",151,1346,2202,3346,6152,8199,14200,18367,22509,26416,35411,40004,44499,48603,54493,59028,64125,69534,74229,77896,80334,83436,84675,84713,"Good"
"266",134,136,862,1147,1694,2454,7421,8887,11875,14108,17465,21201,23907,27594,30870,36063,41424,45338,49183,52703,55406,57902,59139,60013,"Good"
"267",22,98,141,742,1626,3295,5129,8019,9771,12452,15182,18696,21599,24782,29004,32773,36518,40801,44761,48628,50906,52122,53223,53886,"Great"
"268",112,468,540,982,1637,3532,5905,8507,11535,14708,18264,23029,27569,32510,37457,44110,51247,57983,67047,74535,80033,83608,85033,85596,"Good"
"269",756,854,966,1486,2592,6050,10260,14911,22515,30375,38770,47232,56034,65974,76438,86341,97933,112052,124967,136299,146455,151466,154488,154737,"Bad"
"274",174,262,370,1212,2128,2841,4522,6439,10349,13279,17571,20465,24001,27615,30184,33632,37426,40937,44116,46846,49771,52060,54742,55955,"Great"
"275",36,40,281,1024,2045,4167,7885,10556,12941,15316,17567,20124,22191,26386,29594,34451,39565,44123,47650,50770,53529,55583,56392,56993,"Great"
"278",240,466,1971,2352,3089,4515,6967,12385,16972,21407,25759,30424,35137,41128,45647,51578,56329,61322,66831,72091,78457,81533,84719,85547,"Good"
"279",847,1025,1163,1514,3262,5546,8397,11220,14965,18666,22521,24903,30137,33700,38014,41138,45460,48364,51111,55200,58081,59947,60719,61053,"Good"
"280",0,28,254,527,1367,2872,4982,8602,12284,16343,20576,25190,30448,35938,41771,49975,57774,66281,75086,83346,90434,95002,97930,99402,"Normal"
"281",744,917,1343,3008,4497,6058,11036,14862,19372,24278,27876,34729,40582,46842,54524,65222,80893,91237,104697,115062,123543,130570,134272,134917,"Bad"
"282",71,224,608,1969,3552,5935,7427,9835,13914,21232,32165,42448,59987,73811,90025,101084,111856,124059,134893,144542,154013,160571,165857,167613,"Bad"
"283",806,842,2202,3393,5099,7022,9829,13585,18178,25220,28761,33469,37706,43246,47586,52440,56852,61593,66203,69658,71939,74494,75532,75767,"Good"
"284",1,40,658,1521,5535,7742,14601,18754,26890,34394,43131,53699,63563,75878,86674,99543,111072,124115,133956,144858,155820,163151,165970,166964,"Bad"
"286",123,201,633,1178,1746,2652,4553,7475,11269,15332,22693,31431,42827,58694,70482,85217,99692,111861,126807,135249,143321,149735,152284,153868,"Bad"
"287",250,780,821,1081,1698,2573,7210,10371,13536,17309,20517,24970,31659,35934,40712,45644,51208,55713,60059,68280,75272,80790,84228,85638,"Good"
"289",513,921,1451,2033,2788,4526,8158,11817,14597,17237,22956,27149,31772,35963,41795,47728,51915,55813,60903,64061,67901,69356,70461,71158,"Good"
"290",257,422,448,707,2054,3054,5137,7659,9867,12693,16111,19291,22272,26418,29557,33840,38019,41790,45567,48862,52016,53404,54380,54425,"Great"
"291",334,352,635,964,2030,3075,6337,8506,11410,14532,17383,20690,23950,28629,32926,38651,43550,47923,52774,57119,60628,64224,65619,66382,"Good"
"292",1144,1337,1706,2226,2838,4231,6613,9129,11599,15330,19890,23218,27604,34032,38618,45499,51737,58669,63712,69458,74075,76455,78677,79092,"Good"
"293",1184,1189,1366,1723,2356,3182,5150,7084,10497,12478,14321,16992,19376,22471,24923,28744,32088,34562,36625,37855,39666,41166,41681,41799,"Great"
"294",54,451,553,686,1393,1947,3429,4511,6358,9145,11081,14014,17519,20728,23542,26981,31080,37045,42571,48107,51424,53028,53917,54422,"Great"
"299",0,84,553,1161,1928,3300,5758,8238,11583,14108,17401,20791,25497,30474,34637,41198,48301,54114,63100,68783,73954,77521,79128,79399,"Good"
"300",112,164,283,859,3526,4667,6277,8243,10506,13121,17075,20038,23169,26868,30367,33236,36340,37680,38947,41459,42711,43878,45382,45507,"Great"
"303",0,5,47,191,416,1399,3805,5094,5821,7853,9623,10795,12386,13737,14882,16433,18734,22213,26956,30530,32923,34016,34697,35273,"Great"
"304",32,38,124,240,580,1247,2724,4182,5957,8073,10261,13990,17978,21278,26372,33395,41623,50070,53853,58628,61396,62794,63858,63872,"Good"
"305",0,32,71,754,1303,2893,6370,9503,11336,13954,17135,20332,23572,26528,30041,33762,36304,39891,42885,45544,48279,49315,49856,50226,"Great"
"306",0,40,281,809,1687,2810,4436,6627,8906,10809,14071,17213,20285,24624,28711,33557,37798,41697,46428,51265,56794,60045,62713,63254,"Good"
"307",163,163,259,836,1117,1940,3246,5536,7083,9903,11970,14940,17148,19019,21109,23209,25652,27015,28850,30716,33514,35627,36383,36392,"Great"
"308",11,334,422,521,2491,3772,6120,6914,8681,10630,12786,14802,17518,20181,22914,26039,29406,32870,37718,41602,43558,44515,45149,45290,"Great"
"309",0,90,321,1055,1919,2910,4863,8447,11636,14790,19541,24152,28388,34581,39515,45729,50830,57670,66642,72651,78086,81444,83224,84376,"Good"
"311",0,0,127,667,1527,3059,5145,6945,8604,11553,13889,17289,21420,24593,27812,32021,35166,37789,40404,42369,43956,45055,45545,46216,"Great"
"312",192,225,324,440,974,1652,3068,4942,6605,9451,11380,14862,17225,23131,26799,32699,36078,39603,45523,50044,57428,61815,66638,68869,"Good"
"314",664,770,870,1224,1762,2371,5617,8620,12686,15441,17845,21763,24636,29568,32625,36016,38833,41295,43687,46864,49541,50600,51036,51050,"Great"
"315",34,87,114,437,1683,2350,4588,5537,6964,9066,10762,14615,17436,19666,22419,26259,29129,31381,35622,38502,41395,43609,44420,44900,"Great"
"316",1521,2229,2465,3015,3715,5242,7915,10658,14376,17595,22287,26617,32568,37855,43022,50156,57760,64112,72340,78468,84067,88566,89997,90754,"Normal"
"317",538,787,975,2169,3620,7421,11472,19021,23586,29166,34811,40638,45845,52886,57554,64261,69277,74069,79306,83247,86930,88339,89230,89974,"Normal"
"318",2,10,1069,1600,2576,4299,7325,10979,14230,17136,21458,25284,28549,32634,36930,41173,45210,50069,55274,58644,61289,62370,63506,63800,"Good"
"319",383,417,1586,3618,6036,9064,15032,22341,31184,39242,49907,60117,73503,88602,104167,119935,136439,149678,169158,183691,197307,206711,214347,217585,"Meltdown"
"324",0,62,293,875,1516,2584,4986,7469,9433,11523,14526,17166,20291,25661,30081,35904,42188,46837,50725,54032,57124,58411,59871,60176,"Good"
"325",55,166,268,968,1633,3553,5536,7533,9963,11518,16362,18467,21527,25171,28111,31864,35462,39347,43426,46322,48665,49861,50094,50377,"Great"
"328",0,18,131,159,812,2386,5086,6529,9728,11992,15345,17751,21075,24426,26870,29546,32558,34910,38486,40651,42703,44283,44932,45424,"Great"
"329",92,92,172,783,1735,4057,6284,11863,15582,19355,24891,28365,35039,41645,49351,57664,67452,74483,84242,90239,98078,101558,104588,105484,"Normal"
"330",550,780,1080,2805,6831,11206,18501,24164,32090,44648,55128,64920,75697,90231,112236,126578,142203,157092,178127,189274,202927,212288,217862,220897,"Meltdown"
"331",1991,2801,3107,4328,7638,9666,14203,19206,28712,34753,42949,53322,61713,67978,75457,83051,90276,96496,104351,110514,114809,119326,119816,120264,"Normal"
"332",199,215,524,975,1648,3032,5796,9383,12690,15421,18582,22167,26798,31731,35993,41038,45334,50926,55840,59830,63638,65151,65862,66043,"Good"
"333",155,204,278,682,1316,3268,5232,6604,9507,11259,13961,17840,21397,25742,30540,34678,39816,44652,49274,53398,56953,59745,61217,62145,"Good"
"334",347,725,1533,1789,2530,3321,6110,8429,9752,12821,14982,17428,19971,22988,25346,27616,30390,33391,36600,40710,46998,51281,53206,56345,"Great"
