,Marketing_Airline_Network,ACT_ARR_DATE,ACT_ARR_HOUR,ArrDelayMinutes,DepDelayMinutes,Weekday
167874,WN,2018-01-01,0,73.0,399.0,0
167875,WN,2018-01-01,1,73.0,399.0,0
167876,WN,2018-01-01,2,73.0,399.0,0
167877,WN,2018-01-01,3,73.0,399.0,0
167878,WN,2018-01-01,6,75.0,862.0,0
167879,WN,2018-01-01,7,162.0,1631.0,0
167880,WN,2018-01-01,8,647.0,3296.0,0
167881,WN,2018-01-01,9,1656.0,6530.0,0
167882,WN,2018-01-01,10,3334.0,9199.0,0
167883,WN,2018-01-01,11,5261.0,12900.0,0
167884,WN,2018-01-01,12,8236.0,16835.0,0
167885,WN,2018-01-01,13,10764.0,21835.0,0
167886,WN,2018-01-01,14,13831.0,25541.0,0
167887,WN,2018-01-01,15,18174.0,31435.0,0
167888,WN,2018-01-01,16,21498.0,38245.0,0
167889,WN,2018-01-01,17,25907.0,44363.0,0
167890,WN,2018-01-01,18,30965.0,50525.0,0
167891,WN,2018-01-01,19,37081.0,58505.0,0
167892,WN,2018-01-01,20,41973.0,66338.0,0
167893,WN,2018-01-01,21,47717.0,72554.0,0
167894,WN,2018-01-01,22,53674.0,77931.0,0
167895,WN,2018-01-01,23,58546.0,83994.0,0
167896,WN,2018-01-02,0,6521.0,6230.0,1
167897,WN,2018-01-02,1,8946.0,7854.0,1
167898,WN,2018-01-02,2,11946.0,8339.0,1
167899,WN,2018-01-02,3,13385.0,8339.0,1
167900,WN,2018-01-02,4,13476.0,8345.0,1
167901,WN,2018-01-02,5,13476.0,8438.0,1
167902,WN,2018-01-02,6,13505.0,8851.0,1
167903,WN,2018-01-02,7,13648.0,9568.0,1
167904,WN,2018-01-02,8,14157.0,10443.0,1
167905,WN,2018-01-02,9,14944.0,12330.0,1
167906,WN,2018-01-02,10,15930.0,13757.0,1
167907,WN,2018-01-02,11,17292.0,15625.0,1
167908,WN,2018-01-02,12,18442.0,17728.0,1
167909,WN,2018-01-02,13,20091.0,20236.0,1
167910,WN,2018-01-02,14,21571.0,23092.0,1
167911,WN,2018-01-02,15,24250.0,26936.0,1
167912,WN,2018-01-02,16,27123.0,29396.0,1
167913,WN,2018-01-02,17,30865.0,34179.0,1
167914,WN,2018-01-02,18,35137.0,39321.0,1
167915,WN,2018-01-02,19,38730.0,44485.0,1
167916,WN,2018-01-02,20,43414.0,49439.0,1
167917,WN,2018-01-02,21,47080.0,55965.0,1
167918,WN,2018-01-02,22,51824.0,59720.0,1
167919,WN,2018-01-02,23,55796.0,64654.0,1
167920,WN,2018-01-03,0,3718.0,3999.0,2
167921,WN,2018-01-03,1,7153.0,4993.0,2
167922,WN,2018-01-03,2,9594.0,5241.0,2
167923,WN,2018-01-03,3,10393.0,5241.0,2
167924,WN,2018-01-03,4,10424.0,5248.0,2
167925,WN,2018-01-03,6,10453.0,5987.0,2
167926,WN,2018-01-03,7,10729.0,5776.0,2
167927,WN,2018-01-03,8,11454.0,6840.0,2
167928,WN,2018-01-03,9,12334.0,8091.0,2
167929,WN,2018-01-03,10,13636.0,9835.0,2
167930,WN,2018-01-03,11,14639.0,11489.0,2
167931,WN,2018-01-03,12,15869.0,13438.0,2
167932,WN,2018-01-03,13,17107.0,15868.0,2
167933,WN,2018-01-03,14,19147.0,18531.0,2
167934,WN,2018-01-03,15,20800.0,22187.0,2
167935,WN,2018-01-03,16,23052.0,25572.0,2
167936,WN,2018-01-03,17,25810.0,30106.0,2
167937,WN,2018-01-03,18,29043.0,34580.0,2
167938,WN,2018-01-03,19,32515.0,39670.0,2
167939,WN,2018-01-03,20,35392.0,44436.0,2
167940,WN,2018-01-03,21,38776.0,48864.0,2
167941,WN,2018-01-03,22,42419.0,52060.0,2
167942,WN,2018-01-03,23,46057.0,55391.0,2
167943,WN,2018-01-04,0,2362.0,5156.0,3
167944,WN,2018-01-04,1,4792.0,5727.0,3
167945,WN,2018-01-04,2,5243.0,5853.0,3
167946,WN,2018-01-04,3,6174.0,5853.0,3
167947,WN,2018-01-04,4,6271.0,5863.0,3
167948,WN,2018-01-04,6,6394.0,4589.0,3
167949,WN,2018-01-04,7,6625.0,6309.0,3
167950,WN,2018-01-04,8,8934.0,8280.0,3
167951,WN,2018-01-04,9,10644.0,11242.0,3
167952,WN,2018-01-04,10,12780.0,13985.0,3
167953,WN,2018-01-04,11,15841.0,16502.0,3
167954,WN,2018-01-04,12,17843.0,19982.0,3
167955,WN,2018-01-04,13,20687.0,22810.0,3
167956,WN,2018-01-04,14,22761.0,26322.0,3
167957,WN,2018-01-04,15,25497.0,29629.0,3
167958,WN,2018-01-04,16,28104.0,33273.0,3
167959,WN,2018-01-04,17,31422.0,37046.0,3
167960,WN,2018-01-04,18,34467.0,40192.0,3
167961,WN,2018-01-04,19,37695.0,43930.0,3
167962,WN,2018-01-04,20,39893.0,47466.0,3
167963,WN,2018-01-04,21,42697.0,49255.0,3
167964,WN,2018-01-04,22,45562.0,51222.0,3
167965,WN,2018-01-04,23,48375.0,52929.0,3
167966,WN,2018-01-05,0,1537.0,417.0,4
167967,WN,2018-01-05,1,2840.0,537.0,4
167968,WN,2018-01-05,2,3156.0,552.0,4
167969,WN,2018-01-05,3,3311.0,552.0,4
167970,WN,2018-01-05,4,3311.0,552.0,4
167971,WN,2018-01-05,6,3443.0,2953.0,4
167972,WN,2018-01-05,7,3891.0,4544.0,4
167973,WN,2018-01-05,8,5573.0,5606.0,4
167974,WN,2018-01-05,9,6596.0,7311.0,4
167975,WN,2018-01-05,10,7929.0,8311.0,4
167976,WN,2018-01-05,11,9264.0,9648.0,4
167977,WN,2018-01-05,12,9980.0,11184.0,4
167978,WN,2018-01-05,13,11145.0,12621.0,4
167979,WN,2018-01-05,14,12231.0,14682.0,4
167980,WN,2018-01-05,15,13142.0,17416.0,4
167981,WN,2018-01-05,16,15301.0,19697.0,4
167982,WN,2018-01-05,17,16944.0,22862.0,4
167983,WN,2018-01-05,18,18879.0,25477.0,4
167984,WN,2018-01-05,19,21650.0,28607.0,4
167985,WN,2018-01-05,20,23989.0,33001.0,4
167986,WN,2018-01-05,21,26174.0,36166.0,4
167987,WN,2018-01-05,22,28885.0,38023.0,4
167988,WN,2018-01-05,23,31351.0,39742.0,4
167989,WN,2018-01-06,0,10483.0,9036.0,5
167990,WN,2018-01-06,1,3198.0,9736.0,5
167991,WN,2018-01-06,2,4383.0,9792.0,5
167992,WN,2018-01-06,3,4689.0,9792.0,5
167993,WN,2018-01-06,4,4824.0,9792.0,5
167994,WN,2018-01-06,6,4832.0,9995.0,5
167995,WN,2018-01-06,7,5068.0,3139.0,5
167996,WN,2018-01-06,8,5375.0,3651.0,5
167997,WN,2018-01-06,9,5904.0,4454.0,5
167998,WN,2018-01-06,10,6375.0,5598.0,5
167999,WN,2018-01-06,11,6935.0,6611.0,5
168000,WN,2018-01-06,12,7676.0,8028.0,5
168001,WN,2018-01-06,13,8692.0,9350.0,5
168002,WN,2018-01-06,14,9706.0,11778.0,5
168003,WN,2018-01-06,15,10748.0,13523.0,5
168004,WN,2018-01-06,16,12218.0,16027.0,5
168005,WN,2018-01-06,17,13847.0,18197.0,5
168006,WN,2018-01-06,18,15585.0,21084.0,5
168007,WN,2018-01-06,19,18221.0,24074.0,5
168008,WN,2018-01-06,20,20093.0,26554.0,5
168009,WN,2018-01-06,21,22018.0,27975.0,5
168010,WN,2018-01-06,22,23646.0,29312.0,5
168011,WN,2018-01-06,23,25592.0,29599.0,5
168012,WN,2018-01-07,0,1498.0,1557.0,6
168013,WN,2018-01-07,1,2020.0,1557.0,6
168014,WN,2018-01-07,2,2059.0,1557.0,6
168015,WN,2018-01-07,3,2059.0,1557.0,6
168016,WN,2018-01-07,5,2059.0,1610.0,6
168017,WN,2018-01-07,6,2062.0,2053.0,6
168018,WN,2018-01-07,7,2083.0,2513.0,6
168019,WN,2018-01-07,8,2201.0,3035.0,6
168020,WN,2018-01-07,9,2522.0,2966.0,6
168021,WN,2018-01-07,10,3255.0,4847.0,6
168022,WN,2018-01-07,11,4149.0,7073.0,6
168023,WN,2018-01-07,12,5280.0,8845.0,6
168024,WN,2018-01-07,13,6644.0,10606.0,6
168025,WN,2018-01-07,14,7716.0,12528.0,6
168026,WN,2018-01-07,15,9046.0,15063.0,6
168027,WN,2018-01-07,16,11015.0,17871.0,6
168028,WN,2018-01-07,17,13204.0,21491.0,6
168029,WN,2018-01-07,18,14996.0,24593.0,6
168030,WN,2018-01-07,19,17741.0,27775.0,6
168031,WN,2018-01-07,20,20262.0,32219.0,6
168032,WN,2018-01-07,21,22813.0,35623.0,6
168033,WN,2018-01-07,22,26666.0,38831.0,6
168034,WN,2018-01-07,23,29145.0,41609.0,6
168035,WN,2018-01-08,0,2621.0,4641.0,0
168036,WN,2018-01-08,1,4966.0,5763.0,0
168037,WN,2018-01-08,2,6354.0,5881.0,0
168038,WN,2018-01-08,3,6874.0,5881.0,0
168039,WN,2018-01-08,4,7003.0,5881.0,0
168040,WN,2018-01-08,6,7003.0,6453.0,0
168041,WN,2018-01-08,7,7125.0,7031.0,0
168042,WN,2018-01-08,8,7960.0,4930.0,0
168043,WN,2018-01-08,9,9209.0,6362.0,0
168044,WN,2018-01-08,10,10026.0,7970.0,0
168045,WN,2018-01-08,11,11292.0,9534.0,0
168046,WN,2018-01-08,12,12859.0,11420.0,0
168047,WN,2018-01-08,13,13929.0,13987.0,0
168048,WN,2018-01-08,14,15482.0,16217.0,0
168049,WN,2018-01-08,15,17506.0,19157.0,0
168050,WN,2018-01-08,16,19231.0,21818.0,0
168051,WN,2018-01-08,17,21062.0,25329.0,0
168052,WN,2018-01-08,18,23673.0,28385.0,0
168053,WN,2018-01-08,19,26420.0,32564.0,0
168054,WN,2018-01-08,20,28907.0,36837.0,0
168055,WN,2018-01-08,21,32533.0,40519.0,0
168056,WN,2018-01-08,22,35874.0,43671.0,0
168057,WN,2018-01-08,23,39574.0,46098.0,0
168058,WN,2018-01-09,0,6886.0,4607.0,1
168059,WN,2018-01-09,1,9841.0,6008.0,1
168060,WN,2018-01-09,2,11355.0,6312.0,1
168061,WN,2018-01-09,3,12491.0,6450.0,1
168062,WN,2018-01-09,4,12841.0,6452.0,1
168063,WN,2018-01-09,5,12841.0,6531.0,1
168064,WN,2018-01-09,6,12864.0,6802.0,1
168065,WN,2018-01-09,7,12894.0,7022.0,1
168066,WN,2018-01-09,8,11104.0,6463.0,1
168067,WN,2018-01-09,9,11646.0,8005.0,1
168068,WN,2018-01-09,10,12805.0,9830.0,1
168069,WN,2018-01-09,11,14650.0,12438.0,1
168070,WN,2018-01-09,12,17016.0,17185.0,1
168071,WN,2018-01-09,13,19689.0,21507.0,1
168072,WN,2018-01-09,14,22521.0,24794.0,1
168073,WN,2018-01-09,15,25754.0,30152.0,1
168074,WN,2018-01-09,16,29060.0,34696.0,1
168075,WN,2018-01-09,17,32759.0,38910.0,1
168076,WN,2018-01-09,18,37192.0,44621.0,1
168077,WN,2018-01-09,19,42002.0,50045.0,1
168078,WN,2018-01-09,20,46649.0,55749.0,1
168079,WN,2018-01-09,21,51414.0,60129.0,1
168080,WN,2018-01-09,22,56195.0,64193.0,1
168081,WN,2018-01-09,23,60076.0,68497.0,1
168082,WN,2018-01-10,0,4171.0,2316.0,2
168083,WN,2018-01-10,1,7616.0,3672.0,2
168084,WN,2018-01-10,2,9955.0,4286.0,2
168085,WN,2018-01-10,3,10563.0,4377.0,2
168086,WN,2018-01-10,4,11042.0,4379.0,2
168087,WN,2018-01-10,5,11378.0,4421.0,2
168088,WN,2018-01-10,6,11383.0,4602.0,2
168089,WN,2018-01-10,7,11551.0,6040.0,2
168090,WN,2018-01-10,8,12285.0,6620.0,2
168091,WN,2018-01-10,9,12890.0,8081.0,2
168092,WN,2018-01-10,10,14225.0,9241.0,2
168093,WN,2018-01-10,11,15487.0,10227.0,2
168094,WN,2018-01-10,12,16484.0,12226.0,2
168095,WN,2018-01-10,13,17221.0,13647.0,2
168096,WN,2018-01-10,14,17976.0,14562.0,2
168097,WN,2018-01-10,15,19625.0,15930.0,2
168098,WN,2018-01-10,16,21336.0,18092.0,2
168099,WN,2018-01-10,17,23029.0,20600.0,2
168100,WN,2018-01-10,18,24936.0,24966.0,2
168101,WN,2018-01-10,19,27676.0,28350.0,2
168102,WN,2018-01-10,20,30364.0,31905.0,2
168103,WN,2018-01-10,21,33591.0,35292.0,2
168104,WN,2018-01-10,22,37155.0,37737.0,2
168105,WN,2018-01-10,23,41033.0,40278.0,2
168106,WN,2018-01-11,0,7477.0,5093.0,3
168107,WN,2018-01-11,1,8842.0,6052.0,3
168108,WN,2018-01-11,2,10298.0,6101.0,3
168109,WN,2018-01-11,3,10663.0,6101.0,3
168110,WN,2018-01-11,4,10719.0,6124.0,3
168111,WN,2018-01-11,5,10719.0,6179.0,3
168112,WN,2018-01-11,6,10719.0,6345.0,3
168113,WN,2018-01-11,7,10749.0,6579.0,3
168114,WN,2018-01-11,8,5893.0,3015.0,3
168115,WN,2018-01-11,9,6267.0,3746.0,3
168116,WN,2018-01-11,10,6805.0,4708.0,3
168117,WN,2018-01-11,11,7626.0,5701.0,3
168118,WN,2018-01-11,12,8766.0,6893.0,3
168119,WN,2018-01-11,13,9570.0,8461.0,3
168120,WN,2018-01-11,14,10831.0,9899.0,3
168121,WN,2018-01-11,15,11451.0,12187.0,3
168122,WN,2018-01-11,16,13394.0,14760.0,3
168123,WN,2018-01-11,17,15275.0,17295.0,3
168124,WN,2018-01-11,18,17467.0,21116.0,3
168125,WN,2018-01-11,19,20425.0,26706.0,3
168126,WN,2018-01-11,20,24347.0,32511.0,3
168127,WN,2018-01-11,21,29485.0,37425.0,3
168128,WN,2018-01-11,22,35085.0,41489.0,3
168129,WN,2018-01-11,23,40198.0,46711.0,3
168130,WN,2018-01-12,0,5198.0,6694.0,4
168131,WN,2018-01-12,1,8518.0,3925.0,4
168132,WN,2018-01-12,2,10492.0,4874.0,4
168133,WN,2018-01-12,3,10995.0,4874.0,4
168134,WN,2018-01-12,4,11713.0,4883.0,4
168135,WN,2018-01-12,5,11713.0,4897.0,4
168136,WN,2018-01-12,6,11723.0,5166.0,4
168137,WN,2018-01-12,7,11790.0,6233.0,4
168138,WN,2018-01-12,8,12452.0,7512.0,4
168139,WN,2018-01-12,9,13250.0,8478.0,4
168140,WN,2018-01-12,10,14997.0,11407.0,4
168141,WN,2018-01-12,11,16609.0,14495.0,4
168142,WN,2018-01-12,12,19297.0,18404.0,4
168143,WN,2018-01-12,13,22275.0,22559.0,4
168144,WN,2018-01-12,14,25575.0,25807.0,4
168145,WN,2018-01-12,15,29261.0,30469.0,4
168146,WN,2018-01-12,16,32430.0,34667.0,4
168147,WN,2018-01-12,17,37179.0,41236.0,4
168148,WN,2018-01-12,18,41555.0,48712.0,4
168149,WN,2018-01-12,19,47972.0,56050.0,4
168150,WN,2018-01-12,20,52539.0,64229.0,4
168151,WN,2018-01-12,21,59428.0,69890.0,4
168152,WN,2018-01-12,22,65202.0,75383.0,4
168153,WN,2018-01-12,23,72586.0,80033.0,4
168154,WN,2018-01-13,0,5167.0,2856.0,5
168155,WN,2018-01-13,1,8920.0,4579.0,5
168156,WN,2018-01-13,2,10773.0,4986.0,5
168157,WN,2018-01-13,3,12324.0,5418.0,5
168158,WN,2018-01-13,4,13191.0,5418.0,5
168159,WN,2018-01-13,5,13390.0,5475.0,5
168160,WN,2018-01-13,6,13390.0,5746.0,5
168161,WN,2018-01-13,7,13655.0,7871.0,5
168162,WN,2018-01-13,8,14571.0,8501.0,5
168163,WN,2018-01-13,9,16167.0,9983.0,5
168164,WN,2018-01-13,10,16789.0,11750.0,5
168165,WN,2018-01-13,11,18243.0,12971.0,5
168166,WN,2018-01-13,12,19592.0,14538.0,5
168167,WN,2018-01-13,13,20591.0,16088.0,5
168168,WN,2018-01-13,14,21540.0,17937.0,5
168169,WN,2018-01-13,15,22782.0,19403.0,5
168170,WN,2018-01-13,16,24727.0,21291.0,5
168171,WN,2018-01-13,17,25969.0,23216.0,5
168172,WN,2018-01-13,18,27708.0,25012.0,5
168173,WN,2018-01-13,19,29661.0,26850.0,5
168174,WN,2018-01-13,20,31926.0,28184.0,5
168175,WN,2018-01-13,21,32881.0,29116.0,5
168176,WN,2018-01-13,22,34115.0,29620.0,5
168177,WN,2018-01-13,23,35149.0,29705.0,5
168178,WN,2018-01-14,0,4984.0,3188.0,6
168179,WN,2018-01-14,1,5056.0,3188.0,6
168180,WN,2018-01-14,2,5056.0,3188.0,6
168181,WN,2018-01-14,6,5056.0,3302.0,6
168182,WN,2018-01-14,7,5063.0,3461.0,6
168183,WN,2018-01-14,8,5132.0,3832.0,6
168184,WN,2018-01-14,9,5221.0,4232.0,6
168185,WN,2018-01-14,10,1082.0,5348.0,6
168186,WN,2018-01-14,11,1736.0,6382.0,6
168187,WN,2018-01-14,12,2454.0,7253.0,6
168188,WN,2018-01-14,13,3252.0,8174.0,6
168189,WN,2018-01-14,14,4055.0,9172.0,6
168190,WN,2018-01-14,15,4609.0,10711.0,6
168191,WN,2018-01-14,16,5687.0,12284.0,6
168192,WN,2018-01-14,17,6516.0,13861.0,6
168193,WN,2018-01-14,18,7832.0,15828.0,6
168194,WN,2018-01-14,19,9022.0,17351.0,6
168195,WN,2018-01-14,20,10202.0,18665.0,6
168196,WN,2018-01-14,21,11444.0,20467.0,6
168197,WN,2018-01-14,22,12811.0,21145.0,6
168198,WN,2018-01-14,23,13967.0,22107.0,6
168199,WN,2018-01-15,0,1316.0,3482.0,0
168200,WN,2018-01-15,1,2212.0,4159.0,0
168201,WN,2018-01-15,2,2909.0,4159.0,0
168202,WN,2018-01-15,3,2909.0,4159.0,0
168203,WN,2018-01-15,6,2909.0,4619.0,0
168204,WN,2018-01-15,7,2976.0,5115.0,0
168205,WN,2018-01-15,8,3984.0,3197.0,0
168206,WN,2018-01-15,9,4892.0,4940.0,0
168207,WN,2018-01-15,10,5775.0,6331.0,0
168208,WN,2018-01-15,11,7268.0,7647.0,0
168209,WN,2018-01-15,12,8793.0,9684.0,0
168210,WN,2018-01-15,13,10086.0,11450.0,0
168211,WN,2018-01-15,14,11966.0,13766.0,0
168212,WN,2018-01-15,15,13855.0,16551.0,0
168213,WN,2018-01-15,16,15736.0,19103.0,0
168214,WN,2018-01-15,17,17914.0,23120.0,0
168215,WN,2018-01-15,18,20233.0,27694.0,0
168216,WN,2018-01-15,19,23930.0,31678.0,0
168217,WN,2018-01-15,20,27667.0,37130.0,0
168218,WN,2018-01-15,21,31621.0,41955.0,0
168219,WN,2018-01-15,22,35573.0,45917.0,0
168220,WN,2018-01-15,23,40851.0,48035.0,0
168221,WN,2018-01-16,0,3287.0,6141.0,1
168222,WN,2018-01-16,1,5499.0,6998.0,1
168223,WN,2018-01-16,2,6584.0,7127.0,1
168224,WN,2018-01-16,3,7082.0,7264.0,1
168225,WN,2018-01-16,6,7117.0,7656.0,1
168226,WN,2018-01-16,7,7176.0,8071.0,1
168227,WN,2018-01-16,8,8189.0,6046.0,1
168228,WN,2018-01-16,9,9666.0,8159.0,1
168229,WN,2018-01-16,10,11723.0,11065.0,1
168230,WN,2018-01-16,11,13946.0,14441.0,1
168231,WN,2018-01-16,12,17230.0,17547.0,1
168232,WN,2018-01-16,13,20178.0,22074.0,1
168233,WN,2018-01-16,14,23109.0,26820.0,1
168234,WN,2018-01-16,15,27567.0,31984.0,1
168235,WN,2018-01-16,16,32247.0,37398.0,1
168236,WN,2018-01-16,17,37054.0,42879.0,1
168237,WN,2018-01-16,18,40967.0,47986.0,1
168238,WN,2018-01-16,19,46549.0,53204.0,1
168239,WN,2018-01-16,20,51675.0,58135.0,1
168240,WN,2018-01-16,21,55818.0,63562.0,1
168241,WN,2018-01-16,22,60184.0,66739.0,1
168242,WN,2018-01-16,23,64733.0,69511.0,1
168243,WN,2018-01-17,0,3967.0,18476.0,2
168244,WN,2018-01-17,1,6093.0,19203.0,2
168245,WN,2018-01-17,2,7276.0,19292.0,2
168246,WN,2018-01-17,3,7516.0,19292.0,2
168247,WN,2018-01-17,5,7516.0,19334.0,2
168248,WN,2018-01-17,6,7661.0,4123.0,2
168249,WN,2018-01-17,7,8304.0,6509.0,2
168250,WN,2018-01-17,8,10398.0,8867.0,2
168251,WN,2018-01-17,9,13093.0,11578.0,2
168252,WN,2018-01-17,10,16196.0,15477.0,2
168253,WN,2018-01-17,11,19873.0,18591.0,2
168254,WN,2018-01-17,12,23616.0,22927.0,2
168255,WN,2018-01-17,13,26636.0,26783.0,2
168256,WN,2018-01-17,14,30625.0,30186.0,2
168257,WN,2018-01-17,15,34112.0,34262.0,2
168258,WN,2018-01-17,16,37656.0,39272.0,2
168259,WN,2018-01-17,17,41698.0,44082.0,2
168260,WN,2018-01-17,18,45704.0,48256.0,2
168261,WN,2018-01-17,19,49311.0,52614.0,2
168262,WN,2018-01-17,20,53023.0,56647.0,2
168263,WN,2018-01-17,21,56689.0,60693.0,2
168264,WN,2018-01-17,22,59008.0,63075.0,2
168265,WN,2018-01-17,23,63186.0,65189.0,2
168266,WN,2018-01-18,0,2881.0,19070.0,3
168267,WN,2018-01-18,1,4165.0,19805.0,3
168268,WN,2018-01-18,2,5223.0,20050.0,3
168269,WN,2018-01-18,3,5604.0,20050.0,3
168270,WN,2018-01-18,4,5750.0,20057.0,3
168271,WN,2018-01-18,5,5750.0,20080.0,3
168272,WN,2018-01-18,6,5826.0,4561.0,3
168273,WN,2018-01-18,7,6738.0,6188.0,3
168274,WN,2018-01-18,8,8007.0,7868.0,3
168275,WN,2018-01-18,9,9594.0,9590.0,3
168276,WN,2018-01-18,10,11408.0,11951.0,3
168277,WN,2018-01-18,11,12847.0,14262.0,3
168278,WN,2018-01-18,12,15495.0,16275.0,3
168279,WN,2018-01-18,13,16553.0,18422.0,3
168280,WN,2018-01-18,14,19037.0,20725.0,3
168281,WN,2018-01-18,15,20447.0,22976.0,3
168282,WN,2018-01-18,16,22834.0,24893.0,3
168283,WN,2018-01-18,17,24665.0,27081.0,3
168284,WN,2018-01-18,18,26649.0,30210.0,3
168285,WN,2018-01-18,19,28789.0,33465.0,3
168286,WN,2018-01-18,20,29989.0,36172.0,3
168287,WN,2018-01-18,21,31677.0,38209.0,3
168288,WN,2018-01-18,22,33901.0,40175.0,3
168289,WN,2018-01-18,23,36395.0,42148.0,3
168290,WN,2018-01-19,0,1846.0,1511.0,4
168291,WN,2018-01-19,1,3696.0,2280.0,4
168292,WN,2018-01-19,2,4528.0,2415.0,4
168293,WN,2018-01-19,3,5035.0,2415.0,4
168294,WN,2018-01-19,5,5035.0,2439.0,4
168295,WN,2018-01-19,6,5047.0,2589.0,4
168296,WN,2018-01-19,7,5067.0,2933.0,4
168297,WN,2018-01-19,8,5276.0,3106.0,4
168298,WN,2018-01-19,9,5627.0,3996.0,4
168299,WN,2018-01-19,10,5957.0,5120.0,4
168300,WN,2018-01-19,11,6725.0,5677.0,4
168301,WN,2018-01-19,12,7870.0,6868.0,4
168302,WN,2018-01-19,13,8859.0,8323.0,4
168303,WN,2018-01-19,14,9444.0,9522.0,4
168304,WN,2018-01-19,15,10092.0,10755.0,4
168305,WN,2018-01-19,16,11320.0,12422.0,4
168306,WN,2018-01-19,17,12561.0,15008.0,4
168307,WN,2018-01-19,18,13746.0,17942.0,4
168308,WN,2018-01-19,19,15506.0,21191.0,4
168309,WN,2018-01-19,20,18155.0,24572.0,4
168310,WN,2018-01-19,21,20744.0,27976.0,4
168311,WN,2018-01-19,22,22954.0,30656.0,4
168312,WN,2018-01-19,23,25726.0,32440.0,4
168313,WN,2018-01-20,0,2354.0,2899.0,5
168314,WN,2018-01-20,1,4364.0,3586.0,5
168315,WN,2018-01-20,2,5500.0,4330.0,5
168316,WN,2018-01-20,3,6419.0,4330.0,5
168317,WN,2018-01-20,4,6608.0,4330.0,5
168318,WN,2018-01-20,6,6608.0,4422.0,5
168319,WN,2018-01-20,7,6608.0,4636.0,5
168320,WN,2018-01-20,8,6761.0,3754.0,5
168321,WN,2018-01-20,9,6907.0,4114.0,5
168322,WN,2018-01-20,10,7166.0,4747.0,5
168323,WN,2018-01-20,11,7752.0,5639.0,5
168324,WN,2018-01-20,12,8728.0,6159.0,5
168325,WN,2018-01-20,13,9340.0,7385.0,5
168326,WN,2018-01-20,14,9786.0,8754.0,5
168327,WN,2018-01-20,15,10409.0,9833.0,5
168328,WN,2018-01-20,16,12018.0,10847.0,5
168329,WN,2018-01-20,17,12489.0,11789.0,5
168330,WN,2018-01-20,18,13733.0,13289.0,5
168331,WN,2018-01-20,19,14977.0,14423.0,5
168332,WN,2018-01-20,20,15611.0,15528.0,5
168333,WN,2018-01-20,21,16860.0,15908.0,5
168334,WN,2018-01-20,22,17992.0,16693.0,5
168335,WN,2018-01-20,23,18730.0,16828.0,5
168336,WN,2018-01-21,0,1578.0,16828.0,6
168337,WN,2018-01-21,1,1594.0,16828.0,6
168338,WN,2018-01-21,2,1629.0,16828.0,6
168339,WN,2018-01-21,3,1629.0,703.0,6
168340,WN,2018-01-21,7,1636.0,1208.0,6
168341,WN,2018-01-21,8,810.0,1918.0,6
168342,WN,2018-01-21,9,1486.0,2609.0,6
168343,WN,2018-01-21,10,1897.0,3921.0,6
168344,WN,2018-01-21,11,2776.0,4607.0,6
168345,WN,2018-01-21,12,3731.0,6319.0,6
168346,WN,2018-01-21,13,4437.0,8404.0,6
168347,WN,2018-01-21,14,5204.0,9601.0,6
168348,WN,2018-01-21,15,6861.0,11739.0,6
168349,WN,2018-01-21,16,8148.0,13900.0,6
168350,WN,2018-01-21,17,10597.0,16474.0,6
168351,WN,2018-01-21,18,12465.0,20493.0,6
168352,WN,2018-01-21,19,14342.0,23653.0,6
168353,WN,2018-01-21,20,17501.0,28125.0,6
168354,WN,2018-01-21,21,21237.0,32334.0,6
168355,WN,2018-01-21,22,24664.0,36648.0,6
168356,WN,2018-01-21,23,28757.0,40270.0,6
168357,WN,2018-01-22,0,4509.0,11115.0,0
168358,WN,2018-01-22,1,7481.0,12098.0,0
168359,WN,2018-01-22,2,9163.0,12219.0,0
168360,WN,2018-01-22,3,9437.0,12219.0,0
168361,WN,2018-01-22,4,9593.0,12219.0,0
168362,WN,2018-01-22,6,9768.0,4032.0,0
168363,WN,2018-01-22,7,9859.0,5241.0,0
168364,WN,2018-01-22,8,10649.0,6212.0,0
168365,WN,2018-01-22,9,11790.0,7669.0,0
168366,WN,2018-01-22,10,12598.0,8859.0,0
168367,WN,2018-01-22,11,13774.0,11198.0,0
168368,WN,2018-01-22,12,14802.0,12476.0,0
168369,WN,2018-01-22,13,16381.0,13980.0,0
168370,WN,2018-01-22,14,17951.0,15838.0,0
168371,WN,2018-01-22,15,19519.0,17655.0,0
168372,WN,2018-01-22,16,20800.0,19350.0,0
168373,WN,2018-01-22,17,22387.0,21039.0,0
168374,WN,2018-01-22,18,23958.0,23208.0,0
168375,WN,2018-01-22,19,25735.0,24827.0,0
168376,WN,2018-01-22,20,27336.0,26859.0,0
168377,WN,2018-01-22,21,28967.0,28360.0,0
168378,WN,2018-01-22,22,30500.0,29684.0,0
168379,WN,2018-01-22,23,32964.0,30573.0,0
168380,WN,2018-01-23,0,782.0,6290.0,1
168381,WN,2018-01-23,1,1906.0,6526.0,1
168382,WN,2018-01-23,2,2112.0,6633.0,1
168383,WN,2018-01-23,3,2285.0,6637.0,1
168384,WN,2018-01-23,5,2285.0,6657.0,1
168385,WN,2018-01-23,6,2336.0,1480.0,1
168386,WN,2018-01-23,7,2440.0,2589.0,1
168387,WN,2018-01-23,8,3024.0,3106.0,1
168388,WN,2018-01-23,9,3803.0,3715.0,1
168389,WN,2018-01-23,10,4761.0,4894.0,1
