,Marketing_Airline_Network,ACT_ARR_DATE,ACT_ARR_HOUR,ArrDelayMinutes,DepDelayMinutes,Weekday
176260,WN,2018-12-26,11,4408.0,7448.0,2
176261,WN,2018-12-26,12,5604.0,9795.0,2
176262,WN,2018-12-26,13,7494.0,11546.0,2
176263,WN,2018-12-26,14,9025.0,15396.0,2
176264,WN,2018-12-26,15,11041.0,18460.0,2
176265,WN,2018-12-26,16,14088.0,22506.0,2
176266,WN,2018-12-26,17,17408.0,26229.0,2
176267,WN,2018-12-26,18,20648.0,31829.0,2
176268,WN,2018-12-26,19,24284.0,37220.0,2
176269,WN,2018-12-26,20,28372.0,43136.0,2
176270,WN,2018-12-26,21,33180.0,49206.0,2
176271,WN,2018-12-26,22,37705.0,57133.0,2
176272,WN,2018-12-26,23,44771.0,65999.0,2
176273,WN,2018-12-27,0,8048.0,7478.0,3
176274,WN,2018-12-27,1,17151.0,10303.0,3
176275,WN,2018-12-27,2,22416.0,15367.0,3
176276,WN,2018-12-27,3,27871.0,16338.0,3
176277,WN,2018-12-27,4,30581.0,17102.0,3
176278,WN,2018-12-27,5,32822.0,17278.0,3
176279,WN,2018-12-27,6,33963.0,18026.0,3
176280,WN,2018-12-27,7,34375.0,19758.0,3
176281,WN,2018-12-27,8,35202.0,23070.0,3
176282,WN,2018-12-27,9,37144.0,25889.0,3
176283,WN,2018-12-27,10,39397.0,30492.0,3
176284,WN,2018-12-27,11,42730.0,34441.0,3
176285,WN,2018-12-27,12,46928.0,40427.0,3
176286,WN,2018-12-27,13,51189.0,46990.0,3
176287,WN,2018-12-27,14,56175.0,53651.0,3
176288,WN,2018-12-27,15,60914.0,60667.0,3
176289,WN,2018-12-27,16,66952.0,68080.0,3
176290,WN,2018-12-27,17,74198.0,76473.0,3
176291,WN,2018-12-27,18,80139.0,85712.0,3
176292,WN,2018-12-27,19,88317.0,95054.0,3
176293,WN,2018-12-27,20,94685.0,105555.0,3
176294,WN,2018-12-27,21,104596.0,115047.0,3
176295,WN,2018-12-27,22,111988.0,128309.0,3
176296,WN,2018-12-27,23,123318.0,137574.0,3
176297,WN,2018-12-28,0,10584.0,8087.0,4
176298,WN,2018-12-28,1,21091.0,12450.0,4
176299,WN,2018-12-28,2,27857.0,13884.0,4
176300,WN,2018-12-28,3,31295.0,14399.0,4
176301,WN,2018-12-28,4,33206.0,14399.0,4
176302,WN,2018-12-28,5,33223.0,14595.0,4
176303,WN,2018-12-28,6,33256.0,15257.0,4
176304,WN,2018-12-28,7,33760.0,16318.0,4
176305,WN,2018-12-28,8,34386.0,18275.0,4
176306,WN,2018-12-28,9,35242.0,20594.0,4
176307,WN,2018-12-28,10,36934.0,23774.0,4
176308,WN,2018-12-28,11,38711.0,27177.0,4
176309,WN,2018-12-28,12,41526.0,33751.0,4
176310,WN,2018-12-28,13,44922.0,38968.0,4
176311,WN,2018-12-28,14,50227.0,44293.0,4
176312,WN,2018-12-28,15,55412.0,50234.0,4
176313,WN,2018-12-28,16,59495.0,57768.0,4
176314,WN,2018-12-28,17,64541.0,63482.0,4
176315,WN,2018-12-28,18,70635.0,70275.0,4
176316,WN,2018-12-28,19,77111.0,78137.0,4
176317,WN,2018-12-28,20,83775.0,86352.0,4
176318,WN,2018-12-28,21,90618.0,95189.0,4
176319,WN,2018-12-28,22,97658.0,103859.0,4
176320,WN,2018-12-28,23,105001.0,111466.0,4
176321,WN,2018-12-29,0,13622.0,10212.0,5
176322,WN,2018-12-29,1,15872.0,12263.0,5
176323,WN,2018-12-29,2,21719.0,14764.0,5
176324,WN,2018-12-29,3,24625.0,15149.0,5
176325,WN,2018-12-29,4,25683.0,15149.0,5
176326,WN,2018-12-29,5,26096.0,15251.0,5
176327,WN,2018-12-29,6,26097.0,15624.0,5
176328,WN,2018-12-29,7,26256.0,11521.0,5
176329,WN,2018-12-29,8,26784.0,13013.0,5
176330,WN,2018-12-29,9,27792.0,14775.0,5
176331,WN,2018-12-29,10,29024.0,16952.0,5
176332,WN,2018-12-29,11,30925.0,20193.0,5
176333,WN,2018-12-29,12,32930.0,23268.0,5
176334,WN,2018-12-29,13,35830.0,28348.0,5
176335,WN,2018-12-29,14,38736.0,33213.0,5
176336,WN,2018-12-29,15,42413.0,38074.0,5
176337,WN,2018-12-29,16,45598.0,43390.0,5
176338,WN,2018-12-29,17,49942.0,48367.0,5
176339,WN,2018-12-29,18,53963.0,55152.0,5
176340,WN,2018-12-29,19,58902.0,60639.0,5
176341,WN,2018-12-29,20,63736.0,67360.0,5
176342,WN,2018-12-29,21,69366.0,75221.0,5
176343,WN,2018-12-29,22,75416.0,81303.0,5
176344,WN,2018-12-29,23,81240.0,86849.0,5
176345,WN,2018-12-30,0,8892.0,6068.0,6
176346,WN,2018-12-30,1,14661.0,7677.0,6
176347,WN,2018-12-30,2,15618.0,8340.0,6
176348,WN,2018-12-30,3,17491.0,8340.0,6
176349,WN,2018-12-30,4,17841.0,8342.0,6
176350,WN,2018-12-30,5,17843.0,8472.0,6
176351,WN,2018-12-30,6,17843.0,8817.0,6
176352,WN,2018-12-30,7,18155.0,7752.0,6
176353,WN,2018-12-30,8,18534.0,9003.0,6
176354,WN,2018-12-30,9,19111.0,10157.0,6
176355,WN,2018-12-30,10,20075.0,12254.0,6
176356,WN,2018-12-30,11,20787.0,14282.0,6
176357,WN,2018-12-30,12,21933.0,16309.0,6
176358,WN,2018-12-30,13,24032.0,19598.0,6
176359,WN,2018-12-30,14,26483.0,22792.0,6
176360,WN,2018-12-30,15,28207.0,26623.0,6
176361,WN,2018-12-30,16,30626.0,29991.0,6
176362,WN,2018-12-30,17,33143.0,34257.0,6
176363,WN,2018-12-30,18,35749.0,38667.0,6
176364,WN,2018-12-30,19,39237.0,42884.0,6
176365,WN,2018-12-30,20,43535.0,48014.0,6
176366,WN,2018-12-30,21,47483.0,54638.0,6
176367,WN,2018-12-30,22,51329.0,59169.0,6
176368,WN,2018-12-30,23,55829.0,63764.0,6
176369,WN,2018-12-31,0,5237.0,5145.0,0
176370,WN,2018-12-31,1,9898.0,6240.0,0
176371,WN,2018-12-31,2,12302.0,6889.0,0
176372,WN,2018-12-31,3,14143.0,6987.0,0
176373,WN,2018-12-31,4,14685.0,6987.0,0
176374,WN,2018-12-31,5,14685.0,6994.0,0
176375,WN,2018-12-31,6,14046.0,7393.0,0
176376,WN,2018-12-31,7,14095.0,8039.0,0
176377,WN,2018-12-31,8,14694.0,9050.0,0
176378,WN,2018-12-31,9,15099.0,10473.0,0
176379,WN,2018-12-31,10,15825.0,11894.0,0
176380,WN,2018-12-31,11,16885.0,13126.0,0
176381,WN,2018-12-31,12,18271.0,15337.0,0
176382,WN,2018-12-31,13,20233.0,18303.0,0
176383,WN,2018-12-31,14,22393.0,20975.0,0
176384,WN,2018-12-31,15,24565.0,25984.0,0
176385,WN,2018-12-31,16,28184.0,29162.0,0
176386,WN,2018-12-31,17,31215.0,34187.0,0
176387,WN,2018-12-31,18,34059.0,38607.0,0
176388,WN,2018-12-31,19,38107.0,41886.0,0
176389,WN,2018-12-31,20,42401.0,46594.0,0
176390,WN,2018-12-31,21,45894.0,50221.0,0
176391,WN,2018-12-31,22,49492.0,52816.0,0
176392,WN,2018-12-31,23,53139.0,54284.0,0
176393,WN,2019-01-01,0,2760.0,725.0,1
176394,WN,2019-01-01,1,4088.0,789.0,1
176395,WN,2019-01-01,2,4305.0,789.0,1
176396,WN,2019-01-01,3,4486.0,789.0,1
176397,WN,2019-01-01,5,4486.0,829.0,1
176398,WN,2019-01-01,6,4153.0,1338.0,1
176399,WN,2019-01-01,7,4311.0,1854.0,1
176400,WN,2019-01-01,8,4752.0,2697.0,1
176401,WN,2019-01-01,9,5415.0,4123.0,1
176402,WN,2019-01-01,10,6257.0,5739.0,1
176403,WN,2019-01-01,11,7461.0,7089.0,1
176404,WN,2019-01-01,12,8449.0,9198.0,1
176405,WN,2019-01-01,13,9419.0,11189.0,1
176406,WN,2019-01-01,14,11045.0,13939.0,1
176407,WN,2019-01-01,15,12979.0,16340.0,1
176408,WN,2019-01-01,16,15253.0,19311.0,1
176409,WN,2019-01-01,17,17670.0,22317.0,1
176410,WN,2019-01-01,18,20448.0,26820.0,1
176411,WN,2019-01-01,19,23674.0,30975.0,1
176412,WN,2019-01-01,20,27114.0,35905.0,1
176413,WN,2019-01-01,21,30952.0,40137.0,1
176414,WN,2019-01-01,22,34646.0,43902.0,1
176415,WN,2019-01-01,23,38734.0,47309.0,1
176416,WN,2019-01-02,0,3739.0,4898.0,2
176417,WN,2019-01-02,1,6275.0,5510.0,2
176418,WN,2019-01-02,2,8192.0,5510.0,2
176419,WN,2019-01-02,3,9125.0,5510.0,2
176420,WN,2019-01-02,5,9130.0,5561.0,2
176421,WN,2019-01-02,6,9186.0,3977.0,2
176422,WN,2019-01-02,7,9326.0,4657.0,2
176423,WN,2019-01-02,8,9797.0,5367.0,2
176424,WN,2019-01-02,9,10351.0,6732.0,2
176425,WN,2019-01-02,10,10915.0,7974.0,2
176426,WN,2019-01-02,11,12136.0,9662.0,2
176427,WN,2019-01-02,12,13543.0,13109.0,2
176428,WN,2019-01-02,13,15120.0,15283.0,2
176429,WN,2019-01-02,14,17330.0,18681.0,2
176430,WN,2019-01-02,15,19593.0,22611.0,2
176431,WN,2019-01-02,16,22648.0,27133.0,2
176432,WN,2019-01-02,17,26206.0,32599.0,2
176433,WN,2019-01-02,18,29816.0,38520.0,2
176434,WN,2019-01-02,19,34703.0,43792.0,2
176435,WN,2019-01-02,20,40131.0,50135.0,2
176436,WN,2019-01-02,21,44935.0,57501.0,2
176437,WN,2019-01-02,22,50300.0,64381.0,2
176438,WN,2019-01-02,23,57726.0,71786.0,2
176439,WN,2019-01-03,0,8000.0,6085.0,3
176440,WN,2019-01-03,1,13650.0,8744.0,3
176441,WN,2019-01-03,2,18137.0,9614.0,3
176442,WN,2019-01-03,3,20104.0,9758.0,3
176443,WN,2019-01-03,4,20707.0,9758.0,3
176444,WN,2019-01-03,5,20861.0,9772.0,3
176445,WN,2019-01-03,6,20863.0,10038.0,3
176446,WN,2019-01-03,7,20926.0,10478.0,3
176447,WN,2019-01-03,8,21320.0,11294.0,3
176448,WN,2019-01-03,9,21638.0,12682.0,3
176449,WN,2019-01-03,10,23417.0,14263.0,3
176450,WN,2019-01-03,11,24687.0,16950.0,3
176451,WN,2019-01-03,12,26726.0,19501.0,3
176452,WN,2019-01-03,13,28247.0,23038.0,3
176453,WN,2019-01-03,14,30877.0,25886.0,3
176454,WN,2019-01-03,15,32958.0,30324.0,3
176455,WN,2019-01-03,16,36086.0,33668.0,3
176456,WN,2019-01-03,17,39032.0,38124.0,3
176457,WN,2019-01-03,18,42346.0,41722.0,3
176458,WN,2019-01-03,19,45515.0,46176.0,3
176459,WN,2019-01-03,20,48800.0,50213.0,3
176460,WN,2019-01-03,21,51562.0,53540.0,3
176461,WN,2019-01-03,22,54506.0,56277.0,3
176462,WN,2019-01-03,23,57513.0,58288.0,3
176463,WN,2019-01-04,0,2304.0,2570.0,4
176464,WN,2019-01-04,1,3673.0,3040.0,4
176465,WN,2019-01-04,2,4515.0,3040.0,4
176466,WN,2019-01-04,3,4745.0,3040.0,4
176467,WN,2019-01-04,5,4745.0,3065.0,4
176468,WN,2019-01-04,6,4747.0,3226.0,4
176469,WN,2019-01-04,7,4797.0,3419.0,4
176470,WN,2019-01-04,8,5258.0,3068.0,4
176471,WN,2019-01-04,9,5733.0,3693.0,4
176472,WN,2019-01-04,10,6315.0,4684.0,4
176473,WN,2019-01-04,11,6923.0,5894.0,4
176474,WN,2019-01-04,12,7458.0,6857.0,4
176475,WN,2019-01-04,13,8219.0,8032.0,4
176476,WN,2019-01-04,14,9056.0,9335.0,4
176477,WN,2019-01-04,15,9988.0,11294.0,4
176478,WN,2019-01-04,16,11422.0,13259.0,4
176479,WN,2019-01-04,17,13128.0,15549.0,4
176480,WN,2019-01-04,18,15034.0,18394.0,4
176481,WN,2019-01-04,19,16867.0,20914.0,4
176482,WN,2019-01-04,20,18638.0,24479.0,4
176483,WN,2019-01-04,21,21002.0,26657.0,4
176484,WN,2019-01-04,22,22765.0,28868.0,4
176485,WN,2019-01-04,23,23992.0,29929.0,4
176486,WN,2019-01-05,0,2161.0,1441.0,5
176487,WN,2019-01-05,1,3855.0,2150.0,5
176488,WN,2019-01-05,2,4706.0,2321.0,5
176489,WN,2019-01-05,3,4856.0,2321.0,5
176490,WN,2019-01-05,4,5019.0,2321.0,5
176491,WN,2019-01-05,6,5019.0,2362.0,5
176492,WN,2019-01-05,7,5028.0,2517.0,5
176493,WN,2019-01-05,8,4545.0,2678.0,5
176494,WN,2019-01-05,9,4748.0,3057.0,5
176495,WN,2019-01-05,10,4970.0,3865.0,5
176496,WN,2019-01-05,11,5293.0,4790.0,5
176497,WN,2019-01-05,12,5692.0,5694.0,5
176498,WN,2019-01-05,13,6493.0,7147.0,5
176499,WN,2019-01-05,14,7340.0,9005.0,5
176500,WN,2019-01-05,15,8468.0,10454.0,5
176501,WN,2019-01-05,16,9441.0,12329.0,5
176502,WN,2019-01-05,17,10490.0,14407.0,5
176503,WN,2019-01-05,18,11680.0,16213.0,5
176504,WN,2019-01-05,19,13048.0,18612.0,5
176505,WN,2019-01-05,20,14610.0,20863.0,5
176506,WN,2019-01-05,21,16629.0,22612.0,5
176507,WN,2019-01-05,22,18587.0,24204.0,5
176508,WN,2019-01-05,23,20245.0,25273.0,5
176509,WN,2019-01-06,0,1464.0,730.0,6
176510,WN,2019-01-06,1,2356.0,730.0,6
176511,WN,2019-01-06,2,2703.0,1044.0,6
176512,WN,2019-01-06,3,2703.0,1070.0,6
176513,WN,2019-01-06,5,2703.0,1108.0,6
176514,WN,2019-01-06,6,2703.0,1271.0,6
176515,WN,2019-01-06,7,2724.0,1651.0,6
176516,WN,2019-01-06,8,2748.0,2493.0,6
176517,WN,2019-01-06,9,3326.0,2957.0,6
176518,WN,2019-01-06,10,3752.0,4055.0,6
176519,WN,2019-01-06,11,4560.0,6082.0,6
176520,WN,2019-01-06,12,6085.0,7822.0,6
176521,WN,2019-01-06,13,7056.0,10227.0,6
176522,WN,2019-01-06,14,8446.0,12836.0,6
176523,WN,2019-01-06,15,10463.0,16308.0,6
176524,WN,2019-01-06,16,13250.0,19623.0,6
176525,WN,2019-01-06,17,16040.0,23750.0,6
176526,WN,2019-01-06,18,18503.0,27944.0,6
176527,WN,2019-01-06,19,22385.0,32246.0,6
176528,WN,2019-01-06,20,25102.0,36729.0,6
176529,WN,2019-01-06,21,28931.0,40817.0,6
176530,WN,2019-01-06,22,33176.0,46134.0,6
176531,WN,2019-01-06,23,37225.0,51575.0,6
176532,WN,2019-01-07,0,5644.0,3043.0,0
176533,WN,2019-01-07,1,10086.0,4756.0,0
176534,WN,2019-01-07,2,13262.0,6001.0,0
176535,WN,2019-01-07,3,15235.0,6522.0,0
176536,WN,2019-01-07,4,16270.0,6525.0,0
176537,WN,2019-01-07,5,16270.0,6539.0,0
176538,WN,2019-01-07,6,16274.0,6702.0,0
176539,WN,2019-01-07,7,16393.0,7051.0,0
176540,WN,2019-01-07,8,16611.0,7695.0,0
176541,WN,2019-01-07,9,16910.0,8551.0,0
176542,WN,2019-01-07,10,17423.0,9356.0,0
176543,WN,2019-01-07,11,18340.0,10321.0,0
176544,WN,2019-01-07,12,19037.0,11268.0,0
176545,WN,2019-01-07,13,20071.0,12613.0,0
176546,WN,2019-01-07,14,21195.0,14227.0,0
176547,WN,2019-01-07,15,22541.0,16329.0,0
176548,WN,2019-01-07,16,24348.0,19974.0,0
176549,WN,2019-01-07,17,26458.0,23835.0,0
176550,WN,2019-01-07,18,29768.0,26358.0,0
176551,WN,2019-01-07,19,32697.0,30892.0,0
176552,WN,2019-01-07,20,36381.0,34758.0,0
176553,WN,2019-01-07,21,41020.0,37907.0,0
176554,WN,2019-01-07,22,45610.0,41803.0,0
176555,WN,2019-01-07,23,49095.0,44428.0,0
176556,WN,2019-01-08,0,5425.0,2649.0,1
176557,WN,2019-01-08,1,7004.0,3502.0,1
176558,WN,2019-01-08,2,8529.0,3502.0,1
176559,WN,2019-01-08,3,8717.0,3502.0,1
176560,WN,2019-01-08,5,8717.0,3522.0,1
176561,WN,2019-01-08,6,8739.0,3645.0,1
176562,WN,2019-01-08,7,8756.0,4183.0,1
176563,WN,2019-01-08,8,6958.0,4023.0,1
176564,WN,2019-01-08,9,7197.0,4514.0,1
176565,WN,2019-01-08,10,7664.0,5245.0,1
176566,WN,2019-01-08,11,8211.0,6092.0,1
176567,WN,2019-01-08,12,8797.0,7372.0,1
176568,WN,2019-01-08,13,9536.0,8205.0,1
176569,WN,2019-01-08,14,10585.0,9400.0,1
176570,WN,2019-01-08,15,11644.0,10733.0,1
176571,WN,2019-01-08,16,12278.0,11773.0,1
176572,WN,2019-01-08,17,12667.0,12985.0,1
176573,WN,2019-01-08,18,13687.0,14275.0,1
176574,WN,2019-01-08,19,14580.0,15829.0,1
176575,WN,2019-01-08,20,16066.0,17269.0,1
176576,WN,2019-01-08,21,17568.0,18285.0,1
176577,WN,2019-01-08,22,18533.0,19178.0,1
176578,WN,2019-01-08,23,19415.0,19978.0,1
176579,WN,2019-01-09,0,682.0,3269.0,2
176580,WN,2019-01-09,1,1115.0,3403.0,2
176581,WN,2019-01-09,2,1403.0,3403.0,2
176582,WN,2019-01-09,3,1415.0,3403.0,2
176583,WN,2019-01-09,4,1520.0,3407.0,2
176584,WN,2019-01-09,5,1520.0,3426.0,2
176585,WN,2019-01-09,6,1535.0,3547.0,2
176586,WN,2019-01-09,7,1696.0,3772.0,2
176587,WN,2019-01-09,8,2022.0,1856.0,2
176588,WN,2019-01-09,9,2325.0,2457.0,2
176589,WN,2019-01-09,10,2675.0,3145.0,2
176590,WN,2019-01-09,11,3257.0,4025.0,2
176591,WN,2019-01-09,12,3833.0,4961.0,2
176592,WN,2019-01-09,13,4477.0,6467.0,2
176593,WN,2019-01-09,14,5084.0,7632.0,2
176594,WN,2019-01-09,15,5854.0,8630.0,2
176595,WN,2019-01-09,16,6748.0,9565.0,2
176596,WN,2019-01-09,17,7887.0,10902.0,2
176597,WN,2019-01-09,18,9307.0,12159.0,2
176598,WN,2019-01-09,19,10105.0,13463.0,2
176599,WN,2019-01-09,20,11116.0,14316.0,2
176600,WN,2019-01-09,21,11913.0,15723.0,2
176601,WN,2019-01-09,22,13232.0,16404.0,2
176602,WN,2019-01-09,23,13855.0,16917.0,2
176603,WN,2019-01-10,0,4567.0,3545.0,3
176604,WN,2019-01-10,1,4961.0,3769.0,3
176605,WN,2019-01-10,2,5103.0,3769.0,3
176606,WN,2019-01-10,5,5103.0,3781.0,3
176607,WN,2019-01-10,6,5120.0,3927.0,3
176608,WN,2019-01-10,7,1787.0,748.0,3
176609,WN,2019-01-10,8,2066.0,1250.0,3
176610,WN,2019-01-10,9,2140.0,1618.0,3
176611,WN,2019-01-10,10,2509.0,2469.0,3
176612,WN,2019-01-10,11,3309.0,3551.0,3
176613,WN,2019-01-10,12,4471.0,5347.0,3
176614,WN,2019-01-10,13,5402.0,6904.0,3
176615,WN,2019-01-10,14,6393.0,8648.0,3
176616,WN,2019-01-10,15,7497.0,10065.0,3
176617,WN,2019-01-10,16,9009.0,11501.0,3
176618,WN,2019-01-10,17,10030.0,13737.0,3
176619,WN,2019-01-10,18,10804.0,15225.0,3
176620,WN,2019-01-10,19,12572.0,16942.0,3
176621,WN,2019-01-10,20,13679.0,18680.0,3
176622,WN,2019-01-10,21,14911.0,20621.0,3
176623,WN,2019-01-10,22,16147.0,22060.0,3
176624,WN,2019-01-10,23,18268.0,22623.0,3
176625,WN,2019-01-11,0,3369.0,1915.0,4
176626,WN,2019-01-11,1,4055.0,2089.0,4
176627,WN,2019-01-11,2,4081.0,2089.0,4
176628,WN,2019-01-11,3,4124.0,2089.0,4
176629,WN,2019-01-11,5,4124.0,2092.0,4
176630,WN,2019-01-11,6,4126.0,2144.0,4
176631,WN,2019-01-11,7,4168.0,2382.0,4
176632,WN,2019-01-11,8,2205.0,2599.0,4
176633,WN,2019-01-11,9,2505.0,3212.0,4
176634,WN,2019-01-11,10,2988.0,3882.0,4
176635,WN,2019-01-11,11,3354.0,4370.0,4
176636,WN,2019-01-11,12,4381.0,4078.0,4
176637,WN,2019-01-11,13,5193.0,5216.0,4
176638,WN,2019-01-11,14,5776.0,6235.0,4
176639,WN,2019-01-11,15,7238.0,7410.0,4
176640,WN,2019-01-11,16,8722.0,9557.0,4
176641,WN,2019-01-11,17,10253.0,11633.0,4
176642,WN,2019-01-11,18,11972.0,13810.0,4
176643,WN,2019-01-11,19,14037.0,16702.0,4
176644,WN,2019-01-11,20,15590.0,18677.0,4
176645,WN,2019-01-11,21,18255.0,21867.0,4
176646,WN,2019-01-11,22,20496.0,24237.0,4
176647,WN,2019-01-11,23,23271.0,25245.0,4
176648,WN,2019-01-12,0,2259.0,5476.0,5
176649,WN,2019-01-12,1,3430.0,5656.0,5
176650,WN,2019-01-12,2,4234.0,5656.0,5
176651,WN,2019-01-12,3,4405.0,5656.0,5
176652,WN,2019-01-12,5,4405.0,5680.0,5
176653,WN,2019-01-12,6,4405.0,5868.0,5
176654,WN,2019-01-12,7,4490.0,2988.0,5
176655,WN,2019-01-12,8,5062.0,3722.0,5
176656,WN,2019-01-12,9,6176.0,4792.0,5
176657,WN,2019-01-12,10,6710.0,6573.0,5
176658,WN,2019-01-12,11,8433.0,7286.0,5
176659,WN,2019-01-12,12,9241.0,8764.0,5
176660,WN,2019-01-12,13,10489.0,9761.0,5
176661,WN,2019-01-12,14,11734.0,11391.0,5
176662,WN,2019-01-12,15,12599.0,13283.0,5
176663,WN,2019-01-12,16,13809.0,15092.0,5
176664,WN,2019-01-12,17,15371.0,17180.0,5
176665,WN,2019-01-12,18,17362.0,19000.0,5
176666,WN,2019-01-12,19,18710.0,21775.0,5
176667,WN,2019-01-12,20,21032.0,23978.0,5
176668,WN,2019-01-12,21,22735.0,24878.0,5
176669,WN,2019-01-12,22,25387.0,26017.0,5
176670,WN,2019-01-12,23,27007.0,26218.0,5
176671,WN,2019-01-13,0,724.0,7589.0,6
176672,WN,2019-01-13,1,898.0,7589.0,6
176673,WN,2019-01-13,2,975.0,7589.0,6
176674,WN,2019-01-13,5,975.0,7589.0,6
176675,WN,2019-01-13,6,977.0,7618.0,6
176676,WN,2019-01-13,7,1173.0,2111.0,6
176677,WN,2019-01-13,8,1955.0,4016.0,6
176678,WN,2019-01-13,9,2904.0,5198.0,6
176679,WN,2019-01-13,10,4390.0,6916.0,6
176680,WN,2019-01-13,11,5841.0,8860.0,6
176681,WN,2019-01-13,12,7963.0,10802.0,6
176682,WN,2019-01-13,13,9575.0,12649.0,6
176683,WN,2019-01-13,14,11519.0,15025.0,6
176684,WN,2019-01-13,15,13544.0,16997.0,6
176685,WN,2019-01-13,16,15045.0,19234.0,6
176686,WN,2019-01-13,17,16882.0,22306.0,6
176687,WN,2019-01-13,18,18806.0,25512.0,6
176688,WN,2019-01-13,19,20871.0,28064.0,6
176689,WN,2019-01-13,20,23816.0,30610.0,6
176690,WN,2019-01-13,21,25704.0,32962.0,6
176691,WN,2019-01-13,22,27958.0,35024.0,6
176692,WN,2019-01-13,23,30112.0,36161.0,6
176693,WN,2019-01-14,0,9031.0,7765.0,0
176694,WN,2019-01-14,1,10029.0,8009.0,0
176695,WN,2019-01-14,2,10350.0,8137.0,0
176696,WN,2019-01-14,3,10680.0,8146.0,0
176697,WN,2019-01-14,5,10680.0,8156.0,0
176698,WN,2019-01-14,6,10680.0,8360.0,0
176699,WN,2019-01-14,7,3242.0,1778.0,0
176700,WN,2019-01-14,8,3894.0,2557.0,0
176701,WN,2019-01-14,9,4317.0,3428.0,0
176702,WN,2019-01-14,10,4897.0,4319.0,0
176703,WN,2019-01-14,11,5287.0,5374.0,0
176704,WN,2019-01-14,12,5938.0,6074.0,0
176705,WN,2019-01-14,13,6782.0,8373.0,0
176706,WN,2019-01-14,14,8069.0,9610.0,0
176707,WN,2019-01-14,15,9316.0,11713.0,0
176708,WN,2019-01-14,16,10308.0,13002.0,0
176709,WN,2019-01-14,17,11556.0,15253.0,0
176710,WN,2019-01-14,18,12618.0,16478.0,0
176711,WN,2019-01-14,19,14289.0,17923.0,0
176712,WN,2019-01-14,20,15145.0,19237.0,0
176713,WN,2019-01-14,21,16704.0,20591.0,0
176714,WN,2019-01-14,22,17575.0,21836.0,0
176715,WN,2019-01-14,23,18761.0,22153.0,0
176716,WN,2019-01-15,0,1115.0,1465.0,1
176717,WN,2019-01-15,1,1762.0,1928.0,1
176718,WN,2019-01-15,2,2111.0,2026.0,1
176719,WN,2019-01-15,3,2786.0,2026.0,1
176720,WN,2019-01-15,5,2786.0,2029.0,1
176721,WN,2019-01-15,6,2802.0,2228.0,1
176722,WN,2019-01-15,7,2815.0,2417.0,1
176723,WN,2019-01-15,8,3131.0,3143.0,1
176724,WN,2019-01-15,9,3307.0,3866.0,1
176725,WN,2019-01-15,10,3616.0,4472.0,1
176726,WN,2019-01-15,11,4734.0,6164.0,1
176727,WN,2019-01-15,12,5579.0,8144.0,1
176728,WN,2019-01-15,13,6893.0,9741.0,1
176729,WN,2019-01-15,14,8300.0,13456.0,1
176730,WN,2019-01-15,15,10410.0,16733.0,1
176731,WN,2019-01-15,16,12795.0,21566.0,1
176732,WN,2019-01-15,17,16101.0,24649.0,1
176733,WN,2019-01-15,18,19548.0,27936.0,1
176734,WN,2019-01-15,19,22622.0,31835.0,1
176735,WN,2019-01-15,20,26334.0,34898.0,1
176736,WN,2019-01-15,21,29090.0,38558.0,1
176737,WN,2019-01-15,22,32807.0,41560.0,1
176738,WN,2019-01-15,23,36576.0,43893.0,1
176739,WN,2019-01-16,0,2973.0,1561.0,2
176740,WN,2019-01-16,1,5705.0,2078.0,2
176741,WN,2019-01-16,2,6736.0,2456.0,2
176742,WN,2019-01-16,3,7184.0,2456.0,2
176743,WN,2019-01-16,5,7184.0,2486.0,2
176744,WN,2019-01-16,6,7186.0,2623.0,2
176745,WN,2019-01-16,7,7432.0,3268.0,2
176746,WN,2019-01-16,8,7716.0,3556.0,2
176747,WN,2019-01-16,9,8128.0,4187.0,2
176748,WN,2019-01-16,10,8639.0,5086.0,2
176749,WN,2019-01-16,11,9203.0,6527.0,2
176750,WN,2019-01-16,12,10024.0,8113.0,2
176751,WN,2019-01-16,13,11035.0,9225.0,2
176752,WN,2019-01-16,14,12190.0,10427.0,2
176753,WN,2019-01-16,15,13196.0,11909.0,2
176754,WN,2019-01-16,16,14209.0,13631.0,2
176755,WN,2019-01-16,17,14999.0,15332.0,2
176756,WN,2019-01-16,18,16192.0,17088.0,2
176757,WN,2019-01-16,19,17223.0,19310.0,2
176758,WN,2019-01-16,20,19258.0,21155.0,2
176759,WN,2019-01-16,21,21483.0,23309.0,2
176760,WN,2019-01-16,22,23366.0,25297.0,2
176761,WN,2019-01-16,23,25645.0,26147.0,2
176762,WN,2019-01-17,0,1682.0,870.0,3
176763,WN,2019-01-17,1,3051.0,1244.0,3
176764,WN,2019-01-17,2,4359.0,1678.0,3
176765,WN,2019-01-17,3,4387.0,2579.0,3
176766,WN,2019-01-17,5,4387.0,2585.0,3
176767,WN,2019-01-17,6,4396.0,2835.0,3
176768,WN,2019-01-17,7,4488.0,3056.0,3
176769,WN,2019-01-17,8,4880.0,4097.0,3
176770,WN,2019-01-17,9,5487.0,4669.0,3
176771,WN,2019-01-17,10,6087.0,5290.0,3
176772,WN,2019-01-17,11,6908.0,6645.0,3
176773,WN,2019-01-17,12,7674.0,7721.0,3
176774,WN,2019-01-17,13,8488.0,9508.0,3
176775,WN,2019-01-17,14,9538.0,11196.0,3
