,Marketing_Airline_Network,ACT_ARR_DATE,ACT_ARR_HOUR,ArrDelayMinutes,DepDelayMinutes,Weekday,Cluster_3,Cluster_4
177511,WN,43514,6,10165,9938,0,Meltdown,Bad
177512,WN,43514,7,10272,10494,0,Meltdown,Bad
177513,WN,43514,8,11336,6210,0,Meltdown,Bad
177514,WN,43514,9,12641,8055,0,Meltdown,Bad
177515,WN,43514,10,13942,9681,0,Meltdown,Bad
177516,WN,43514,11,16379,12489,0,Meltdown,Bad
177517,WN,43514,12,18442,15526,0,Meltdown,Bad
177518,WN,43514,13,20718,18701,0,Meltdown,Bad
177519,WN,43514,14,23499,23411,0,Meltdown,Bad
177520,WN,43514,15,26043,27784,0,Meltdown,Bad
177521,WN,43514,16,29683,33457,0,Meltdown,Bad
177522,WN,43514,17,33203,39747,0,Meltdown,Bad
177523,WN,43514,18,36865,44956,0,Meltdown,Bad
177524,WN,43514,19,41152,50581,0,Meltdown,Bad
177525,WN,43514,20,47133,56688,0,Meltdown,Bad
177526,WN,43514,21,53417,64150,0,Meltdown,Bad
177527,WN,43514,22,58103,70693,0,Meltdown,Bad
177528,WN,43514,23,63877,74423,0,Meltdown,Bad
177529,WN,43515,0,5893,7585,1,Meltdown,Meltdown
177530,WN,43515,1,10663,8430,1,Meltdown,Meltdown
177531,WN,43515,2,12902,9006,1,Meltdown,Meltdown
177532,WN,43515,3,14000,9006,1,Meltdown,Meltdown
177533,WN,43515,4,14309,9006,1,Meltdown,Meltdown
177534,WN,43515,5,14309,9090,1,Meltdown,Meltdown
177535,WN,43515,6,14333,9411,1,Meltdown,Meltdown
177536,WN,43515,7,14357,9961,1,Meltdown,Meltdown
177537,WN,43515,8,14866,6633,1,Meltdown,Meltdown
177538,WN,43515,9,15689,8776,1,Meltdown,Meltdown
177539,WN,43515,10,16960,11806,1,Meltdown,Meltdown
177540,WN,43515,11,19021,14863,1,Meltdown,Meltdown
177541,WN,43515,12,21293,17698,1,Meltdown,Meltdown
177542,WN,43515,13,24538,21640,1,Meltdown,Meltdown
177543,WN,43515,14,26757,25492,1,Meltdown,Meltdown
177544,WN,43515,15,30068,29611,1,Meltdown,Meltdown
177545,WN,43515,16,33742,34851,1,Meltdown,Meltdown
177546,WN,43515,17,37896,40184,1,Meltdown,Meltdown
177547,WN,43515,18,41879,45606,1,Meltdown,Meltdown
177548,WN,43515,19,47865,52420,1,Meltdown,Meltdown
177549,WN,43515,20,53627,59002,1,Meltdown,Meltdown
177550,WN,43515,21,59213,65296,1,Meltdown,Meltdown
177551,WN,43515,22,65916,72496,1,Meltdown,Meltdown
177552,WN,43515,23,71933,75202,1,Meltdown,Meltdown
177553,WN,43516,0,5377,12751,2,Meltdown,Meltdown
177554,WN,43516,1,7999,13109,2,Meltdown,Meltdown
177555,WN,43516,2,9222,13317,2,Meltdown,Meltdown
177556,WN,43516,3,9727,13317,2,Meltdown,Meltdown
177557,WN,43516,4,9825,13317,2,Meltdown,Meltdown
177558,WN,43516,5,9825,13333,2,Meltdown,Meltdown
177559,WN,43516,6,9825,13495,2,Meltdown,Meltdown
177560,WN,43516,7,10257,6892,2,Meltdown,Meltdown
177561,WN,43516,8,12486,9759,2,Meltdown,Meltdown
177562,WN,43516,9,14725,13919,2,Meltdown,Meltdown
177563,WN,43516,10,18290,17282,2,Meltdown,Meltdown
177564,WN,43516,11,21754,22025,2,Meltdown,Meltdown
177565,WN,43516,12,25361,28097,2,Meltdown,Meltdown
177566,WN,43516,13,29857,33468,2,Meltdown,Meltdown
177567,WN,43516,14,34463,37795,2,Meltdown,Meltdown
177568,WN,43516,15,40488,43088,2,Meltdown,Meltdown
177569,WN,43516,16,45647,49645,2,Meltdown,Meltdown
177570,WN,43516,17,50122,55743,2,Meltdown,Meltdown
177571,WN,43516,18,55656,60393,2,Meltdown,Meltdown
177572,WN,43516,19,60972,67027,2,Meltdown,Meltdown
177573,WN,43516,20,65366,73226,2,Meltdown,Meltdown
177574,WN,43516,21,71544,78200,2,Meltdown,Meltdown
177575,WN,43516,22,77182,83027,2,Meltdown,Meltdown
177576,WN,43516,23,82872,87329,2,Meltdown,Meltdown
177577,WN,43517,0,4510,2573,3,Meltdown,Meltdown
177578,WN,43517,1,10332,4386,3,Meltdown,Meltdown
177579,WN,43517,2,12418,5168,3,Meltdown,Meltdown
177580,WN,43517,3,14313,5314,3,Meltdown,Meltdown
177581,WN,43517,4,15053,5314,3,Meltdown,Meltdown
177582,WN,43517,5,15053,5325,3,Meltdown,Meltdown
177583,WN,43517,6,15114,7915,3,Meltdown,Meltdown
177584,WN,43517,7,15714,9701,3,Meltdown,Meltdown
177585,WN,43517,8,17037,11263,3,Meltdown,Meltdown
177586,WN,43517,9,18569,13315,3,Meltdown,Meltdown
177587,WN,43517,10,20441,16511,3,Meltdown,Meltdown
177588,WN,43517,11,23415,19781,3,Meltdown,Meltdown
177589,WN,43517,12,25410,24785,3,Meltdown,Meltdown
177590,WN,43517,13,28146,28663,3,Meltdown,Meltdown
177591,WN,43517,14,31737,34204,3,Meltdown,Meltdown
177592,WN,43517,15,35619,40838,3,Meltdown,Meltdown
177593,WN,43517,16,40205,46660,3,Meltdown,Meltdown
177594,WN,43517,17,45274,53659,3,Meltdown,Meltdown
177595,WN,43517,18,50110,61091,3,Meltdown,Meltdown
177596,WN,43517,19,55542,68239,3,Meltdown,Meltdown
177597,WN,43517,20,62281,76924,3,Meltdown,Meltdown
177598,WN,43517,21,69131,83636,3,Meltdown,Meltdown
177599,WN,43517,22,76139,91064,3,Meltdown,Meltdown
177600,WN,43517,23,82954,96650,3,Meltdown,Meltdown
177601,WN,43518,0,6911,3874,4,Meltdown,Meltdown
177602,WN,43518,1,12427,6122,4,Meltdown,Meltdown
177603,WN,43518,2,15052,6713,4,Meltdown,Meltdown
177604,WN,43518,3,17381,7116,4,Meltdown,Meltdown
177605,WN,43518,4,18285,7119,4,Meltdown,Meltdown
177606,WN,43518,5,18285,7168,4,Meltdown,Meltdown
177607,WN,43518,6,18753,10262,4,Meltdown,Meltdown
177608,WN,43518,7,19100,15034,4,Meltdown,Meltdown
177609,WN,43518,8,21196,17233,4,Meltdown,Meltdown
177610,WN,43518,9,24206,21310,4,Meltdown,Meltdown
177611,WN,43518,10,26912,25169,4,Meltdown,Meltdown
177612,WN,43518,11,31261,29418,4,Meltdown,Meltdown
177613,WN,43518,12,34469,34519,4,Meltdown,Meltdown
177614,WN,43518,13,38161,40383,4,Meltdown,Meltdown
177615,WN,43518,14,42371,45506,4,Meltdown,Meltdown
177616,WN,43518,15,46755,52010,4,Meltdown,Meltdown
177617,WN,43518,16,51959,59266,4,Meltdown,Meltdown
177618,WN,43518,17,57668,65847,4,Meltdown,Meltdown
177619,WN,43518,18,63011,73109,4,Meltdown,Meltdown
177620,WN,43518,19,69618,81414,4,Meltdown,Meltdown
177621,WN,43518,20,76110,89659,4,Meltdown,Meltdown
177622,WN,43518,21,83878,99343,4,Meltdown,Meltdown
177623,WN,43518,22,91973,107075,4,Meltdown,Meltdown
177624,WN,43518,23,99753,114668,4,Meltdown,Meltdown
177625,WN,43519,0,6456,12527,5,Meltdown,Bad
177626,WN,43519,1,14681,16352,5,Meltdown,Bad
177627,WN,43519,2,21268,17970,5,Meltdown,Bad
177628,WN,43519,3,25177,18708,5,Meltdown,Bad
177629,WN,43519,4,26947,19953,5,Meltdown,Bad
177630,WN,43519,5,28034,19967,5,Meltdown,Bad
177631,WN,43519,6,28701,20128,5,Meltdown,Bad
177632,WN,43519,7,29012,20511,5,Meltdown,Bad
177633,WN,43519,8,29519,15471,5,Meltdown,Bad
177634,WN,43519,9,30317,17119,5,Meltdown,Bad
177635,WN,43519,10,31377,19344,5,Meltdown,Bad
177636,WN,43519,11,33503,21272,5,Meltdown,Bad
177637,WN,43519,12,35221,24367,5,Meltdown,Bad
177638,WN,43519,13,37300,26962,5,Meltdown,Bad
177639,WN,43519,14,39383,29666,5,Meltdown,Bad
177640,WN,43519,15,41306,33468,5,Meltdown,Bad
177641,WN,43519,16,43890,36490,5,Meltdown,Bad
177642,WN,43519,17,46879,40597,5,Meltdown,Bad
177643,WN,43519,18,49929,44911,5,Meltdown,Bad
177644,WN,43519,19,52846,48916,5,Meltdown,Bad
177645,WN,43519,20,57458,51222,5,Meltdown,Bad
177646,WN,43519,21,61062,53446,5,Meltdown,Bad
177647,WN,43519,22,63891,55501,5,Meltdown,Bad
177648,WN,43519,23,66889,56283,5,Meltdown,Bad
177649,WN,43520,0,1425,9884,6,Good,Normal
177650,WN,43520,1,1993,9884,6,Good,Normal
177651,WN,43520,2,2095,9884,6,Good,Normal
177652,WN,43520,6,2181,788,6,Good,Normal
177653,WN,43520,7,2243,2697,6,Good,Normal
177654,WN,43520,8,3150,4598,6,Good,Normal
177655,WN,43520,9,4358,6936,6,Good,Normal
177656,WN,43520,10,6004,9057,6,Good,Normal
177657,WN,43520,11,8526,11157,6,Good,Normal
177658,WN,43520,12,10320,14076,6,Good,Normal
177659,WN,43520,13,12568,15630,6,Good,Normal
177660,WN,43520,14,14793,17416,6,Good,Normal
177661,WN,43520,15,16452,20602,6,Good,Normal
177662,WN,43520,16,18252,23854,6,Good,Normal
177663,WN,43520,17,20337,27446,6,Good,Normal
177664,WN,43520,18,23406,30843,6,Good,Normal
177665,WN,43520,19,25667,35000,6,Good,Normal
177666,WN,43520,20,28857,39430,6,Good,Normal
177667,WN,43520,21,31598,43231,6,Good,Normal
177668,WN,43520,22,34919,46384,6,Good,Normal
177669,WN,43520,23,38097,48969,6,Good,Normal
177670,WN,43521,0,3727,12623,0,Good,Bad
177671,WN,43521,1,5492,12846,0,Good,Bad
177672,WN,43521,2,6124,13087,0,Good,Bad
177673,WN,43521,3,6267,13087,0,Good,Bad
177674,WN,43521,4,6504,13091,0,Good,Bad
177675,WN,43521,5,6504,13121,0,Good,Bad
177676,WN,43521,6,6562,2146,0,Good,Bad
177677,WN,43521,7,6698,3160,0,Good,Bad
177678,WN,43521,8,7134,4404,0,Good,Bad
177679,WN,43521,9,7926,5931,0,Good,Bad
177680,WN,43521,10,8977,8250,0,Good,Bad
177681,WN,43521,11,10163,10933,0,Good,Bad
177682,WN,43521,12,12279,13674,0,Good,Bad
177683,WN,43521,13,14663,17156,0,Good,Bad
177684,WN,43521,14,16733,21678,0,Good,Bad
177685,WN,43521,15,18962,25435,0,Good,Bad
177686,WN,43521,16,22148,30542,0,Good,Bad
177687,WN,43521,17,25543,35795,0,Good,Bad
177688,WN,43521,18,28605,40532,0,Good,Bad
177689,WN,43521,19,32218,45238,0,Good,Bad
177690,WN,43521,20,37077,50388,0,Good,Bad
177691,WN,43521,21,41572,55851,0,Good,Bad
177692,WN,43521,22,44860,62332,0,Good,Bad
177693,WN,43521,23,50076,65839,0,Good,Bad
177694,WN,43522,0,5924,2814,1,Good,Bad
177695,WN,43522,1,10289,4258,1,Good,Bad
177696,WN,43522,2,12894,5156,1,Good,Bad
177697,WN,43522,3,13613,5448,1,Good,Bad
177698,WN,43522,4,14649,5452,1,Good,Bad
177699,WN,43522,5,14649,5512,1,Good,Bad
177700,WN,43522,6,14671,5627,1,Good,Bad
177701,WN,43522,7,14736,7129,1,Good,Bad
177702,WN,43522,8,15168,8470,1,Good,Bad
177703,WN,43522,9,15951,9553,1,Good,Bad
177704,WN,43522,10,16881,11850,1,Good,Bad
177705,WN,43522,11,18594,13761,1,Good,Bad
177706,WN,43522,12,20130,16518,1,Good,Bad
177707,WN,43522,13,22431,19248,1,Good,Bad
177708,WN,43522,14,24255,21770,1,Good,Bad
177709,WN,43522,15,26175,23972,1,Good,Bad
177710,WN,43522,16,28595,26412,1,Good,Bad
177711,WN,43522,17,29820,30182,1,Good,Bad
177712,WN,43522,18,32323,33478,1,Good,Bad
177713,WN,43522,19,34984,36789,1,Good,Bad
177714,WN,43522,20,37819,40405,1,Good,Bad
177715,WN,43522,21,41827,44554,1,Good,Bad
177716,WN,43522,22,45744,48860,1,Good,Bad
177717,WN,43522,23,49637,53589,1,Good,Bad
177718,WN,43523,0,5785,11931,2,Good,Bad
177719,WN,43523,1,10951,14605,2,Good,Bad
177720,WN,43523,2,13102,16150,2,Good,Bad
177721,WN,43523,3,14062,16150,2,Good,Bad
177722,WN,43523,4,14638,16159,2,Good,Bad
177723,WN,43523,5,14961,16171,2,Good,Bad
177724,WN,43523,6,15029,7246,2,Good,Bad
177725,WN,43523,7,15331,8957,2,Good,Bad
177726,WN,43523,8,16301,10727,2,Good,Bad
177727,WN,43523,9,18117,12344,2,Good,Bad
177728,WN,43523,10,19795,14558,2,Good,Bad
177729,WN,43523,11,21972,17513,2,Good,Bad
177730,WN,43523,12,23977,20330,2,Good,Bad
177731,WN,43523,13,25955,22806,2,Good,Bad
177732,WN,43523,14,28112,25106,2,Good,Bad
177733,WN,43523,15,30844,27611,2,Good,Bad
177734,WN,43523,16,33084,31150,2,Good,Bad
177735,WN,43523,17,35292,34375,2,Good,Bad
177736,WN,43523,18,38068,38403,2,Good,Bad
177737,WN,43523,19,40890,42934,2,Good,Bad
177738,WN,43523,20,45294,47454,2,Good,Bad
177739,WN,43523,21,49344,51695,2,Good,Bad
177740,WN,43523,22,52709,55127,2,Good,Bad
177741,WN,43523,23,57097,57762,2,Good,Bad
177742,WN,43524,0,3133,1169,3,Good,Bad
177743,WN,43524,1,5179,1566,3,Good,Bad
177744,WN,43524,2,6429,1566,3,Good,Bad
177745,WN,43524,3,6645,1566,3,Good,Bad
177746,WN,43524,5,6645,1576,3,Good,Bad
177747,WN,43524,6,6710,2451,3,Good,Bad
177748,WN,43524,7,6860,4086,3,Good,Bad
177749,WN,43524,8,7622,5417,3,Good,Bad
177750,WN,43524,9,8979,7381,3,Good,Bad
177751,WN,43524,10,10172,9353,3,Good,Bad
177752,WN,43524,11,12153,11674,3,Good,Bad
177753,WN,43524,12,13612,14488,3,Good,Bad
177754,WN,43524,13,15706,17008,3,Good,Bad
177755,WN,43524,14,17551,20258,3,Good,Bad
177756,WN,43524,15,19600,24220,3,Good,Bad
177757,WN,43524,16,22233,27605,3,Good,Bad
177758,WN,43524,17,24746,32168,3,Good,Bad
177759,WN,43524,18,27414,36047,3,Good,Bad
177760,WN,43524,19,30838,41365,3,Good,Bad
177761,WN,43524,20,34408,46212,3,Good,Bad
177762,WN,43524,21,37862,51154,3,Good,Bad
177763,WN,43524,22,42445,55617,3,Good,Bad
177764,WN,43524,23,46907,58100,3,Good,Bad
177765,WN,43525,0,3115,1458,4,Good,Bad
177766,WN,43525,1,5652,2221,4,Good,Bad
177767,WN,43525,2,7251,2328,4,Good,Bad
177768,WN,43525,3,7462,2328,4,Good,Bad
177769,WN,43525,4,7554,2329,4,Good,Bad
177770,WN,43525,5,7554,2391,4,Good,Bad
177771,WN,43525,6,7574,2728,4,Good,Bad
177772,WN,43525,7,7989,4994,4,Good,Bad
177773,WN,43525,8,9313,7045,4,Good,Bad
177774,WN,43525,9,10424,8960,4,Good,Bad
177775,WN,43525,10,12495,11042,4,Good,Bad
177776,WN,43525,11,14801,13228,4,Good,Bad
177777,WN,43525,12,16362,15785,4,Good,Bad
177778,WN,43525,13,18193,18421,4,Good,Bad
177779,WN,43525,14,20452,21015,4,Good,Bad
177780,WN,43525,15,22597,24260,4,Good,Bad
177781,WN,43525,16,25097,27219,4,Good,Bad
177782,WN,43525,17,27815,30585,4,Good,Bad
177783,WN,43525,18,30595,34589,4,Good,Bad
177784,WN,43525,19,33145,38874,4,Good,Bad
177785,WN,43525,20,36136,42805,4,Good,Bad
177786,WN,43525,21,40919,46582,4,Good,Bad
177787,WN,43525,22,44109,50837,4,Good,Bad
177788,WN,43525,23,48489,53283,4,Good,Bad
177789,WN,43526,0,12015,10406,5,Good,Normal
177790,WN,43526,1,14017,10694,5,Good,Normal
177791,WN,43526,2,15439,10694,5,Good,Normal
177792,WN,43526,3,15977,10694,5,Good,Normal
177793,WN,43526,5,15977,10731,5,Good,Normal
177794,WN,43526,6,15998,10923,5,Good,Normal
177795,WN,43526,7,7390,3438,5,Good,Normal
177796,WN,43526,8,7555,4345,5,Good,Normal
177797,WN,43526,9,8183,5359,5,Good,Normal
177798,WN,43526,10,9282,7136,5,Good,Normal
177799,WN,43526,11,10409,8674,5,Good,Normal
177800,WN,43526,12,11473,10675,5,Good,Normal
177801,WN,43526,13,13182,12979,5,Good,Normal
177802,WN,43526,14,15115,15571,5,Good,Normal
177803,WN,43526,15,17663,18499,5,Good,Normal
177804,WN,43526,16,19434,20861,5,Good,Normal
177805,WN,43526,17,21128,23268,5,Good,Normal
177806,WN,43526,18,24183,25544,5,Good,Normal
177807,WN,43526,19,26226,28177,5,Good,Normal
177808,WN,43526,20,28425,30554,5,Good,Normal
177809,WN,43526,21,31526,32443,5,Good,Normal
177810,WN,43526,22,34526,33795,5,Good,Normal
177811,WN,43526,23,36668,34459,5,Good,Normal
177812,WN,43527,0,911,5812,6,Good,Bad
177813,WN,43527,1,1567,5812,6,Good,Bad
177814,WN,43527,2,1675,5812,6,Good,Bad
177815,WN,43527,3,1675,5812,6,Good,Bad
177816,WN,43527,6,1684,5899,6,Good,Bad
177817,WN,43527,7,1786,1311,6,Good,Bad
177818,WN,43527,8,2254,2343,6,Good,Bad
177819,WN,43527,9,2819,3109,6,Good,Bad
177820,WN,43527,10,3778,4627,6,Good,Bad
177821,WN,43527,11,4693,7079,6,Good,Bad
177822,WN,43527,12,5875,8981,6,Good,Bad
177823,WN,43527,13,8075,11213,6,Good,Bad
177824,WN,43527,14,9524,14470,6,Good,Bad
177825,WN,43527,15,12158,18354,6,Good,Bad
177826,WN,43527,16,15004,22242,6,Good,Bad
177827,WN,43527,17,18438,27455,6,Good,Bad
177828,WN,43527,18,23049,32253,6,Good,Bad
177829,WN,43527,19,26708,38139,6,Good,Bad
177830,WN,43527,20,31251,43378,6,Good,Bad
177831,WN,43527,21,37306,48183,6,Good,Bad
177832,WN,43527,22,41694,52050,6,Good,Bad
177833,WN,43527,23,46765,54715,6,Good,Bad
177834,WN,43528,0,3591,12407,0,Good,Normal
177835,WN,43528,1,6239,12880,0,Good,Normal
177836,WN,43528,2,7360,12880,0,Good,Normal
177837,WN,43528,3,7811,12880,0,Good,Normal
177838,WN,43528,5,7811,12882,0,Good,Normal
177839,WN,43528,6,7825,13087,0,Good,Normal
177840,WN,43528,7,8213,6117,0,Good,Normal
177841,WN,43528,8,9364,7534,0,Good,Normal
177842,WN,43528,9,10797,9076,0,Good,Normal
177843,WN,43528,10,12552,11264,0,Good,Normal
177844,WN,43528,11,13761,13022,0,Good,Normal
177845,WN,43528,12,15859,15223,0,Good,Normal
177846,WN,43528,13,17819,17408,0,Good,Normal
177847,WN,43528,14,19327,19770,0,Good,Normal
177848,WN,43528,15,20909,21992,0,Good,Normal
177849,WN,43528,16,22633,24232,0,Good,Normal
177850,WN,43528,17,24148,26990,0,Good,Normal
177851,WN,43528,18,26537,29164,0,Good,Normal
177852,WN,43528,19,28168,32035,0,Good,Normal
177853,WN,43528,20,30393,34647,0,Good,Normal
177854,WN,43528,21,32989,36863,0,Good,Normal
177855,WN,43528,22,36323,39041,0,Good,Normal
177856,WN,43528,23,38457,40739,0,Good,Normal
177857,WN,43529,0,1674,8372,1,Normal,Normal
177858,WN,43529,1,2957,8899,1,Normal,Normal
177859,WN,43529,2,3579,8899,1,Normal,Normal
177860,WN,43529,3,3794,8899,1,Normal,Normal
177861,WN,43529,5,3794,8945,1,Normal,Normal
177862,WN,43529,6,3801,9153,1,Normal,Normal
177863,WN,43529,7,3847,9613,1,Normal,Normal
177864,WN,43529,8,4290,3665,1,Normal,Normal
177865,WN,43529,9,5551,5231,1,Normal,Normal
177866,WN,43529,10,6605,7100,1,Normal,Normal
177867,WN,43529,11,7962,8952,1,Normal,Normal
177868,WN,43529,12,9191,10945,1,Normal,Normal
177869,WN,43529,13,10388,12731,1,Normal,Normal
177870,WN,43529,14,12201,14248,1,Normal,Normal
177871,WN,43529,15,14007,16818,1,Normal,Normal
177872,WN,43529,16,15205,19127,1,Normal,Normal
177873,WN,43529,17,17063,21908,1,Normal,Normal
177874,WN,43529,18,19013,25423,1,Normal,Normal
177875,WN,43529,19,21385,28550,1,Normal,Normal
177876,WN,43529,20,23756,31372,1,Normal,Normal
177877,WN,43529,21,26568,33967,1,Normal,Normal
177878,WN,43529,22,29524,36028,1,Normal,Normal
177879,WN,43529,23,31707,38029,1,Normal,Normal
177880,WN,43530,0,2900,714,2,Normal,Normal
177881,WN,43530,1,4309,1090,2,Normal,Normal
177882,WN,43530,2,4721,1090,2,Normal,Normal
177883,WN,43530,3,4955,1090,2,Normal,Normal
177884,WN,43530,6,5009,1809,2,Normal,Normal
177885,WN,43530,7,5086,2422,2,Normal,Normal
177886,WN,43530,8,5575,3360,2,Normal,Normal
177887,WN,43530,9,6173,4357,2,Normal,Normal
177888,WN,43530,10,7176,5903,2,Normal,Normal
177889,WN,43530,11,8004,8101,2,Normal,Normal
177890,WN,43530,12,9289,9514,2,Normal,Normal
177891,WN,43530,13,10375,11925,2,Normal,Normal
177892,WN,43530,14,11980,14452,2,Normal,Normal
177893,WN,43530,15,14056,17030,2,Normal,Normal
177894,WN,43530,16,16147,20012,2,Normal,Normal
177895,WN,43530,17,17166,22493,2,Normal,Normal
177896,WN,43530,18,19984,25060,2,Normal,Normal
177897,WN,43530,19,21851,28276,2,Normal,Normal
177898,WN,43530,20,24157,30997,2,Normal,Normal
177899,WN,43530,21,27149,33814,2,Normal,Normal
177900,WN,43530,22,29366,37214,2,Normal,Normal
177901,WN,43530,23,32221,39319,2,Normal,Normal
177902,WN,43531,0,2866,7137,3,Good,Normal
177903,WN,43531,1,4495,8066,3,Good,Normal
177904,WN,43531,2,5498,8066,3,Good,Normal
177905,WN,43531,3,6110,8066,3,Good,Normal
177906,WN,43531,5,6284,8133,3,Good,Normal
177907,WN,43531,6,6340,3003,3,Good,Normal
177908,WN,43531,7,6521,3353,3,Good,Normal
177909,WN,43531,8,6967,4320,3,Good,Normal
177910,WN,43531,9,7789,5706,3,Good,Normal
177911,WN,43531,10,8925,7406,3,Good,Normal
177912,WN,43531,11,10445,9533,3,Good,Normal
177913,WN,43531,12,12307,12601,3,Good,Normal
177914,WN,43531,13,13810,15121,3,Good,Normal
177915,WN,43531,14,16319,17984,3,Good,Normal
177916,WN,43531,15,18553,21599,3,Good,Normal
177917,WN,43531,16,20814,24728,3,Good,Normal
177918,WN,43531,17,23749,28650,3,Good,Normal
177919,WN,43531,18,26010,33434,3,Good,Normal
177920,WN,43531,19,29236,37828,3,Good,Normal
177921,WN,43531,20,32662,42608,3,Good,Normal
177922,WN,43531,21,36470,47485,3,Good,Normal
177923,WN,43531,22,40302,51934,3,Good,Normal
177924,WN,43531,23,44381,55684,3,Good,Normal
177925,WN,43532,0,4383,1660,4,Good,Bad
177926,WN,43532,1,7510,3466,4,Good,Bad
177927,WN,43532,2,9906,4122,4,Good,Bad
177928,WN,43532,3,10847,4122,4,Good,Bad
177929,WN,43532,4,11398,4122,4,Good,Bad
177930,WN,43532,5,11398,4167,4,Good,Bad
177931,WN,43532,6,11516,4843,4,Good,Bad
177932,WN,43532,7,11649,5275,4,Good,Bad
177933,WN,43532,8,12259,6394,4,Good,Bad
177934,WN,43532,9,13185,7946,4,Good,Bad
177935,WN,43532,10,14442,9434,4,Good,Bad
177936,WN,43532,11,15495,11298,4,Good,Bad
177937,WN,43532,12,17149,13461,4,Good,Bad
177938,WN,43532,13,19011,16370,4,Good,Bad
177939,WN,43532,14,21383,19150,4,Good,Bad
177940,WN,43532,15,23689,22858,4,Good,Bad
177941,WN,43532,16,25729,25433,4,Good,Bad
177942,WN,43532,17,28534,29518,4,Good,Bad
177943,WN,43532,18,31464,34134,4,Good,Bad
177944,WN,43532,19,34982,38849,4,Good,Bad
177945,WN,43532,20,38288,43121,4,Good,Bad
177946,WN,43532,21,42705,48022,4,Good,Bad
177947,WN,43532,22,47314,52901,4,Good,Bad
177948,WN,43532,23,51186,57000,4,Good,Bad
177949,WN,43533,0,3975,1952,5,Meltdown,Meltdown
177950,WN,43533,1,7110,3895,5,Meltdown,Meltdown
177951,WN,43533,2,9431,4199,5,Meltdown,Meltdown
177952,WN,43533,3,10617,4199,5,Meltdown,Meltdown
177953,WN,43533,4,10870,4209,5,Meltdown,Meltdown
177954,WN,43533,6,10878,4657,5,Meltdown,Meltdown
177955,WN,43533,7,11065,5820,5,Meltdown,Meltdown
177956,WN,43533,8,11805,6830,5,Meltdown,Meltdown
177957,WN,43533,9,12698,8762,5,Meltdown,Meltdown
177958,WN,43533,10,13899,11020,5,Meltdown,Meltdown
177959,WN,43533,11,16007,13295,5,Meltdown,Meltdown
177960,WN,43533,12,18458,16631,5,Meltdown,Meltdown
177961,WN,43533,13,20474,20152,5,Meltdown,Meltdown
177962,WN,43533,14,24408,23971,5,Meltdown,Meltdown
177963,WN,43533,15,28592,30983,5,Meltdown,Meltdown
177964,WN,43533,16,33701,36736,5,Meltdown,Meltdown
177965,WN,43533,17,38959,43410,5,Meltdown,Meltdown
177966,WN,43533,18,44239,50893,5,Meltdown,Meltdown
177967,WN,43533,19,50569,58006,5,Meltdown,Meltdown
177968,WN,43533,20,55962,65905,5,Meltdown,Meltdown
177969,WN,43533,21,62414,72860,5,Meltdown,Meltdown
177970,WN,43533,22,70159,80240,5,Meltdown,Meltdown
177971,WN,43533,23,76878,87490,5,Meltdown,Meltdown
177972,WN,43534,0,5877,12724,6,Meltdown,Meltdown
177973,WN,43534,1,13170,15117,6,Meltdown,Meltdown
177974,WN,43534,3,15981,15733,6,Meltdown,Meltdown
177975,WN,43534,4,17869,16431,6,Meltdown,Meltdown
177976,WN,43534,5,20024,16475,6,Meltdown,Meltdown
177977,WN,43534,6,20725,16719,6,Meltdown,Meltdown
177978,WN,43534,7,21415,9554,6,Meltdown,Meltdown
177979,WN,43534,8,21816,11446,6,Meltdown,Meltdown
177980,WN,43534,9,22384,12921,6,Meltdown,Meltdown
177981,WN,43534,10,24036,14617,6,Meltdown,Meltdown
177982,WN,43534,11,25519,17953,6,Meltdown,Meltdown
177983,WN,43534,12,27699,20630,6,Meltdown,Meltdown
177984,WN,43534,13,29977,23765,6,Meltdown,Meltdown
177985,WN,43534,14,31815,27564,6,Meltdown,Meltdown
177986,WN,43534,15,34559,31354,6,Meltdown,Meltdown
177987,WN,43534,16,37327,35787,6,Meltdown,Meltdown
177988,WN,43534,17,40661,41061,6,Meltdown,Meltdown
177989,WN,43534,18,44298,47024,6,Meltdown,Meltdown
177990,WN,43534,19,49233,52558,6,Meltdown,Meltdown
177991,WN,43534,20,53875,60170,6,Meltdown,Meltdown
177992,WN,43534,21,59207,67798,6,Meltdown,Meltdown
177993,WN,43534,22,65197,74813,6,Meltdown,Meltdown
177994,WN,43534,23,71940,81403,6,Meltdown,Meltdown
177995,WN,43535,0,4820,10811,0,Good,Bad
177996,WN,43535,1,9989,13721,0,Good,Bad
177997,WN,43535,2,14882,14900,0,Good,Bad
177998,WN,43535,3,18187,15010,0,Good,Bad
177999,WN,43535,4,20235,15021,0,Good,Bad
178000,WN,43535,5,20888,15127,0,Good,Bad
178001,WN,43535,6,20888,15473,0,Good,Bad
178002,WN,43535,7,21000,10560,0,Good,Bad
178003,WN,43535,8,21844,11268,0,Good,Bad
178004,WN,43535,9,22420,12228,0,Good,Bad
178005,WN,43535,10,23236,13838,0,Good,Bad
178006,WN,43535,11,24202,15486,0,Good,Bad
178007,WN,43535,12,25366,17506,0,Good,Bad
178008,WN,43535,13,26925,20568,0,Good,Bad
178009,WN,43535,14,28290,22669,0,Good,Bad
178010,WN,43535,15,30776,25142,0,Good,Bad
178011,WN,43535,16,32336,28108,0,Good,Bad
