,Marketing_Airline_Network,ACT_ARR_DATE,ACT_ARR_HOUR,ArrDelayMinutes,DepDelayMinutes,Weekday,Cluster_3,Cluster_4
167874,WN,43101,0,73,399,0,Meltdown,Bad
167875,WN,43101,1,73,399,0,Meltdown,Bad
167876,WN,43101,2,73,399,0,Meltdown,Bad
167877,WN,43101,3,73,399,0,Meltdown,Bad
167878,WN,43101,6,75,862,0,Meltdown,Bad
167879,WN,43101,7,162,1631,0,Meltdown,Bad
167880,WN,43101,8,647,3296,0,Meltdown,Bad
167881,WN,43101,9,1656,6530,0,Meltdown,Bad
167882,WN,43101,10,3334,9199,0,Meltdown,Bad
167883,WN,43101,11,5261,12900,0,Meltdown,Bad
167884,WN,43101,12,8236,16835,0,Meltdown,Bad
167885,WN,43101,13,10764,21835,0,Meltdown,Bad
167886,WN,43101,14,13831,25541,0,Meltdown,Bad
167887,WN,43101,15,18174,31435,0,Meltdown,Bad
167888,WN,43101,16,21498,38245,0,Meltdown,Bad
167889,WN,43101,17,25907,44363,0,Meltdown,Bad
167890,WN,43101,18,30965,50525,0,Meltdown,Bad
167891,WN,43101,19,37081,58505,0,Meltdown,Bad
167892,WN,43101,20,41973,66338,0,Meltdown,Bad
167893,WN,43101,21,47717,72554,0,Meltdown,Bad
167894,WN,43101,22,53674,77931,0,Meltdown,Bad
167895,WN,43101,23,58546,83994,0,Meltdown,Bad
167896,WN,43102,0,6521,6230,1,Good,Bad
167897,WN,43102,1,8946,7854,1,Good,Bad
167898,WN,43102,2,11946,8339,1,Good,Bad
167899,WN,43102,3,13385,8339,1,Good,Bad
167900,WN,43102,4,13476,8345,1,Good,Bad
167901,WN,43102,5,13476,8438,1,Good,Bad
167902,WN,43102,6,13505,8851,1,Good,Bad
167903,WN,43102,7,13648,9568,1,Good,Bad
167904,WN,43102,8,14157,10443,1,Good,Bad
167905,WN,43102,9,14944,12330,1,Good,Bad
167906,WN,43102,10,15930,13757,1,Good,Bad
167907,WN,43102,11,17292,15625,1,Good,Bad
167908,WN,43102,12,18442,17728,1,Good,Bad
167909,WN,43102,13,20091,20236,1,Good,Bad
167910,WN,43102,14,21571,23092,1,Good,Bad
167911,WN,43102,15,24250,26936,1,Good,Bad
167912,WN,43102,16,27123,29396,1,Good,Bad
167913,WN,43102,17,30865,34179,1,Good,Bad
167914,WN,43102,18,35137,39321,1,Good,Bad
167915,WN,43102,19,38730,44485,1,Good,Bad
167916,WN,43102,20,43414,49439,1,Good,Bad
167917,WN,43102,21,47080,55965,1,Good,Bad
167918,WN,43102,22,51824,59720,1,Good,Bad
167919,WN,43102,23,55796,64654,1,Good,Bad
167920,WN,43103,0,3718,3999,2,Good,Normal
167921,WN,43103,1,7153,4993,2,Good,Normal
167922,WN,43103,2,9594,5241,2,Good,Normal
167923,WN,43103,3,10393,5241,2,Good,Normal
167924,WN,43103,4,10424,5248,2,Good,Normal
167925,WN,43103,6,10453,5987,2,Good,Normal
167926,WN,43103,7,10729,5776,2,Good,Normal
167927,WN,43103,8,11454,6840,2,Good,Normal
167928,WN,43103,9,12334,8091,2,Good,Normal
167929,WN,43103,10,13636,9835,2,Good,Normal
167930,WN,43103,11,14639,11489,2,Good,Normal
167931,WN,43103,12,15869,13438,2,Good,Normal
167932,WN,43103,13,17107,15868,2,Good,Normal
167933,WN,43103,14,19147,18531,2,Good,Normal
167934,WN,43103,15,20800,22187,2,Good,Normal
167935,WN,43103,16,23052,25572,2,Good,Normal
167936,WN,43103,17,25810,30106,2,Good,Normal
167937,WN,43103,18,29043,34580,2,Good,Normal
167938,WN,43103,19,32515,39670,2,Good,Normal
167939,WN,43103,20,35392,44436,2,Good,Normal
167940,WN,43103,21,38776,48864,2,Good,Normal
167941,WN,43103,22,42419,52060,2,Good,Normal
167942,WN,43103,23,46057,55391,2,Good,Normal
167943,WN,43104,0,2362,5156,3,Good,Bad
167944,WN,43104,1,4792,5727,3,Good,Bad
167945,WN,43104,2,5243,5853,3,Good,Bad
167946,WN,43104,3,6174,5853,3,Good,Bad
167947,WN,43104,4,6271,5863,3,Good,Bad
167948,WN,43104,6,6394,4589,3,Good,Bad
167949,WN,43104,7,6625,6309,3,Good,Bad
167950,WN,43104,8,8934,8280,3,Good,Bad
167951,WN,43104,9,10644,11242,3,Good,Bad
167952,WN,43104,10,12780,13985,3,Good,Bad
167953,WN,43104,11,15841,16502,3,Good,Bad
167954,WN,43104,12,17843,19982,3,Good,Bad
167955,WN,43104,13,20687,22810,3,Good,Bad
167956,WN,43104,14,22761,26322,3,Good,Bad
167957,WN,43104,15,25497,29629,3,Good,Bad
167958,WN,43104,16,28104,33273,3,Good,Bad
167959,WN,43104,17,31422,37046,3,Good,Bad
167960,WN,43104,18,34467,40192,3,Good,Bad
167961,WN,43104,19,37695,43930,3,Good,Bad
167962,WN,43104,20,39893,47466,3,Good,Bad
167963,WN,43104,21,42697,49255,3,Good,Bad
167964,WN,43104,22,45562,51222,3,Good,Bad
167965,WN,43104,23,48375,52929,3,Good,Bad
167966,WN,43105,0,1537,417,4,Normal,Normal
167967,WN,43105,1,2840,537,4,Normal,Normal
167968,WN,43105,2,3156,552,4,Normal,Normal
167969,WN,43105,3,3311,552,4,Normal,Normal
167970,WN,43105,4,3311,552,4,Normal,Normal
167971,WN,43105,6,3443,2953,4,Normal,Normal
167972,WN,43105,7,3891,4544,4,Normal,Normal
167973,WN,43105,8,5573,5606,4,Normal,Normal
167974,WN,43105,9,6596,7311,4,Normal,Normal
167975,WN,43105,10,7929,8311,4,Normal,Normal
167976,WN,43105,11,9264,9648,4,Normal,Normal
167977,WN,43105,12,9980,11184,4,Normal,Normal
167978,WN,43105,13,11145,12621,4,Normal,Normal
167979,WN,43105,14,12231,14682,4,Normal,Normal
167980,WN,43105,15,13142,17416,4,Normal,Normal
167981,WN,43105,16,15301,19697,4,Normal,Normal
167982,WN,43105,17,16944,22862,4,Normal,Normal
167983,WN,43105,18,18879,25477,4,Normal,Normal
167984,WN,43105,19,21650,28607,4,Normal,Normal
167985,WN,43105,20,23989,33001,4,Normal,Normal
167986,WN,43105,21,26174,36166,4,Normal,Normal
167987,WN,43105,22,28885,38023,4,Normal,Normal
167988,WN,43105,23,31351,39742,4,Normal,Normal
167989,WN,43106,0,10483,9036,5,Normal,Good
167990,WN,43106,1,3198,9736,5,Normal,Good
167991,WN,43106,2,4383,9792,5,Normal,Good
167992,WN,43106,3,4689,9792,5,Normal,Good
167993,WN,43106,4,4824,9792,5,Normal,Good
167994,WN,43106,6,4832,9995,5,Normal,Good
167995,WN,43106,7,5068,3139,5,Normal,Good
167996,WN,43106,8,5375,3651,5,Normal,Good
167997,WN,43106,9,5904,4454,5,Normal,Good
167998,WN,43106,10,6375,5598,5,Normal,Good
167999,WN,43106,11,6935,6611,5,Normal,Good
168000,WN,43106,12,7676,8028,5,Normal,Good
168001,WN,43106,13,8692,9350,5,Normal,Good
168002,WN,43106,14,9706,11778,5,Normal,Good
168003,WN,43106,15,10748,13523,5,Normal,Good
168004,WN,43106,16,12218,16027,5,Normal,Good
168005,WN,43106,17,13847,18197,5,Normal,Good
168006,WN,43106,18,15585,21084,5,Normal,Good
168007,WN,43106,19,18221,24074,5,Normal,Good
168008,WN,43106,20,20093,26554,5,Normal,Good
168009,WN,43106,21,22018,27975,5,Normal,Good
168010,WN,43106,22,23646,29312,5,Normal,Good
168011,WN,43106,23,25592,29599,5,Normal,Good
168012,WN,43107,0,1498,1557,6,Normal,Normal
168013,WN,43107,1,2020,1557,6,Normal,Normal
168014,WN,43107,2,2059,1557,6,Normal,Normal
168015,WN,43107,3,2059,1557,6,Normal,Normal
168016,WN,43107,5,2059,1610,6,Normal,Normal
168017,WN,43107,6,2062,2053,6,Normal,Normal
168018,WN,43107,7,2083,2513,6,Normal,Normal
168019,WN,43107,8,2201,3035,6,Normal,Normal
168020,WN,43107,9,2522,2966,6,Normal,Normal
168021,WN,43107,10,3255,4847,6,Normal,Normal
168022,WN,43107,11,4149,7073,6,Normal,Normal
168023,WN,43107,12,5280,8845,6,Normal,Normal
168024,WN,43107,13,6644,10606,6,Normal,Normal
168025,WN,43107,14,7716,12528,6,Normal,Normal
168026,WN,43107,15,9046,15063,6,Normal,Normal
168027,WN,43107,16,11015,17871,6,Normal,Normal
168028,WN,43107,17,13204,21491,6,Normal,Normal
168029,WN,43107,18,14996,24593,6,Normal,Normal
168030,WN,43107,19,17741,27775,6,Normal,Normal
168031,WN,43107,20,20262,32219,6,Normal,Normal
168032,WN,43107,21,22813,35623,6,Normal,Normal
168033,WN,43107,22,26666,38831,6,Normal,Normal
168034,WN,43107,23,29145,41609,6,Normal,Normal
168035,WN,43108,0,2621,4641,0,Good,Normal
168036,WN,43108,1,4966,5763,0,Good,Normal
168037,WN,43108,2,6354,5881,0,Good,Normal
168038,WN,43108,3,6874,5881,0,Good,Normal
168039,WN,43108,4,7003,5881,0,Good,Normal
168040,WN,43108,6,7003,6453,0,Good,Normal
168041,WN,43108,7,7125,7031,0,Good,Normal
168042,WN,43108,8,7960,4930,0,Good,Normal
168043,WN,43108,9,9209,6362,0,Good,Normal
168044,WN,43108,10,10026,7970,0,Good,Normal
168045,WN,43108,11,11292,9534,0,Good,Normal
168046,WN,43108,12,12859,11420,0,Good,Normal
168047,WN,43108,13,13929,13987,0,Good,Normal
168048,WN,43108,14,15482,16217,0,Good,Normal
168049,WN,43108,15,17506,19157,0,Good,Normal
168050,WN,43108,16,19231,21818,0,Good,Normal
168051,WN,43108,17,21062,25329,0,Good,Normal
168052,WN,43108,18,23673,28385,0,Good,Normal
168053,WN,43108,19,26420,32564,0,Good,Normal
168054,WN,43108,20,28907,36837,0,Good,Normal
168055,WN,43108,21,32533,40519,0,Good,Normal
168056,WN,43108,22,35874,43671,0,Good,Normal
168057,WN,43108,23,39574,46098,0,Good,Normal
168058,WN,43109,0,6886,4607,1,Meltdown,Bad
168059,WN,43109,1,9841,6008,1,Meltdown,Bad
168060,WN,43109,2,11355,6312,1,Meltdown,Bad
168061,WN,43109,3,12491,6450,1,Meltdown,Bad
168062,WN,43109,4,12841,6452,1,Meltdown,Bad
168063,WN,43109,5,12841,6531,1,Meltdown,Bad
168064,WN,43109,6,12864,6802,1,Meltdown,Bad
168065,WN,43109,7,12894,7022,1,Meltdown,Bad
168066,WN,43109,8,11104,6463,1,Meltdown,Bad
168067,WN,43109,9,11646,8005,1,Meltdown,Bad
168068,WN,43109,10,12805,9830,1,Meltdown,Bad
168069,WN,43109,11,14650,12438,1,Meltdown,Bad
168070,WN,43109,12,17016,17185,1,Meltdown,Bad
168071,WN,43109,13,19689,21507,1,Meltdown,Bad
168072,WN,43109,14,22521,24794,1,Meltdown,Bad
168073,WN,43109,15,25754,30152,1,Meltdown,Bad
168074,WN,43109,16,29060,34696,1,Meltdown,Bad
168075,WN,43109,17,32759,38910,1,Meltdown,Bad
168076,WN,43109,18,37192,44621,1,Meltdown,Bad
168077,WN,43109,19,42002,50045,1,Meltdown,Bad
168078,WN,43109,20,46649,55749,1,Meltdown,Bad
168079,WN,43109,21,51414,60129,1,Meltdown,Bad
168080,WN,43109,22,56195,64193,1,Meltdown,Bad
168081,WN,43109,23,60076,68497,1,Meltdown,Bad
168082,WN,43110,0,4171,2316,2,Good,Normal
168083,WN,43110,1,7616,3672,2,Good,Normal
168084,WN,43110,2,9955,4286,2,Good,Normal
168085,WN,43110,3,10563,4377,2,Good,Normal
168086,WN,43110,4,11042,4379,2,Good,Normal
168087,WN,43110,5,11378,4421,2,Good,Normal
168088,WN,43110,6,11383,4602,2,Good,Normal
168089,WN,43110,7,11551,6040,2,Good,Normal
168090,WN,43110,8,12285,6620,2,Good,Normal
168091,WN,43110,9,12890,8081,2,Good,Normal
168092,WN,43110,10,14225,9241,2,Good,Normal
168093,WN,43110,11,15487,10227,2,Good,Normal
168094,WN,43110,12,16484,12226,2,Good,Normal
168095,WN,43110,13,17221,13647,2,Good,Normal
168096,WN,43110,14,17976,14562,2,Good,Normal
168097,WN,43110,15,19625,15930,2,Good,Normal
168098,WN,43110,16,21336,18092,2,Good,Normal
168099,WN,43110,17,23029,20600,2,Good,Normal
168100,WN,43110,18,24936,24966,2,Good,Normal
168101,WN,43110,19,27676,28350,2,Good,Normal
168102,WN,43110,20,30364,31905,2,Good,Normal
168103,WN,43110,21,33591,35292,2,Good,Normal
168104,WN,43110,22,37155,37737,2,Good,Normal
168105,WN,43110,23,41033,40278,2,Good,Normal
168106,WN,43111,0,7477,5093,3,Good,Normal
168107,WN,43111,1,8842,6052,3,Good,Normal
168108,WN,43111,2,10298,6101,3,Good,Normal
168109,WN,43111,3,10663,6101,3,Good,Normal
168110,WN,43111,4,10719,6124,3,Good,Normal
168111,WN,43111,5,10719,6179,3,Good,Normal
168112,WN,43111,6,10719,6345,3,Good,Normal
168113,WN,43111,7,10749,6579,3,Good,Normal
168114,WN,43111,8,5893,3015,3,Good,Normal
168115,WN,43111,9,6267,3746,3,Good,Normal
168116,WN,43111,10,6805,4708,3,Good,Normal
168117,WN,43111,11,7626,5701,3,Good,Normal
168118,WN,43111,12,8766,6893,3,Good,Normal
168119,WN,43111,13,9570,8461,3,Good,Normal
168120,WN,43111,14,10831,9899,3,Good,Normal
168121,WN,43111,15,11451,12187,3,Good,Normal
168122,WN,43111,16,13394,14760,3,Good,Normal
168123,WN,43111,17,15275,17295,3,Good,Normal
168124,WN,43111,18,17467,21116,3,Good,Normal
168125,WN,43111,19,20425,26706,3,Good,Normal
168126,WN,43111,20,24347,32511,3,Good,Normal
168127,WN,43111,21,29485,37425,3,Good,Normal
168128,WN,43111,22,35085,41489,3,Good,Normal
168129,WN,43111,23,40198,46711,3,Good,Normal
168130,WN,43112,0,5198,6694,4,Meltdown,Meltdown
168131,WN,43112,1,8518,3925,4,Meltdown,Meltdown
168132,WN,43112,2,10492,4874,4,Meltdown,Meltdown
168133,WN,43112,3,10995,4874,4,Meltdown,Meltdown
168134,WN,43112,4,11713,4883,4,Meltdown,Meltdown
168135,WN,43112,5,11713,4897,4,Meltdown,Meltdown
168136,WN,43112,6,11723,5166,4,Meltdown,Meltdown
168137,WN,43112,7,11790,6233,4,Meltdown,Meltdown
168138,WN,43112,8,12452,7512,4,Meltdown,Meltdown
168139,WN,43112,9,13250,8478,4,Meltdown,Meltdown
168140,WN,43112,10,14997,11407,4,Meltdown,Meltdown
168141,WN,43112,11,16609,14495,4,Meltdown,Meltdown
168142,WN,43112,12,19297,18404,4,Meltdown,Meltdown
168143,WN,43112,13,22275,22559,4,Meltdown,Meltdown
168144,WN,43112,14,25575,25807,4,Meltdown,Meltdown
168145,WN,43112,15,29261,30469,4,Meltdown,Meltdown
168146,WN,43112,16,32430,34667,4,Meltdown,Meltdown
168147,WN,43112,17,37179,41236,4,Meltdown,Meltdown
168148,WN,43112,18,41555,48712,4,Meltdown,Meltdown
168149,WN,43112,19,47972,56050,4,Meltdown,Meltdown
168150,WN,43112,20,52539,64229,4,Meltdown,Meltdown
168151,WN,43112,21,59428,69890,4,Meltdown,Meltdown
168152,WN,43112,22,65202,75383,4,Meltdown,Meltdown
168153,WN,43112,23,72586,80033,4,Meltdown,Meltdown
168154,WN,43113,0,5167,2856,5,Good,Normal
168155,WN,43113,1,8920,4579,5,Good,Normal
168156,WN,43113,2,10773,4986,5,Good,Normal
168157,WN,43113,3,12324,5418,5,Good,Normal
168158,WN,43113,4,13191,5418,5,Good,Normal
168159,WN,43113,5,13390,5475,5,Good,Normal
168160,WN,43113,6,13390,5746,5,Good,Normal
168161,WN,43113,7,13655,7871,5,Good,Normal
168162,WN,43113,8,14571,8501,5,Good,Normal
168163,WN,43113,9,16167,9983,5,Good,Normal
168164,WN,43113,10,16789,11750,5,Good,Normal
168165,WN,43113,11,18243,12971,5,Good,Normal
168166,WN,43113,12,19592,14538,5,Good,Normal
168167,WN,43113,13,20591,16088,5,Good,Normal
168168,WN,43113,14,21540,17937,5,Good,Normal
168169,WN,43113,15,22782,19403,5,Good,Normal
168170,WN,43113,16,24727,21291,5,Good,Normal
168171,WN,43113,17,25969,23216,5,Good,Normal
168172,WN,43113,18,27708,25012,5,Good,Normal
168173,WN,43113,19,29661,26850,5,Good,Normal
168174,WN,43113,20,31926,28184,5,Good,Normal
168175,WN,43113,21,32881,29116,5,Good,Normal
168176,WN,43113,22,34115,29620,5,Good,Normal
168177,WN,43113,23,35149,29705,5,Good,Normal
168178,WN,43114,0,4984,3188,6,Normal,Good
168179,WN,43114,1,5056,3188,6,Normal,Good
168180,WN,43114,2,5056,3188,6,Normal,Good
168181,WN,43114,6,5056,3302,6,Normal,Good
168182,WN,43114,7,5063,3461,6,Normal,Good
168183,WN,43114,8,5132,3832,6,Normal,Good
168184,WN,43114,9,5221,4232,6,Normal,Good
168185,WN,43114,10,1082,5348,6,Normal,Good
168186,WN,43114,11,1736,6382,6,Normal,Good
168187,WN,43114,12,2454,7253,6,Normal,Good
168188,WN,43114,13,3252,8174,6,Normal,Good
168189,WN,43114,14,4055,9172,6,Normal,Good
168190,WN,43114,15,4609,10711,6,Normal,Good
168191,WN,43114,16,5687,12284,6,Normal,Good
168192,WN,43114,17,6516,13861,6,Normal,Good
168193,WN,43114,18,7832,15828,6,Normal,Good
168194,WN,43114,19,9022,17351,6,Normal,Good
168195,WN,43114,20,10202,18665,6,Normal,Good
168196,WN,43114,21,11444,20467,6,Normal,Good
168197,WN,43114,22,12811,21145,6,Normal,Good
168198,WN,43114,23,13967,22107,6,Normal,Good
168199,WN,43115,0,1316,3482,0,Good,Normal
168200,WN,43115,1,2212,4159,0,Good,Normal
168201,WN,43115,2,2909,4159,0,Good,Normal
168202,WN,43115,3,2909,4159,0,Good,Normal
168203,WN,43115,6,2909,4619,0,Good,Normal
168204,WN,43115,7,2976,5115,0,Good,Normal
168205,WN,43115,8,3984,3197,0,Good,Normal
168206,WN,43115,9,4892,4940,0,Good,Normal
168207,WN,43115,10,5775,6331,0,Good,Normal
168208,WN,43115,11,7268,7647,0,Good,Normal
168209,WN,43115,12,8793,9684,0,Good,Normal
168210,WN,43115,13,10086,11450,0,Good,Normal
168211,WN,43115,14,11966,13766,0,Good,Normal
168212,WN,43115,15,13855,16551,0,Good,Normal
168213,WN,43115,16,15736,19103,0,Good,Normal
168214,WN,43115,17,17914,23120,0,Good,Normal
168215,WN,43115,18,20233,27694,0,Good,Normal
168216,WN,43115,19,23930,31678,0,Good,Normal
168217,WN,43115,20,27667,37130,0,Good,Normal
168218,WN,43115,21,31621,41955,0,Good,Normal
168219,WN,43115,22,35573,45917,0,Good,Normal
168220,WN,43115,23,40851,48035,0,Good,Normal
168221,WN,43116,0,3287,6141,1,Meltdown,Bad
168222,WN,43116,1,5499,6998,1,Meltdown,Bad
168223,WN,43116,2,6584,7127,1,Meltdown,Bad
168224,WN,43116,3,7082,7264,1,Meltdown,Bad
168225,WN,43116,6,7117,7656,1,Meltdown,Bad
168226,WN,43116,7,7176,8071,1,Meltdown,Bad
168227,WN,43116,8,8189,6046,1,Meltdown,Bad
168228,WN,43116,9,9666,8159,1,Meltdown,Bad
168229,WN,43116,10,11723,11065,1,Meltdown,Bad
168230,WN,43116,11,13946,14441,1,Meltdown,Bad
168231,WN,43116,12,17230,17547,1,Meltdown,Bad
168232,WN,43116,13,20178,22074,1,Meltdown,Bad
168233,WN,43116,14,23109,26820,1,Meltdown,Bad
168234,WN,43116,15,27567,31984,1,Meltdown,Bad
168235,WN,43116,16,32247,37398,1,Meltdown,Bad
168236,WN,43116,17,37054,42879,1,Meltdown,Bad
168237,WN,43116,18,40967,47986,1,Meltdown,Bad
168238,WN,43116,19,46549,53204,1,Meltdown,Bad
168239,WN,43116,20,51675,58135,1,Meltdown,Bad
168240,WN,43116,21,55818,63562,1,Meltdown,Bad
168241,WN,43116,22,60184,66739,1,Meltdown,Bad
168242,WN,43116,23,64733,69511,1,Meltdown,Bad
168243,WN,43117,0,3967,18476,2,Meltdown,Bad
168244,WN,43117,1,6093,19203,2,Meltdown,Bad
168245,WN,43117,2,7276,19292,2,Meltdown,Bad
168246,WN,43117,3,7516,19292,2,Meltdown,Bad
168247,WN,43117,5,7516,19334,2,Meltdown,Bad
168248,WN,43117,6,7661,4123,2,Meltdown,Bad
168249,WN,43117,7,8304,6509,2,Meltdown,Bad
168250,WN,43117,8,10398,8867,2,Meltdown,Bad
168251,WN,43117,9,13093,11578,2,Meltdown,Bad
168252,WN,43117,10,16196,15477,2,Meltdown,Bad
168253,WN,43117,11,19873,18591,2,Meltdown,Bad
168254,WN,43117,12,23616,22927,2,Meltdown,Bad
168255,WN,43117,13,26636,26783,2,Meltdown,Bad
168256,WN,43117,14,30625,30186,2,Meltdown,Bad
168257,WN,43117,15,34112,34262,2,Meltdown,Bad
168258,WN,43117,16,37656,39272,2,Meltdown,Bad
168259,WN,43117,17,41698,44082,2,Meltdown,Bad
168260,WN,43117,18,45704,48256,2,Meltdown,Bad
168261,WN,43117,19,49311,52614,2,Meltdown,Bad
168262,WN,43117,20,53023,56647,2,Meltdown,Bad
168263,WN,43117,21,56689,60693,2,Meltdown,Bad
168264,WN,43117,22,59008,63075,2,Meltdown,Bad
168265,WN,43117,23,63186,65189,2,Meltdown,Bad
168266,WN,43118,0,2881,19070,3,Good,Normal
168267,WN,43118,1,4165,19805,3,Good,Normal
168268,WN,43118,2,5223,20050,3,Good,Normal
168269,WN,43118,3,5604,20050,3,Good,Normal
168270,WN,43118,4,5750,20057,3,Good,Normal
168271,WN,43118,5,5750,20080,3,Good,Normal
168272,WN,43118,6,5826,4561,3,Good,Normal
168273,WN,43118,7,6738,6188,3,Good,Normal
168274,WN,43118,8,8007,7868,3,Good,Normal
168275,WN,43118,9,9594,9590,3,Good,Normal
168276,WN,43118,10,11408,11951,3,Good,Normal
168277,WN,43118,11,12847,14262,3,Good,Normal
168278,WN,43118,12,15495,16275,3,Good,Normal
168279,WN,43118,13,16553,18422,3,Good,Normal
168280,WN,43118,14,19037,20725,3,Good,Normal
168281,WN,43118,15,20447,22976,3,Good,Normal
168282,WN,43118,16,22834,24893,3,Good,Normal
168283,WN,43118,17,24665,27081,3,Good,Normal
168284,WN,43118,18,26649,30210,3,Good,Normal
168285,WN,43118,19,28789,33465,3,Good,Normal
168286,WN,43118,20,29989,36172,3,Good,Normal
168287,WN,43118,21,31677,38209,3,Good,Normal
168288,WN,43118,22,33901,40175,3,Good,Normal
168289,WN,43118,23,36395,42148,3,Good,Normal
168290,WN,43119,0,1846,1511,4,Normal,Good
168291,WN,43119,1,3696,2280,4,Normal,Good
168292,WN,43119,2,4528,2415,4,Normal,Good
168293,WN,43119,3,5035,2415,4,Normal,Good
168294,WN,43119,5,5035,2439,4,Normal,Good
168295,WN,43119,6,5047,2589,4,Normal,Good
168296,WN,43119,7,5067,2933,4,Normal,Good
168297,WN,43119,8,5276,3106,4,Normal,Good
168298,WN,43119,9,5627,3996,4,Normal,Good
168299,WN,43119,10,5957,5120,4,Normal,Good
168300,WN,43119,11,6725,5677,4,Normal,Good
168301,WN,43119,12,7870,6868,4,Normal,Good
168302,WN,43119,13,8859,8323,4,Normal,Good
168303,WN,43119,14,9444,9522,4,Normal,Good
168304,WN,43119,15,10092,10755,4,Normal,Good
168305,WN,43119,16,11320,12422,4,Normal,Good
168306,WN,43119,17,12561,15008,4,Normal,Good
168307,WN,43119,18,13746,17942,4,Normal,Good
168308,WN,43119,19,15506,21191,4,Normal,Good
168309,WN,43119,20,18155,24572,4,Normal,Good
168310,WN,43119,21,20744,27976,4,Normal,Good
168311,WN,43119,22,22954,30656,4,Normal,Good
168312,WN,43119,23,25726,32440,4,Normal,Good
168313,WN,43120,0,2354,2899,5,Normal,Good
168314,WN,43120,1,4364,3586,5,Normal,Good
168315,WN,43120,2,5500,4330,5,Normal,Good
168316,WN,43120,3,6419,4330,5,Normal,Good
168317,WN,43120,4,6608,4330,5,Normal,Good
168318,WN,43120,6,6608,4422,5,Normal,Good
168319,WN,43120,7,6608,4636,5,Normal,Good
168320,WN,43120,8,6761,3754,5,Normal,Good
168321,WN,43120,9,6907,4114,5,Normal,Good
168322,WN,43120,10,7166,4747,5,Normal,Good
168323,WN,43120,11,7752,5639,5,Normal,Good
168324,WN,43120,12,8728,6159,5,Normal,Good
168325,WN,43120,13,9340,7385,5,Normal,Good
168326,WN,43120,14,9786,8754,5,Normal,Good
168327,WN,43120,15,10409,9833,5,Normal,Good
168328,WN,43120,16,12018,10847,5,Normal,Good
168329,WN,43120,17,12489,11789,5,Normal,Good
168330,WN,43120,18,13733,13289,5,Normal,Good
168331,WN,43120,19,14977,14423,5,Normal,Good
168332,WN,43120,20,15611,15528,5,Normal,Good
168333,WN,43120,21,16860,15908,5,Normal,Good
168334,WN,43120,22,17992,16693,5,Normal,Good
168335,WN,43120,23,18730,16828,5,Normal,Good
168336,WN,43121,0,1578,16828,6,Normal,Good
168337,WN,43121,1,1594,16828,6,Normal,Good
168338,WN,43121,2,1629,16828,6,Normal,Good
168339,WN,43121,3,1629,703,6,Normal,Good
168340,WN,43121,7,1636,1208,6,Normal,Good
168341,WN,43121,8,810,1918,6,Normal,Good
168342,WN,43121,9,1486,2609,6,Normal,Good
168343,WN,43121,10,1897,3921,6,Normal,Good
168344,WN,43121,11,2776,4607,6,Normal,Good
168345,WN,43121,12,3731,6319,6,Normal,Good
168346,WN,43121,13,4437,8404,6,Normal,Good
168347,WN,43121,14,5204,9601,6,Normal,Good
168348,WN,43121,15,6861,11739,6,Normal,Good
168349,WN,43121,16,8148,13900,6,Normal,Good
168350,WN,43121,17,10597,16474,6,Normal,Good
168351,WN,43121,18,12465,20493,6,Normal,Good
168352,WN,43121,19,14342,23653,6,Normal,Good
168353,WN,43121,20,17501,28125,6,Normal,Good
168354,WN,43121,21,21237,32334,6,Normal,Good
168355,WN,43121,22,24664,36648,6,Normal,Good
168356,WN,43121,23,28757,40270,6,Normal,Good
168357,WN,43122,0,4509,11115,0,Normal,Normal
168358,WN,43122,1,7481,12098,0,Normal,Normal
168359,WN,43122,2,9163,12219,0,Normal,Normal
168360,WN,43122,3,9437,12219,0,Normal,Normal
168361,WN,43122,4,9593,12219,0,Normal,Normal
168362,WN,43122,6,9768,4032,0,Normal,Normal
168363,WN,43122,7,9859,5241,0,Normal,Normal
168364,WN,43122,8,10649,6212,0,Normal,Normal
168365,WN,43122,9,11790,7669,0,Normal,Normal
168366,WN,43122,10,12598,8859,0,Normal,Normal
168367,WN,43122,11,13774,11198,0,Normal,Normal
168368,WN,43122,12,14802,12476,0,Normal,Normal
168369,WN,43122,13,16381,13980,0,Normal,Normal
168370,WN,43122,14,17951,15838,0,Normal,Normal
168371,WN,43122,15,19519,17655,0,Normal,Normal
168372,WN,43122,16,20800,19350,0,Normal,Normal
168373,WN,43122,17,22387,21039,0,Normal,Normal
168374,WN,43122,18,23958,23208,0,Normal,Normal
168375,WN,43122,19,25735,24827,0,Normal,Normal
168376,WN,43122,20,27336,26859,0,Normal,Normal
168377,WN,43122,21,28967,28360,0,Normal,Normal
168378,WN,43122,22,30500,29684,0,Normal,Normal
168379,WN,43122,23,32964,30573,0,Normal,Normal
168380,WN,43123,0,782,6290,1,Normal,Good
168381,WN,43123,1,1906,6526,1,Normal,Good
168382,WN,43123,2,2112,6633,1,Normal,Good
168383,WN,43123,3,2285,6637,1,Normal,Good
168384,WN,43123,5,2285,6657,1,Normal,Good
168385,WN,43123,6,2336,1480,1,Normal,Good
168386,WN,43123,7,2440,2589,1,Normal,Good
168387,WN,43123,8,3024,3106,1,Normal,Good
168388,WN,43123,9,3803,3715,1,Normal,Good
168389,WN,43123,10,4761,4894,1,Normal,Good
168390,WN,43123,11,5528,6093,1,Normal,Good
168391,WN,43123,12,6673,7229,1,Normal,Good
