,Marketing_Airline_Network,Date,Hour,ACT_ARR_DATE,ACT_ARR_HOUR,ArrDelayMinutes,DepDelayMinutes,CumulativeArrDelayMinutes,CumulativeDepDelayMinutes,ArrDelay3AM,DepDelay3AM,Weekday
167878,WN,2018-01-01,2,2018-01-01,6,2.0,394.0,74.83212123804839,862.0944538041649,2.0,394.0,0
167879,WN,2018-01-01,3,2018-01-01,7,87.0,769.0,161.8321212380484,1631.0944538041651,89.0,1163.0,0
167880,WN,2018-01-01,4,2018-01-01,8,558.0,1685.0,646.580794789128,3296.4852974677806,647.0,2848.0,0
167881,WN,2018-01-01,5,2018-01-01,9,1010.0,3234.0,1656.2723754706506,6530.198064475625,1657.0,6082.0,0
167882,WN,2018-01-01,6,2018-01-01,10,1678.0,2669.0,3334.1990382938275,9199.281887740368,3335.0,8751.0,0
167883,WN,2018-01-01,7,2018-01-01,11,1926.0,3701.0,5260.697577566524,12900.145634446291,5261.0,12452.0,0
167884,WN,2018-01-01,8,2018-01-01,12,2975.0,3935.0,8236.041194357624,16835.216289882614,8236.0,16387.0,0
167885,WN,2018-01-01,9,2018-01-01,13,2528.0,5000.0,10763.92622686443,21835.34650738929,10764.0,21387.0,0
167886,WN,2018-01-01,10,2018-01-01,14,3067.0,3706.0,13830.941224975451,25541.34650738929,13831.0,25093.0,0
167887,WN,2018-01-01,11,2018-01-01,15,4343.0,5894.0,18173.598866558503,31435.34650738929,18174.0,30987.0,0
167888,WN,2018-01-01,12,2018-01-01,16,3324.0,6810.0,21497.914684324933,38245.346507389295,21498.0,37797.0,0
167889,WN,2018-01-01,13,2018-01-01,17,4409.0,6118.0,25906.914684324933,44363.346507389295,25907.0,43915.0,0
167890,WN,2018-01-01,14,2018-01-01,18,5058.0,6162.0,30964.914684324933,50525.346507389295,30965.0,50077.0,0
167891,WN,2018-01-01,15,2018-01-01,19,6116.0,7980.0,37080.91468432493,58505.346507389295,37081.0,58057.0,0
167892,WN,2018-01-01,16,2018-01-01,20,4892.0,7833.0,41972.91468432493,66338.34650738929,41973.0,65890.0,0
167893,WN,2018-01-01,17,2018-01-01,21,5744.0,6216.0,47716.91468432493,72554.34650738929,47717.0,72106.0,0
167894,WN,2018-01-01,18,2018-01-01,22,5957.0,5377.0,53673.91468432493,77931.34650738929,53674.0,77483.0,0
167895,WN,2018-01-01,19,2018-01-01,23,4872.0,6063.0,58545.914684324925,83994.34650738929,58546.0,83546.0,0
167896,WN,2018-01-01,20,2018-01-02,0,4429.0,3964.0,6520.91468432493,6230.346507389293,62975.0,87510.0,1
167897,WN,2018-01-01,21,2018-01-02,1,4517.0,1624.0,8946.484714734597,7854.346507389293,67492.0,89134.0,1
167898,WN,2018-01-01,22,2018-01-02,2,3000.0,485.0,11946.484714734597,8339.346507389293,70492.0,89619.0,1
167899,WN,2018-01-01,23,2018-01-02,3,1439.0,0.0,13385.484714734597,8339.346507389293,71931.0,89619.0,1
167900,WN,2018-01-02,0,2018-01-02,4,91.0,6.0,13476.484714734597,8345.346507389293,91.0,6.0,1
167901,WN,2018-01-02,1,2018-01-02,5,0.0,93.0,13476.484714734597,8438.346507389293,91.0,99.0,1
167902,WN,2018-01-02,2,2018-01-02,6,29.0,413.0,13505.484714734597,8851.346507389293,120.0,512.0,1
167903,WN,2018-01-02,3,2018-01-02,7,143.0,717.0,13648.484714734597,9568.346507389291,263.0,1229.0,1
167904,WN,2018-01-02,4,2018-01-02,8,509.0,875.0,14157.084416560909,10443.346507389291,772.0,2104.0,1
167905,WN,2018-01-02,5,2018-01-02,9,787.0,1887.0,14944.084416560909,12330.346507389291,1559.0,3991.0,1
167906,WN,2018-01-02,6,2018-01-02,10,986.0,1427.0,15929.91653779896,13757.346507389291,2545.0,5418.0,1
167907,WN,2018-01-02,7,2018-01-02,11,1362.0,1868.0,17291.91653779896,15625.346507389291,3907.0,7286.0,1
167908,WN,2018-01-02,8,2018-01-02,12,1150.0,2103.0,18441.91653779896,17728.3465073893,5057.0,9389.0,1
167909,WN,2018-01-02,9,2018-01-02,13,1649.0,2508.0,20090.91653779896,20236.34650738929,6706.0,11897.0,1
167910,WN,2018-01-02,10,2018-01-02,14,1480.0,2856.0,21571.217349307626,23092.34650738929,8186.0,14753.0,1
167911,WN,2018-01-02,11,2018-01-02,15,2679.0,3844.0,24250.217349307622,26936.34650738929,10865.0,18597.0,1
167912,WN,2018-01-02,12,2018-01-02,16,2873.0,4341.0,27123.064280715567,29396.08238387997,13738.0,22938.0,1
167913,WN,2018-01-02,13,2018-01-02,17,3742.0,4783.0,30864.72959609233,34179.166171127246,17480.0,27721.0,1
167914,WN,2018-01-02,14,2018-01-02,18,4272.0,5142.0,35136.64501281334,39321.41532624733,21752.0,32863.0,1
167915,WN,2018-01-02,15,2018-01-02,19,3593.0,5164.0,38729.535347126315,44485.41532624733,25345.0,38027.0,1
167916,WN,2018-01-02,16,2018-01-02,20,4684.0,4954.0,43413.535347126315,49439.41532624733,30029.0,42981.0,1
167917,WN,2018-01-02,17,2018-01-02,21,3666.0,6400.0,47079.78450224642,55965.3583441833,33695.0,49381.0,1
167918,WN,2018-01-02,18,2018-01-02,22,4744.0,3754.0,51824.096304431776,59719.76056789545,38439.0,53135.0,1
167919,WN,2018-01-02,19,2018-01-02,23,3972.0,4935.0,55796.34545955186,64654.45443071134,42411.0,58070.0,1
167920,WN,2018-01-02,20,2018-01-03,0,3718.0,2685.0,3717.540794223826,3999.4544307113374,46129.0,60755.0,2
167921,WN,2018-01-02,21,2018-01-03,1,3435.0,994.0,7152.540794223827,4993.454430711337,49564.0,61749.0,2
167922,WN,2018-01-02,22,2018-01-03,2,2441.0,248.0,9593.540794223829,5241.454430711337,52005.0,61997.0,2
167923,WN,2018-01-02,23,2018-01-03,3,799.0,0.0,10392.679220018936,5241.454430711337,52804.0,61997.0,2
167924,WN,2018-01-03,0,2018-01-03,4,31.0,7.0,10423.679220018936,5248.454430711337,31.0,7.0,2
167925,WN,2018-01-03,2,2018-01-03,6,29.0,659.0,10452.679220018936,5987.4544307113365,60.0,666.0,2
167926,WN,2018-01-03,3,2018-01-03,7,276.0,508.0,10729.062814201789,5776.2215730549915,336.0,1174.0,2
167927,WN,2018-01-03,4,2018-01-03,8,725.0,1063.0,11454.360143566671,6839.6369486245385,1061.0,2237.0,2
167928,WN,2018-01-03,5,2018-01-03,9,880.0,1251.0,12334.469683475114,8090.948750809907,1941.0,3488.0,2
167929,WN,2018-01-03,6,2018-01-03,10,1302.0,1744.0,13636.489545033734,9834.71851374881,3243.0,5232.0,2
167930,WN,2018-01-03,7,2018-01-03,11,1002.0,1655.0,14638.573441919329,11489.410094430334,4245.0,6887.0,2
167931,WN,2018-01-03,8,2018-01-03,12,1230.0,1948.0,15868.567727291116,13437.515353363297,5475.0,8835.0,2
167932,WN,2018-01-03,9,2018-01-03,13,1238.0,2430.0,17106.661531684786,15867.586335347807,6713.0,11265.0,2
167933,WN,2018-01-03,10,2018-01-03,14,2040.0,2664.0,19146.964359952883,18531.358681944086,8753.0,13929.0,2
167934,WN,2018-01-03,11,2018-01-03,15,1653.0,3655.0,20799.598664659243,22186.717463360448,10406.0,17584.0,2
167935,WN,2018-01-03,12,2018-01-03,16,2253.0,3385.0,23052.290245340766,25571.57942147053,12659.0,20969.0,2
167936,WN,2018-01-03,13,2018-01-03,17,2758.0,4535.0,25809.855238671666,30106.441379580614,15417.0,25504.0,2
167937,WN,2018-01-03,14,2018-01-03,18,3233.0,4474.0,29042.855238671666,34580.44137958062,18650.0,29978.0,2
167938,WN,2018-01-03,15,2018-01-03,19,3472.0,4902.0,32514.735673133815,39670.213882319775,22122.0,34880.0,2
167939,WN,2018-01-03,16,2018-01-03,20,2877.0,4766.0,35391.508019730085,44436.19218702392,24999.0,39646.0,2
167940,WN,2018-01-03,17,2018-01-03,21,3385.0,4428.0,38776.316319532234,48864.34734532484,28384.0,44074.0,2
167941,WN,2018-01-03,18,2018-01-03,22,3643.0,3196.0,42419.26745987563,52060.266139232685,32027.0,47270.0,2
167942,WN,2018-01-03,19,2018-01-03,23,3638.0,3331.0,46056.78878272535,55390.90070778453,35665.0,50601.0,2
167943,WN,2018-01-03,20,2018-01-04,0,2362.0,1409.0,2362.0197960144114,5155.900707784533,38027.0,52010.0,3
167944,WN,2018-01-03,21,2018-01-04,1,2430.0,571.0,4792.020747131803,5726.900707784533,40457.0,52581.0,3
167945,WN,2018-01-03,22,2018-01-04,2,451.0,126.0,5243.020747131803,5852.900707784533,40908.0,52707.0,3
167946,WN,2018-01-03,23,2018-01-04,3,931.0,0.0,6174.020747131803,5852.900707784533,41839.0,52707.0,3
167947,WN,2018-01-04,0,2018-01-04,4,97.0,10.0,6271.020747131803,5862.900707784533,97.0,10.0,3
167948,WN,2018-01-04,2,2018-01-04,6,123.0,1655.0,6393.825194556095,4589.233349324332,220.0,1665.0,3
167949,WN,2018-01-04,3,2018-01-04,7,231.0,1719.0,6624.629641980388,6308.5566473294775,451.0,3384.0,3
167950,WN,2018-01-04,4,2018-01-04,8,2310.0,1972.0,8934.329842483134,8280.340637154171,2761.0,5356.0,3
167951,WN,2018-01-04,5,2018-01-04,9,1710.0,2961.0,10644.332215112352,11241.48802551532,4471.0,8317.0,3
167952,WN,2018-01-04,6,2018-01-04,10,2135.0,2744.0,12779.81846779544,13985.049830662534,6606.0,11061.0,3
167953,WN,2018-01-04,7,2018-01-04,11,3061.0,2516.0,15840.913492722066,16501.455608466553,9667.0,13577.0,3
167954,WN,2018-01-04,8,2018-01-04,12,2002.0,3480.0,17842.752319865365,19981.775587844342,11669.0,17057.0,3
167955,WN,2018-01-04,9,2018-01-04,13,2844.0,2829.0,20687.19868512449,22810.331583730353,14513.0,19886.0,3
167956,WN,2018-01-04,10,2018-01-04,14,2074.0,3511.0,22760.978337562585,26321.48898509909,16587.0,23397.0,3
167957,WN,2018-01-04,11,2018-01-04,15,2736.0,3308.0,25497.004811107334,29629.156851690284,19323.0,26705.0,3
167958,WN,2018-01-04,12,2018-01-04,16,2607.0,3644.0,28103.93186153761,33273.384929642336,21930.0,30349.0,3
167959,WN,2018-01-04,13,2018-01-04,17,3318.0,3772.0,31421.763412380104,37045.79940850705,25248.0,34121.0,3
167960,WN,2018-01-04,14,2018-01-04,18,3045.0,3146.0,34466.78429122112,40191.49834731931,28293.0,37267.0,3
167961,WN,2018-01-04,15,2018-01-04,19,3228.0,3739.0,37694.53937439692,43930.02880714587,31521.0,41006.0,3
167962,WN,2018-01-04,16,2018-01-04,20,2198.0,3536.0,39892.68145673524,47466.44331959711,33719.0,44542.0,3
167963,WN,2018-01-04,17,2018-01-04,21,2804.0,1788.0,42696.91394189376,49254.81401307936,36523.0,46330.0,3
167964,WN,2018-01-04,18,2018-01-04,22,2865.0,1968.0,45561.83418461234,51222.31498710206,39388.0,48298.0,3
167965,WN,2018-01-04,19,2018-01-04,23,2813.0,1707.0,48374.8785661782,52929.31312922088,42201.0,50005.0,3
167966,WN,2018-01-04,20,2018-01-05,0,1537.0,417.0,1536.7497521469209,417.1384257951085,43738.0,50422.0,4
167967,WN,2018-01-04,21,2018-01-05,1,1304.0,120.0,2840.308752741786,537.1384257951083,45042.0,50542.0,4
167968,WN,2018-01-04,22,2018-01-05,2,316.0,15.0,3155.989437632144,552.1384257951083,45358.0,50557.0,4
167969,WN,2018-01-04,23,2018-01-05,3,155.0,0.0,3310.989437632144,552.1384257951083,45513.0,50557.0,4
167970,WN,2018-01-05,0,2018-01-05,4,0.0,0.0,3310.989437632144,552.1384257951083,0.0,0.0,4
167971,WN,2018-01-05,2,2018-01-05,6,132.0,1397.0,3442.793885056437,2953.3579437758917,132.0,1397.0,4
167972,WN,2018-01-05,3,2018-01-05,7,449.0,1591.0,3891.490944267731,4544.529293962159,581.0,2988.0,4
167973,WN,2018-01-05,4,2018-01-05,8,1681.0,1062.0,5572.668310148493,5606.398659563782,2262.0,4050.0,4
167974,WN,2018-01-05,5,2018-01-05,9,1024.0,1704.0,6596.3568800290905,7310.585398746667,3286.0,5754.0,4
167975,WN,2018-01-05,6,2018-01-05,10,1333.0,1001.0,7928.892136161282,8311.182388054625,4619.0,6755.0,4
167976,WN,2018-01-05,7,2018-01-05,11,1336.0,1337.0,9264.417306854157,9648.392547707017,5955.0,8092.0,4
167977,WN,2018-01-05,8,2018-01-05,12,716.0,1535.0,9980.422590212587,11183.826317842671,6671.0,9627.0,4
167978,WN,2018-01-05,9,2018-01-05,13,1164.0,1438.0,11144.76873401199,12621.38201456178,7835.0,11065.0,4
167979,WN,2018-01-05,10,2018-01-05,14,1086.0,2060.0,12230.679642501203,14681.777294793585,8921.0,13125.0,4
167980,WN,2018-01-05,11,2018-01-05,15,912.0,2734.0,13142.208008588841,17415.58174221788,9833.0,15859.0,4
167981,WN,2018-01-05,12,2018-01-05,16,2159.0,2282.0,15301.433429761197,19697.394840671346,11992.0,18141.0,4
167982,WN,2018-01-05,13,2018-01-05,17,1643.0,3165.0,16944.052319215305,22862.04358219963,13635.0,21306.0,4
167983,WN,2018-01-05,14,2018-01-05,18,1934.0,2615.0,18878.537033949906,25477.44580591177,15569.0,23921.0,4
167984,WN,2018-01-05,15,2018-01-05,19,2771.0,3129.0,21649.99022290248,28606.876627538106,18340.0,27050.0,4
167985,WN,2018-01-05,16,2018-01-05,20,2339.0,4394.0,23988.559086418725,33001.22999159363,20679.0,31444.0,4
167986,WN,2018-01-05,17,2018-01-05,21,2185.0,3165.0,26173.823268240958,36166.07982911143,22864.0,34609.0,4
167987,WN,2018-01-05,18,2018-01-05,22,2711.0,1857.0,28884.774408584337,38022.830820367984,25575.0,36466.0,4
167988,WN,2018-01-05,19,2018-01-05,23,2466.0,1719.0,31350.575386445533,39741.99802686968,28041.0,38185.0,4
167989,WN,2018-01-05,20,2018-01-06,0,1919.0,1425.0,10482.57538644553,9035.998026869684,29960.0,39610.0,5
167990,WN,2018-01-05,21,2018-01-06,1,1279.0,700.0,3198.1672065017046,9735.998026869684,31239.0,40310.0,5
167991,WN,2018-01-05,22,2018-01-06,2,1185.0,56.0,4383.167206501705,9791.998026869684,32424.0,40366.0,5
167992,WN,2018-01-05,23,2018-01-06,3,306.0,0.0,4689.167206501705,9791.998026869684,32730.0,40366.0,5
167993,WN,2018-01-06,0,2018-01-06,4,135.0,0.0,4824.167206501705,9791.998026869684,135.0,0.0,5
167994,WN,2018-01-06,2,2018-01-06,6,8.0,184.0,4832.167206501705,9994.998026869684,143.0,184.0,5
167995,WN,2018-01-06,3,2018-01-06,7,236.0,474.0,5067.971653925998,3139.353244048366,379.0,658.0,5
167996,WN,2018-01-06,4,2018-01-06,8,307.0,512.0,5374.834523946298,3651.370925199962,686.0,1170.0,5
167997,WN,2018-01-06,5,2018-01-06,9,529.0,803.0,5904.157019212414,4454.370925199963,1215.0,1973.0,5
167998,WN,2018-01-06,6,2018-01-06,10,471.0,1144.0,6374.926736844258,5598.2328833100455,1686.0,3117.0,5
167999,WN,2018-01-06,7,2018-01-06,11,560.0,1013.0,6934.788694954341,6611.240281757997,2246.0,4130.0,5
168000,WN,2018-01-06,8,2018-01-06,12,741.0,1416.0,7675.942955146736,8027.642505470143,2987.0,5546.0,5
168001,WN,2018-01-06,9,2018-01-06,13,1016.0,1322.0,8691.660996625313,9349.642505470145,4003.0,6868.0,5
168002,WN,2018-01-06,10,2018-01-06,14,1015.0,2428.0,9706.352577306834,11777.642505470145,5018.0,9296.0,5
168003,WN,2018-01-06,11,2018-01-06,15,1042.0,1745.0,10748.352577306834,13522.642505470145,6060.0,11041.0,5
168004,WN,2018-01-06,12,2018-01-06,16,1470.0,2504.0,12218.352577306834,16026.642505470145,7530.0,13545.0,5
168005,WN,2018-01-06,13,2018-01-06,17,1629.0,2170.0,13847.214535416917,18196.642505470143,9159.0,15715.0,5
168006,WN,2018-01-06,14,2018-01-06,18,1738.0,2758.0,15585.076493527,21084.138768286586,10897.0,18473.0,5
168007,WN,2018-01-06,15,2018-01-06,19,2636.0,2990.0,18220.64869103644,24074.402950108815,13533.0,21463.0,5
168008,WN,2018-01-06,16,2018-01-06,20,1872.0,2480.0,20093.050914748583,26554.402950108815,15405.0,23943.0,5
168009,WN,2018-01-06,17,2018-01-06,21,1925.0,1421.0,22017.912872858662,27975.402950108815,17330.0,25364.0,5
168010,WN,2018-01-06,18,2018-01-06,22,1628.0,1337.0,23645.912872858662,29312.402950108815,18958.0,26701.0,5
168011,WN,2018-01-06,19,2018-01-06,23,1946.0,287.0,25591.912872858662,29599.402950108815,20904.0,26988.0,5
168012,WN,2018-01-06,20,2018-01-07,0,1498.0,354.0,1497.861958110083,1557.4029501088166,22402.0,27342.0,6
168013,WN,2018-01-06,21,2018-01-07,1,522.0,0.0,2019.861958110083,1557.4029501088166,22924.0,27342.0,6
168014,WN,2018-01-06,22,2018-01-07,2,39.0,0.0,2058.861958110083,1557.4029501088166,22963.0,27342.0,6
168015,WN,2018-01-06,23,2018-01-07,3,0.0,0.0,2058.861958110083,1557.4029501088166,22963.0,27342.0,6
168016,WN,2018-01-07,1,2018-01-07,5,0.0,53.0,2058.861958110083,1610.4029501088166,0.0,53.0,6
168017,WN,2018-01-07,2,2018-01-07,6,3.0,443.0,2061.861958110083,2053.4029501088166,3.0,496.0,6
168018,WN,2018-01-07,3,2018-01-07,7,21.0,460.0,2082.861958110083,2513.402950108817,24.0,956.0,6
168019,WN,2018-01-07,4,2018-01-07,8,118.0,522.0,2200.861958110083,3035.402950108817,142.0,1478.0,6
168020,WN,2018-01-07,5,2018-01-07,9,321.0,970.0,2522.177775876512,2965.904844276798,463.0,2448.0,6
168021,WN,2018-01-07,6,2018-01-07,10,733.0,1881.0,3254.7427692074098,4846.836325993886,1196.0,4329.0,6
168022,WN,2018-01-07,7,2018-01-07,11,894.0,2226.0,4148.600213057836,7072.675127432288,2090.0,6555.0,6
168023,WN,2018-01-07,8,2018-01-07,12,1131.0,1772.0,5279.912757860704,8844.755214373889,3221.0,8327.0,6
168024,WN,2018-01-07,9,2018-01-07,13,1364.0,1761.0,6643.754218876627,10605.61717248397,4585.0,10088.0,6
168025,WN,2018-01-07,10,2018-01-07,14,1073.0,1923.0,7716.461535072925,12528.479130594053,5658.0,12011.0,6
168026,WN,2018-01-07,11,2018-01-07,15,1330.0,2534.0,9046.0150372048,15062.794948360483,6988.0,14545.0,6
168027,WN,2018-01-07,12,2018-01-07,16,1969.0,2808.0,11014.876995314882,17870.980122684945,8957.0,17353.0,6
168028,WN,2018-01-07,13,2018-01-07,17,2189.0,3620.0,13203.738953424963,21490.789534094318,11146.0,20973.0,6
168029,WN,2018-01-07,14,2018-01-07,18,1792.0,3102.0,14995.738953424963,24592.78953409432,12938.0,24075.0,6
168030,WN,2018-01-07,15,2018-01-07,19,2745.0,3070.0,17740.87158104872,27775.31580367665,15683.0,27145.0,6
168031,WN,2018-01-07,16,2018-01-07,20,2521.0,4444.0,20261.959745411423,32219.2387264882,18204.0,31589.0,6
168032,WN,2018-01-07,17,2018-01-07,21,2551.0,3404.0,22813.33527702806,35623.26662172797,20755.0,34993.0,6
168033,WN,2018-01-07,18,2018-01-07,22,3853.0,3207.0,26666.35791699538,38830.502107696615,24608.0,38200.0,6
168034,WN,2018-01-07,19,2018-01-07,23,2479.0,2779.0,29144.909220730453,41609.1852650681,27087.0,40979.0,6
168035,WN,2018-01-07,20,2018-01-08,0,2621.0,1096.0,2620.966427963476,4641.185265068105,29708.0,42075.0,0
168036,WN,2018-01-07,21,2018-01-08,1,2345.0,1122.0,4965.673909058477,5763.185265068106,32053.0,43197.0,0
168037,WN,2018-01-07,22,2018-01-08,2,1388.0,118.0,6353.673909058477,5881.185265068106,33441.0,43315.0,0
168038,WN,2018-01-07,23,2018-01-08,3,520.0,0.0,6873.673909058477,5881.185265068106,33961.0,43315.0,0
168039,WN,2018-01-08,0,2018-01-08,4,129.0,0.0,7002.673909058477,5881.185265068106,129.0,0.0,0
168040,WN,2018-01-08,2,2018-01-08,6,0.0,524.0,7002.673909058477,6453.185265068106,129.0,524.0,0
168041,WN,2018-01-08,3,2018-01-08,7,122.0,578.0,7124.673909058477,7031.185265068106,251.0,1102.0,0
168042,WN,2018-01-08,4,2018-01-08,8,836.0,701.0,7960.405087934573,4930.248116765041,1087.0,1803.0,0
168043,WN,2018-01-08,5,2018-01-08,9,1248.0,1432.0,9208.798521602625,6362.248116765041,2335.0,3235.0,0
168044,WN,2018-01-08,6,2018-01-08,10,817.0,1607.0,10025.935891232297,7969.7328314996375,3152.0,4842.0,0
168045,WN,2018-01-08,7,2018-01-08,11,1266.0,1564.0,11292.386119212772,9534.064465828586,4418.0,6406.0,0
168046,WN,2018-01-08,8,2018-01-08,12,1567.0,1886.0,12859.386119212772,11420.064465828586,5985.0,8292.0,0
168047,WN,2018-01-08,9,2018-01-08,13,1070.0,2567.0,13929.386119212772,13987.064465828586,7055.0,10859.0,0
168048,WN,2018-01-08,10,2018-01-08,14,1552.0,2230.0,15481.651193202595,16217.064465828586,8607.0,13089.0,0
168049,WN,2018-01-08,11,2018-01-08,15,2024.0,2411.0,17505.691376310464,19156.889590086266,10631.0,15500.0,0
168050,WN,2018-01-08,12,2018-01-08,16,1726.0,2661.0,19231.23041731118,21817.889590086266,12357.0,18161.0,0
168051,WN,2018-01-08,13,2018-01-08,17,1831.0,3511.0,21062.23041731118,25328.889590086266,14188.0,21672.0,0
168052,WN,2018-01-08,14,2018-01-08,18,2611.0,2893.0,23673.099611442183,28384.674303810007,16799.0,24565.0,0
168053,WN,2018-01-08,15,2018-01-08,19,2747.0,4179.0,26420.099611442183,32563.674303810007,19546.0,28744.0,0
168054,WN,2018-01-08,16,2018-01-08,20,2487.0,4273.0,28906.71624071728,36836.67430381,22033.0,33017.0,0
168055,WN,2018-01-08,17,2018-01-08,21,3626.0,3682.0,32532.71624071728,40518.67430381,25659.0,36699.0,0
168056,WN,2018-01-08,18,2018-01-08,22,3342.0,3152.0,35874.46974004664,43670.67430381,29001.0,39851.0,0
168057,WN,2018-01-08,19,2018-01-08,23,3699.0,2427.0,39573.96925313754,46097.67430381,32700.0,42278.0,0
168058,WN,2018-01-08,20,2018-01-09,0,4243.0,2679.0,6885.96925313754,4606.674303810003,36943.0,44957.0,1
168059,WN,2018-01-08,21,2018-01-09,1,2955.0,1401.0,9840.96925313754,6007.674303810002,39898.0,46358.0,1
168060,WN,2018-01-08,22,2018-01-09,2,1514.0,304.0,11354.969253137542,6311.674303810002,41412.0,46662.0,1
168061,WN,2018-01-08,23,2018-01-09,3,1136.0,138.0,12490.969253137542,6449.674303810002,42548.0,46800.0,1
168062,WN,2018-01-09,0,2018-01-09,4,350.0,2.0,12840.969253137542,6451.674303810002,350.0,2.0,1
168063,WN,2018-01-09,1,2018-01-09,5,0.0,79.0,12840.969253137542,6530.674303810002,350.0,81.0,1
168064,WN,2018-01-09,2,2018-01-09,6,23.0,271.0,12863.969253137542,6801.674303810002,373.0,352.0,1
168065,WN,2018-01-09,3,2018-01-09,7,30.0,220.0,12893.969253137542,7021.674303810002,403.0,572.0,1
168066,WN,2018-01-09,4,2018-01-09,8,853.0,490.0,11103.927737166116,6462.709886673989,1256.0,1062.0,1
168067,WN,2018-01-09,5,2018-01-09,9,542.0,1543.0,11645.670897098862,8005.338070520524,1798.0,2605.0,1
168068,WN,2018-01-09,6,2018-01-09,10,1159.0,1825.0,12804.64061019826,9830.376135497643,2957.0,4430.0,1
168069,WN,2018-01-09,7,2018-01-09,11,1846.0,2607.0,14650.474580671424,12437.649769420625,4803.0,7037.0,1
168070,WN,2018-01-09,8,2018-01-09,12,2365.0,4748.0,17015.930747966893,17185.278407578637,7168.0,11785.0,1
168071,WN,2018-01-09,9,2018-01-09,13,2673.0,4322.0,19688.72726488686,21507.547651359044,9841.0,16107.0,1
168072,WN,2018-01-09,10,2018-01-09,14,2832.0,3287.0,22520.815064314662,24794.443510977264,12673.0,19394.0,1
168073,WN,2018-01-09,11,2018-01-09,15,3233.0,5358.0,25753.71408261638,30152.289399265384,15906.0,24752.0,1
168074,WN,2018-01-09,12,2018-01-09,16,3306.0,4544.0,29060.198883608715,34696.276119258706,19212.0,29296.0,1
168075,WN,2018-01-09,13,2018-01-09,17,3699.0,4214.0,32758.79537922288,38910.03548060864,22911.0,33510.0,1
168076,WN,2018-01-09,14,2018-01-09,18,4433.0,5711.0,37191.85674583002,44620.6426197287,27344.0,39221.0,1
168077,WN,2018-01-09,15,2018-01-09,19,4810.0,5425.0,42002.06740830833,50045.16067606742,32154.0,44646.0,1
168078,WN,2018-01-09,16,2018-01-09,20,4647.0,5704.0,46649.45585161606,55749.007214435274,36801.0,50350.0,1
168079,WN,2018-01-09,17,2018-01-09,21,4765.0,4380.0,51414.33356984392,60128.917396505596,41566.0,54730.0,1
168080,WN,2018-01-09,18,2018-01-09,22,4781.0,4064.0,56195.11049264677,64193.14178832872,46347.0,58794.0,1
168081,WN,2018-01-09,19,2018-01-09,23,3881.0,4304.0,60075.73930902051,68497.24712452896,50228.0,63098.0,1
168082,WN,2018-01-09,20,2018-01-10,0,4171.0,2317.0,4171.174109255672,2316.5400361623842,54399.0,65415.0,2
168083,WN,2018-01-09,21,2018-01-10,1,3445.0,1355.0,7615.757592323983,3671.852580965251,57844.0,66770.0,2
168084,WN,2018-01-09,22,2018-01-10,2,2339.0,614.0,9954.66462910693,4285.852580965251,60183.0,67384.0,2
168085,WN,2018-01-09,23,2018-01-10,3,608.0,91.0,10562.66462910693,4376.852580965251,60791.0,67475.0,2
168086,WN,2018-01-10,0,2018-01-10,4,479.0,2.0,11041.664629106928,4378.852580965251,479.0,2.0,2
168087,WN,2018-01-10,1,2018-01-10,5,336.0,42.0,11377.664629106928,4420.852580965251,815.0,44.0,2
168088,WN,2018-01-10,2,2018-01-10,6,5.0,181.0,11382.664629106928,4601.852580965251,820.0,225.0,2
168089,WN,2018-01-10,3,2018-01-10,7,169.0,875.0,11551.44923995894,6040.442552153684,989.0,1100.0,2
168090,WN,2018-01-10,4,2018-01-10,8,733.0,579.0,12284.771194245703,6619.881912435639,1722.0,1679.0,2
168091,WN,2018-01-10,5,2018-01-10,9,606.0,1461.0,12890.367415477294,8081.224612273548,2328.0,3140.0,2
168092,WN,2018-01-10,6,2018-01-10,10,1334.0,1160.0,14224.5946818126,9240.834517148809,3662.0,4300.0,2
168093,WN,2018-01-10,7,2018-01-10,11,1262.0,986.0,15486.501378978897,10226.666638386858,4924.0,5286.0,2
168094,WN,2018-01-10,8,2018-01-10,12,997.0,1999.0,16483.813181164267,12225.605404641023,5921.0,7285.0,2
168095,WN,2018-01-10,9,2018-01-10,13,737.0,1421.0,17220.60542426762,13646.605404641023,6658.0,8706.0,2
168096,WN,2018-01-10,10,2018-01-10,14,755.0,915.0,17975.964262938785,14561.743830436133,7413.0,9621.0,2
168097,WN,2018-01-10,11,2018-01-10,15,1649.0,1368.0,19625.419524706536,15930.228545170727,9062.0,10989.0,2
168098,WN,2018-01-10,12,2018-01-10,16,1711.0,2162.0,21336.219375619694,18092.1981291318,10773.0,13151.0,2
168099,WN,2018-01-10,13,2018-01-10,17,1692.0,2508.0,23028.55698742956,20600.014296858524,12465.0,15659.0,2
168100,WN,2018-01-10,14,2018-01-10,18,1907.0,4366.0,24935.523317638483,24966.014296858524,14372.0,20025.0,2
168101,WN,2018-01-10,15,2018-01-10,19,2741.0,3384.0,27676.205276394325,28349.75103308076,17113.0,23409.0,2
168102,WN,2018-01-10,16,2018-01-10,20,2688.0,3555.0,30364.001793314303,31905.062835266133,19801.0,26964.0,2
168103,WN,2018-01-10,17,2018-01-10,21,3227.0,3387.0,33591.035989177646,35292.06283526613,23028.0,30351.0,2
